k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.534314069109693, 0.1547139682028088]                                         |  1.5554186105728149|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.534314069109693, 0.1547139682028088]                                         |  1.5554186105728149|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[2.037620644509589, -0.7093939481821929]                                        |  0.0865794345736504|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[1.9943207569473014, -0.9556156363761724]                                       |  0.0020316797308624|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[1.9943207569473014, -0.9556156363761724]                                       |  0.0020316797308624|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[1.9943207569473014, -0.9556156363761724]                                       |  0.0020316797308624|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.9943207569473014, -0.9556156363761724]                                       |  0.0020316797308624|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.9943207569473014, -0.9556156363761724]                                       |  0.0020316797308624|      0.03125000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[2.0018719278262496, -0.985939592555354]                                        |  0.0002046054432867|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[2.0018719278262496, -0.985939592555354]                                        |  0.0002046054432867|      0.03125000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[2.0018719278262496, -0.985939592555354]                                        |  0.0002046054432867|      0.01562500|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[2.0018719278262496, -0.985939592555354]                                        |  0.0002046054432867|      0.00781250|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.9998896087484732, -0.9934964151233309]                                       |  0.0000423208293796|      0.01562500|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[1.9998896087484732, -0.9934964151233309]                                       |  0.0000423208293796|      0.00781250|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[1.9998896087484732, -0.9934964151233309]                                       |  0.0000423208293796|      0.00390625|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[2.0000211124654905, -0.9974004509626785]                                       |  0.0000067585442594|      0.00781250|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[2.0000211124654905, -0.9974004509626785]                                       |  0.0000067585442594|      0.00390625|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[2.0000211124654905, -0.9974004509626785]                                       |  0.0000067585442594|      0.00195312|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[1.999989562576797, -0.9993533211248112]                                        |  0.0000004184113038|      0.00390625|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      23|[1.999989562576797, -0.9993533211248112]                                        |  0.0000004184113038|      0.00195312|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
