k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[5.2]                                                                           |61302.9768075899992255|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[6.2]                                                                           |12846.5410156250000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[6.2]                                                                           |12846.5410156250000000|      1.00000000|[7, 4, 0, 4]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[6.2]                                                                           |12846.5410156250000000|      0.50000000|[8, 6, 0, 6]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[6.2]                                                                           |12846.5410156250000000|      0.25000000|[9, 8, 0, 8]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[6.2]                                                                           |12846.5410156250000000|      0.12500000|[11, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[6.2]                                                                           |12846.5410156250000000|      0.06250000|[14, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[6.2]                                                                           |12846.5410156250000000|      0.03125000|[16, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[6.16875]                                                                       |9332.2988281250000000|      0.06250000|[17, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[6.16875]                                                                       |9332.2988281250000000|      0.03125000|[18, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[6.1375]                                                                        |6289.1093750000000000|      0.06250000|[20, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[6.1375]                                                                        |6289.1093750000000000|      0.03125000|[20, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[6.10625]                                                                       |3792.2165527343750000|      0.06250000|[21, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[6.04375]                                                                       |646.2192382812500000|      0.12500000|[22, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[6.04375]                                                                       |646.2192382812500000|      0.06250000|[23, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[6.04375]                                                                       |646.2192382812500000|      0.03125000|[25, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[6.04375]                                                                       |646.2192382812500000|      0.01562500|[26, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[6.04375]                                                                       |646.2192382812500000|      0.00781250|[29, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[6.0359375]                                                                     |435.7500610351562500|      0.01562500|[30, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[6.0203125]                                                                     |138.9174194335937500|      0.03125000|[31, 38, 0, 38]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[6.0203125]                                                                     |138.9174194335937500|      0.01562500|[32, 40, 0, 40]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[6.0203125]                                                                     |138.9174194335937500|      0.00781250|[33, 42, 0, 42]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[6.0125]                                                                        | 52.5319366455078125|      0.01562500|[35, 44, 0, 44]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[6.0125]                                                                        | 52.5319366455078125|      0.00781250|[36, 46, 0, 46]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[6.0125]                                                                        | 52.5319366455078125|      0.00390625|[37, 48, 0, 48]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[6.0125]                                                                        | 52.5319366455078125|      0.00195312|[38, 50, 0, 50]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[6.0125]                                                                        | 52.5319366455078125|      0.00097656|[40, 52, 0, 52]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[6.0115234375]                                                                  | 44.6355781555175781|      0.00195312|[42, 54, 0, 54]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[6.0095703125]                                                                  | 30.7745018005371094|      0.00390625|[43, 56, 0, 56]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[6.0056640625]                                                                  | 10.7699661254882812|      0.00781250|[45, 58, 0, 58]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[6.0056640625]                                                                  | 10.7699661254882812|      0.00390625|[46, 60, 0, 60]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[6.0056640625]                                                                  | 10.7699661254882812|      0.00195312|[48, 62, 0, 62]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[6.0056640625]                                                                  | 10.7699661254882812|      0.00097656|[49, 64, 0, 64]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[6.0046875]                                                                     |  7.3746185302734375|      0.00195312|[51, 66, 0, 66]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[6.002734375]                                                                   |  2.5081744194030762|      0.00390625|[52, 68, 0, 68]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[6.002734375]                                                                   |  2.5081744194030762|      0.00195312|[54, 70, 0, 70]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[6.002734375]                                                                   |  2.5081744194030762|      0.00097656|[54, 72, 0, 72]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[6.002734375]                                                                   |  2.5081744194030762|      0.00048828|[56, 74, 0, 74]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[6.00224609375]                                                                 |  1.6921480894088745|      0.00097656|[57, 76, 0, 76]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[6.00224609375]                                                                 |  1.6921480894088745|      0.00048828|[58, 78, 0, 78]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[6.00224609375]                                                                 |  1.6921480894088745|      0.00024414|[59, 80, 0, 80]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[6.002001953125]                                                                |  1.3441860675811768|      0.00048828|[61, 82, 0, 82]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[6.002001953125]                                                                |  1.3441860675811768|      0.00024414|[62, 84, 0, 84]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[6.0017578125]                                                                  |  1.0362490415573120|      0.00048828|[63, 86, 0, 86]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[6.0017578125]                                                                  |  1.0362490415573120|      0.00024414|[63, 88, 0, 88]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[6.001513671875]                                                                |  0.7683300375938416|      0.00048828|[64, 90, 0, 90]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[6.001025390625]                                                                |  0.3525183200836182|      0.00097656|[65, 92, 0, 92]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[6.001025390625]                                                                |  0.3525183200836182|      0.00048828|[66, 94, 0, 94]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[6.001025390625]                                                                |  0.3525183200836182|      0.00024414|[67, 96, 0, 96]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[6.001025390625]                                                                |  0.3525183200836182|      0.00012207|[68, 98, 0, 98]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[6.001025390625]                                                                |  0.3525183200836182|      0.00006104|[71, 100, 0, 100]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[6.00096435546875]                                                              |  0.3117921948432922|      0.00012207|[72, 102, 0, 102]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[6.00084228515625]                                                              |  0.2378389090299606|      0.00024414|[73, 104, 0, 104]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[6.00084228515625]                                                              |  0.2378389090299606|      0.00012207|[75, 106, 0, 106]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[6.00084228515625]                                                              |  0.2378389090299606|      0.00006104|[75, 108, 0, 108]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[6.00078125]                                                                    |  0.2046115547418594|      0.00012207|[77, 110, 0, 110]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[6.00078125]                                                                    |  0.2046115547418594|      0.00006104|[78, 112, 0, 112]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[6.00072021484375]                                                              |  0.1738835573196411|      0.00012207|[79, 114, 0, 114]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[6.00059814453125]                                                              |  0.1199252232909203|      0.00024414|[79, 116, 0, 116]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[6.00059814453125]                                                              |  0.1199252232909203|      0.00012207|[81, 118, 0, 118]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[6.00047607421875]                                                              |  0.0759630277752876|      0.00024414|[81, 120, 0, 120]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[6.00047607421875]                                                              |  0.0759630277752876|      0.00012207|[82, 122, 0, 122]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[6.00047607421875]                                                              |  0.0759630277752876|      0.00006104|[83, 124, 0, 124]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[6.0004150390625]                                                               |  0.0577301979064941|      0.00012207|[85, 126, 0, 126]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[6.0004150390625]                                                               |  0.0577301979064941|      0.00006104|[86, 128, 0, 128]                                                          |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[6.00035400390625]                                                              |  0.0419960618019104|      0.00012207|[86, 130, 0, 130]                                                          |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
