k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.8000898095295073, 0.0940070252752655]                                        |  1.2409006357192993|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.8000898095295073, 0.0940070252752655]                                        |  1.2409006357192993|      0.20000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.8000898095295073, 0.0940070252752655]                                        |  1.2409006357192993|      0.04000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.7601225976286228, 0.0923877745628079]                                        |  1.0115933418273926|      0.20000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.7601225976286228, 0.0923877745628079]                                        |  1.0115933418273926|      0.04000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.720158789836781, 0.0906865788724966]                                         |  0.8156605958938599|      0.20000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[0.720158789836781, 0.0906865788724966]                                         |  0.8156605958938599|      0.04000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.680196559897159, 0.0889487128670832]                                         |  0.6496922373771667|      0.20000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.680196559897159, 0.0889487128670832]                                         |  0.6496922373771667|      0.04000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.6402374201777912, 0.0871411861347653]                                        |  0.5104620456695557|      0.20000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.6402374201777912, 0.0871411861347653]                                        |  0.5104620456695557|      0.04000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.6002842956088538, 0.0852052529801928]                                        |  0.3949276804924011|      0.20000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.6002842956088538, 0.0852052529801928]                                        |  0.3949276804924011|      0.04000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.5603335217504678, 0.083221401141948]                                         |  0.3002313375473022|      0.20000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[0.5603335217504678, 0.083221401141948]                                         |  0.3002313375473022|      0.04000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
