k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|     10.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.1156521005398467, -0.0544158342954361, 5.1203966819202344, 5.9899160984546995, 6.073823775340398, 8.323750936211258]|138.6024475097656250|     10.00000000|[64, 26, 0, 13]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[0.1156521005398467, -0.0544158342954361, 5.1203966819202344, 5.9899160984546995, 6.073823775340398, 8.323750936211258]|138.6024475097656250|      1.00000000|[88, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.1156521005398467, -0.0544158342954361, 5.1203966819202344, 5.9899160984546995, 6.073823775340398, 8.323750936211258]|138.6024475097656250|      0.10000000|[113, 46, 0, 23]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.0401991961425182, -0.0399672120289333, 5.101766013515181, 6.001693546664161, 6.013931758347082, 8.318727715975758]|132.2584686279296875|      1.00000000|[124, 50, 0, 25]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[0.0401991961425182, -0.0399672120289333, 5.101766013515181, 6.001693546664161, 6.013931758347082, 8.318727715975758]|132.2584686279296875|      0.10000000|[149, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0008245423578569, 0.0021746427335448, 5.090059629611991, 6.000544902893789, 5.948119460100852, 8.273213986733033]|128.2688140869140625|      1.00000000|[160, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.1006136652579649, 0.1643826155521483, 4.368678869746654, 6.24278230295187, 5.328435123841691, 8.247662681303334]| 84.8790206909179688|     10.00000000|[171, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-0.1006136652579649, 0.1643826155521483, 4.368678869746654, 6.24278230295187, 5.328435123841691, 8.247662681303334]| 84.8790206909179688|      1.00000000|[196, 78, 0, 39]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.3804226783053404, 0.4901455960271401, 4.019011870535406, 6.442641005645005, 4.578673879339118, 7.945614735387666]| 53.9786834716796875|     10.00000000|[207, 82, 0, 41]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[-0.3804226783053404, 0.4901455960271401, 4.019011870535406, 6.442641005645005, 4.578673879339118, 7.945614735387666]| 53.9786834716796875|      1.00000000|[232, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
