k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      2.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[1.8260236931418103, 0.1023387047183215, 0.3875934037719448, 2.330583674986622, -0.0784262764765066, 0.0242099257771539, 0.009997243814239, 0.0117191486696284, 0.0083400629886761, -0.0434839403800011, 0.0237604172695248, -0.0183939107544544, 0.0044528621489522, -0.0345117841244766, 0.0689338711261346, -0.1300508877606286, 0.0266708509931165, -0.0102773189577317, 0.0044208073060523, -0.0768900051149463, 0.0066466570445741, 0.079805013534035]| 12.2748765945434570|      4.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[1.8260236931418103, 0.1023387047183215, 0.3875934037719448, 2.330583674986622, -0.0784262764765066, 0.0242099257771539, 0.009997243814239, 0.0117191486696284, 0.0083400629886761, -0.0434839403800011, 0.0237604172695248, -0.0183939107544544, 0.0044528621489522, -0.0345117841244766, 0.0689338711261346, -0.1300508877606286, 0.0266708509931165, -0.0102773189577317, 0.0044208073060523, -0.0768900051149463, 0.0066466570445741, 0.079805013534035]| 12.2748765945434570|      2.00000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[1.8260236931418103, 0.1023387047183215, 0.3875934037719448, 2.330583674986622, -0.0784262764765066, 0.0242099257771539, 0.009997243814239, 0.0117191486696284, 0.0083400629886761, -0.0434839403800011, 0.0237604172695248, -0.0183939107544544, 0.0044528621489522, -0.0345117841244766, 0.0689338711261346, -0.1300508877606286, 0.0266708509931165, -0.0102773189577317, 0.0044208073060523, -0.0768900051149463, 0.0066466570445741, 0.079805013534035]| 12.2748765945434570|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       5|[1.8260236931418103, 0.1023387047183215, 0.3875934037719448, 2.330583674986622, -0.0784262764765066, 0.0242099257771539, 0.009997243814239, 0.0117191486696284, 0.0083400629886761, -0.0434839403800011, 0.0237604172695248, -0.0183939107544544, 0.0044528621489522, -0.0345117841244766, 0.0689338711261346, -0.1300508877606286, 0.0266708509931165, -0.0102773189577317, 0.0044208073060523, -0.0768900051149463, 0.0066466570445741, 0.079805013534035]| 12.2748765945434570|      0.50000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      1.00000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      0.50000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      0.25000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      0.12500000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      0.06250000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.5180607274164346, 0.075637750028266, 0.3165404887074015, 1.9446657422479137, -0.0880204832051665, 0.0238990196852332, 0.0202525761359744, 0.0132098612862082, 0.007323928003071, -0.0415018665604889, 0.0292872348694887, -0.0113829095932609, 0.006693041634112, -0.0426123663876719, 0.0680800018864858, -0.1311584325964102, 0.0266421598937888, -0.0168728132371077, 0.0093687670841215, -0.0815760796102511, 0.0108367128283618, 0.0804449848984865]| 12.1449098587036133|      0.03125000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      12|[1.497357702896958, 0.0727626877527796, 0.3125579846546835, 1.9217921463962369, -0.0878952543704069, 0.0242875262292685, 0.0201876631513684, 0.0132332310799486, 0.0073709056536626, -0.0414829217990063, 0.0290098643715373, -0.0111513943351627, 0.0067221703657051, -0.0427566601763148, 0.0682962607554563, -0.1314622136426659, 0.0265195640529089, -0.0169978482506974, 0.0095510077876166, -0.0818635243245103, 0.0107753380399797, 0.0803809420070068]| 12.1445903778076172|      0.06250000|[1005, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      13|[1.497357702896958, 0.0727626877527796, 0.3125579846546835, 1.9217921463962369, -0.0878952543704069, 0.0242875262292685, 0.0201876631513684, 0.0132332310799486, 0.0073709056536626, -0.0414829217990063, 0.0290098643715373, -0.0111513943351627, 0.0067221703657051, -0.0427566601763148, 0.0682962607554563, -0.1314622136426659, 0.0265195640529089, -0.0169978482506974, 0.0095510077876166, -0.0818635243245103, 0.0107753380399797, 0.0803809420070068]| 12.1445903778076172|      0.03125000|[1092, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
