k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.90000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.81000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.72900000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.65610000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.59049000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.53144100|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.47829690|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.43046721|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.38742049|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.34867844|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.31381060|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.28242954|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25418658|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.22876792|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20589113|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.18530202|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.16677182|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.15009464|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.13508517|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12157665|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10941899|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.09847709|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.08862938|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07976644|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07178980|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06461082|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05814974|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05233476|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04710129|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04239116|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03815204|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03433684|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03090315|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02781284|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02503156|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02252840|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02027556|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01824800|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01642320|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01478088|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01330279|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01197252|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01077526|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00969774|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00872796|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00785517|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00706965|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00636269|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00572642|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00515378|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00463840|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00417456|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00375710|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00338139|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2466324850656494, 0.3899573973456331, 0.4152364094109646, 0.389810395031682] |  0.0048918328247964|      0.00375710|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
