k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4980033113474904, 0.2140185818806627, -0.0027164695336919, 0.6175791367459821, 0.2542754042280811, 0.0677289815056797, -0.0413612198666759, -0.0871196806384704, -0.08830080084793, -0.0503449473178893, -0.0505958149821465, 0.2145202723585628, 0.136339809964868, -0.0304852676980941, -0.121747437645349, -0.0842058230172757, 0.0675124134634633, 0.3004720150609064, 0.1290094661191727, 0.0852545985181584, -0.1538938461429587, 0.0587847575409721]| 13.4524440765380859|      1.11111111|[46, 14, 0, 2]                                                             |  | trying linear partial model with 26 points | iterate success | actual_k=7
       2|[1.0894695054536254, 0.0620573913295389, -0.0725565914095649, 1.1946498283257072, -0.1553125808300511, -0.0367791212323959, 0.045095879695164, -0.1044746442687717, -0.4669342226831674, 0.0136672665667899, -0.1269212391861657, 0.1958207474543769, 0.2393551422189231, 0.1106000454005397, 0.0410583347931471, -0.178427010124511, 0.0399764847685607, 0.1022957637539925, -0.0624200993583855, 0.1264879013426581, -0.2054438458009215, 0.2504181499373637]| 12.5038862228393555|      1.23456790|[91, 28, 0, 4]                                                             |  | trying linear partial model with 26 points | iterate success | actual_k=7
       3|[1.0894695054536254, 0.0620573913295389, -0.0725565914095649, 1.1946498283257072, -0.1553125808300511, -0.0367791212323959, 0.045095879695164, -0.1044746442687717, -0.4669342226831674, 0.0136672665667899, -0.1269212391861657, 0.1958207474543769, 0.2393551422189231, 0.1106000454005397, 0.0410583347931471, -0.178427010124511, 0.0399764847685607, 0.1022957637539925, -0.0624200993583855, 0.1264879013426581, -0.2054438458009215, 0.2504181499373637]| 12.5038862228393555|      1.11111111|[136, 42, 0, 6]                                                            |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       4|[1.0894695054536254, 0.0620573913295389, -0.0725565914095649, 1.1946498283257072, -0.1553125808300511, -0.0367791212323959, 0.045095879695164, -0.1044746442687717, -0.4669342226831674, 0.0136672665667899, -0.1269212391861657, 0.1958207474543769, 0.2393551422189231, 0.1106000454005397, 0.0410583347931471, -0.178427010124511, 0.0399764847685607, 0.1022957637539925, -0.0624200993583855, 0.1264879013426581, -0.2054438458009215, 0.2504181499373637]| 12.5038862228393555|      1.00000000|[181, 56, 0, 8]                                                            |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       5|[1.0894695054536254, 0.0620573913295389, -0.0725565914095649, 1.1946498283257072, -0.1553125808300511, -0.0367791212323959, 0.045095879695164, -0.1044746442687717, -0.4669342226831674, 0.0136672665667899, -0.1269212391861657, 0.1958207474543769, 0.2393551422189231, 0.1106000454005397, 0.0410583347931471, -0.178427010124511, 0.0399764847685607, 0.1022957637539925, -0.0624200993583855, 0.1264879013426581, -0.2054438458009215, 0.2504181499373637]| 12.5038862228393555|      0.90000000|[227, 70, 0, 10]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       6|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      1.00000000|[271, 84, 0, 12]                                                           |  | trying linear partial model with 26 points | iterate success | actual_k=7
       7|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      0.90000000|[316, 98, 0, 14]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       8|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      0.81000000|[363, 112, 0, 16]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       9|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      0.72900000|[408, 126, 0, 18]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      10|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      0.65610000|[452, 140, 0, 20]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      11|[1.618089797223663, 0.0348098934343578, -0.0432079601965631, 1.7386970480639725, -0.3559675313561015, -0.1961646760322315, -0.0944166725605071, -0.1786497063073877, -0.3589459902749916, -0.0449988339337667, -0.2466888872271855, 0.2673708827450968, 0.2560436082025926, 0.0283829405778665, 0.0178806584523144, -0.2321768751544966, 0.0333777006463647, -0.0746385448185261, 0.0707691590135887, 0.0072712739443984, -0.1360123457240541, 0.4212522354041565]| 12.1523046493530273|      0.59049000|[497, 154, 0, 22]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
