k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.04000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.0238936829024772, 9.98995406663468, 1.0304659012697055]                      |  1.6430015563964844|      0.20000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.0238936829024772, 9.98995406663468, 1.0304659012697055]                      |  1.6430015563964844|      0.04000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.0589541581546092, 9.99021511631733, 1.0497193406548602]                      |  1.4100801944732666|      0.20000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0589541581546092, 9.99021511631733, 1.0497193406548602]                      |  1.4100801944732666|      0.04000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.0747163106405552, 9.99573628700307, 1.0860658841393338]                      |  1.2240918874740601|      0.20000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.0747163106405552, 9.99573628700307, 1.0860658841393338]                      |  1.2240918874740601|      0.04000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.1070614601691314, 9.997536237395861, 1.109529717597606]                      |  1.0293335914611816|      0.20000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.1070614601691314, 9.997536237395861, 1.109529717597606]                      |  1.0293335914611816|      0.04000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.1163668472761663, 10.015307839878604, 1.144135785215635]                     |  0.9040467143058777|      0.20000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.1163668472761663, 10.015307839878604, 1.144135785215635]                     |  0.9040467143058777|      0.04000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.1537237110020865, 10.003566211046095, 1.1359749712291105]                    |  0.8026759028434753|      0.20000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
