k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|     10.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.4279614337660663, -2.0076375256580614, -0.7103971036789168]                  |323.1333312988281250|     10.00000000|[39, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.4279614337660663, -2.0076375256580614, -0.7103971036789168]                  |323.1333312988281250|      1.00000000|[51, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.7314705732917585, -1.4212714145569696, -1.4614343770392715]                  | 45.9083557128906250|     10.00000000|[56, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.7314705732917585, -1.4212714145569696, -1.4614343770392715]                  | 45.9083557128906250|      1.00000000|[67, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.7314705732917585, -1.4212714145569696, -1.4614343770392715]                  | 45.9083557128906250|      0.10000000|[77, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.7123048114825336, -1.3242386080573518, -1.4761757486538731]                  | 33.2290725708007812|      1.00000000|[82, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.2980473808737461, -0.8945982402935095, -2.278547193542808]                   | 13.9497356414794922|     10.00000000|[91, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      12|[0.2980473808737461, -0.8945982402935095, -2.278547193542808]                   | 13.9497356414794922|      1.00000000|[102, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.2980473808737461, -0.8945982402935095, -2.278547193542808]                   | 13.9497356414794922|      0.10000000|[113, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2761558213237216, -0.9777071884364156, -2.329671183596867]                   | 12.6242694854736328|      1.00000000|[119, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.2761558213237216, -0.9777071884364156, -2.329671183596867]                   | 12.6242694854736328|      0.10000000|[129, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.1871032785871268, -0.9927350143784915, -2.286731585559605]                   |  5.9320807456970215|      1.00000000|[135, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.1871032785871268, -0.9927350143784915, -2.286731585559605]                   |  5.9320807456970215|      0.10000000|[146, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.1871032785871268, -0.9927350143784915, -2.286731585559605]                   |  5.9320807456970215|      0.01000000|[157, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1795339020749954, -0.9873308519015247, -2.283057409850669]                   |  5.6943001747131348|      0.10000000|[163, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.1622411541980163, -1.043680321099174, -2.2022756161592287]                   |  5.4393625259399414|      1.00000000|[170, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      21|[0.1622411541980163, -1.043680321099174, -2.2022756161592287]                   |  5.4393625259399414|      0.10000000|[181, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.2004088415404043, -0.9514188458403272, -2.1967035585505075]                  |  4.9758043289184570|      1.00000000|[191, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
      23|[0.2004088415404043, -0.9514188458403272, -2.1967035585505075]                  |  4.9758043289184570|      0.10000000|[201, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.2004088415404043, -0.9514188458403272, -2.1967035585505075]                  |  4.9758043289184570|      0.01000000|[211, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.194058311794547, -0.9590700689626857, -2.1956407525104096]                   |  4.8849534988403320|      0.10000000|[216, 83, 0, 83]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.194058311794547, -0.9590700689626857, -2.1956407525104096]                   |  4.8849534988403320|      0.01000000|[226, 87, 0, 87]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.1931657534063393, -0.9688693716277853, -2.1938583365091877]                  |  4.8325524330139160|      0.10000000|[232, 89, 0, 89]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.2179806452332878, -0.9300374787255328, -2.1051097858886574]                  |  4.7129311561584473|      1.00000000|[240, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      29|[0.2179806452332878, -0.9300374787255328, -2.1051097858886574]                  |  4.7129311561584473|      0.10000000|[251, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.2179806452332878, -0.9300374787255328, -2.1051097858886574]                  |  4.7129311561584473|      0.01000000|[262, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.2267684288738193, -0.9327156263651915, -2.109059771193364]                   |  4.6219377517700195|      0.10000000|[267, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
