k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|     10.00000000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       4|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      1.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.021991082810859, 0.5586584038424892, -8.72544442679657]                      |  5.8463420867919922|     10.00000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[2.021991082810859, 0.5586584038424892, -8.72544442679657]                      |  5.8463420867919922|      1.00000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.021991082810859, 0.5586584038424892, -8.72544442679657]                      |  5.8463420867919922|      0.10000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.9457884013490165, 0.5346820390550987, -8.785596611042921]                    |  5.4591169357299805|      1.00000000|[71, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.988826503381522, 0.6748775922482466, -9.039701181453053]                     |  3.2552032470703125|     10.00000000|[76, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.988826503381522, 0.6748775922482466, -9.039701181453053]                     |  3.2552032470703125|      1.00000000|[87, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.988826503381522, 0.6748775922482466, -9.039701181453053]                     |  3.2552032470703125|      0.10000000|[99, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.9953461006164555, 0.5916316817368581, -9.094724933006578]                    |  2.8772122859954834|      1.00000000|[104, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
