k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9515013654027005, 2.0080419330366532, -7.883093730584976]                    | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      0.12500000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.6368435451957057, 0.1625940416175478, -7.530066569231423]                    |  7.9876036643981934|      0.06250000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.5745576101082146, 0.1673025111168203, -7.5321979080715105]                   |  7.6654152870178223|      0.12500000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.5745576101082146, 0.1673025111168203, -7.5321979080715105]                   |  7.6654152870178223|      0.06250000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.5457233210519963, 0.1118516716362203, -7.532393293636948]                    |  7.4951024055480957|      0.12500000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[2.5457233210519963, 0.1118516716362203, -7.532393293636948]                    |  7.4951024055480957|      0.06250000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.4857197056758125, 0.1116443020038116, -7.514906923526987]                    |  7.1931157112121582|      0.12500000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[2.4857197056758125, 0.1116443020038116, -7.514906923526987]                    |  7.1931157112121582|      0.06250000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.4857197056758125, 0.1116443020038116, -7.514906923526987]                    |  7.1931157112121582|      0.03125000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
