k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0325119852782127, 9.907575131506864, 1.0200153565368129]                     |  1.6372137069702148|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.0325119852782127, 9.907575131506864, 1.0200153565368129]                     |  1.6372137069702148|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0747378042674332, 9.81798042827802, 1.0062396763712134]                      |  1.4869034290313721|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.0747378042674332, 9.81798042827802, 1.0062396763712134]                      |  1.4869034290313721|      0.10000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1725949470863497, 9.79738984217681, 1.006153866541172]                       |  1.0927677154541016|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.1725949470863497, 9.79738984217681, 1.006153866541172]                       |  1.0927677154541016|      0.10000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2381620963475525, 9.803122158270817, 1.0814405817700725]                     |  0.6841728091239929|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2381620963475525, 9.803122158270817, 1.0814405817700725]                     |  0.6841728091239929|      0.10000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2652749889748842, 9.741296755067403, 1.15521395482644]                       |  0.4682878255844116|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.2652749889748842, 9.741296755067403, 1.15521395482644]                       |  0.4682878255844116|      0.10000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.3330943556496272, 9.786160094407883, 1.2134188883549448]                     |  0.2640372812747955|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.3330943556496272, 9.786160094407883, 1.2134188883549448]                     |  0.2640372812747955|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.4150850425805471, 9.744440226694232, 1.2526232235049182]                     |  0.1387162804603577|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.4150850425805471, 9.744440226694232, 1.2526232235049182]                     |  0.1387162804603577|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.5056151926425841, 9.734516314219535, 1.2939246507313427]                     |  0.0798080861568451|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.5056151926425841, 9.734516314219535, 1.2939246507313427]                     |  0.0798080861568451|      0.10000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.5056151926425841, 9.734516314219535, 1.2939246507313427]                     |  0.0798080861568451|      0.01000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.5108413116093502, 9.739018847710511, 1.2866848390826988]                     |  0.0771692842245102|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.5108413116093502, 9.739018847710511, 1.2866848390826988]                     |  0.0771692842245102|      0.01000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.520815984360841, 9.738351371558212, 1.2864391175191778]                      |  0.0742325708270073|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.5700421184108695, 9.68668892300165, 1.2163835743007478]                      |  0.0566330067813396|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.5700421184108695, 9.68668892300165, 1.2163835743007478]                      |  0.0566330067813396|      0.10000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.649847105016429, 9.661679251111561, 1.1615594881265436]                      |  0.0361087471246719|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.649847105016429, 9.661679251111561, 1.1615594881265436]                      |  0.0361087471246719|      0.10000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.7418601241724228, 9.658563366511746, 1.1225223830986428]                     |  0.0180865265429020|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.7418601241724228, 9.658563366511746, 1.1225223830986428]                     |  0.0180865265429020|      0.10000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.7418601241724228, 9.658563366511746, 1.1225223830986428]                     |  0.0180865265429020|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.7487612582021922, 9.665738892711055, 1.123463750649712]                      |  0.0169639196246862|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.7487612582021922, 9.665738892711055, 1.123463750649712]                      |  0.0169639196246862|      0.01000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.7582726343111827, 9.663301452916008, 1.1253591692733524]                     |  0.0158297959715128|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.7582726343111827, 9.663301452916008, 1.1253591692733524]                     |  0.0158297959715128|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.7582726343111827, 9.663301452916008, 1.1253591692733524]                     |  0.0158297959715128|      0.00100000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.7585823443630189, 9.664228510209032, 1.1251478769184455]                     |  0.0157780610024929|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.7685585688066808, 9.663812959510626, 1.1256976618461538]                     |  0.0148542216047645|      0.10000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.7685585688066808, 9.663812959510626, 1.1256976618461538]                     |  0.0148542216047645|      0.01000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.7685585688066808, 9.663812959510626, 1.1256976618461538]                     |  0.0148542216047645|      0.00100000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.7682570228275569, 9.663839679083363, 1.1247445846788127]                     |  0.0148051995784044|      0.01000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.7682570228275569, 9.663839679083363, 1.1247445846788127]                     |  0.0148051995784044|      0.00100000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.7690397047488113, 9.663907231596193, 1.1241258394419407]                     |  0.0146908620372415|      0.01000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.7777789214572095, 9.65921328827461, 1.1253879754953966]                      |  0.0142074273899198|      0.10000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.7777789214572095, 9.65921328827461, 1.1253879754953966]                      |  0.0142074273899198|      0.01000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.7867165276718582, 9.663698106308177, 1.1253131265964207]                     |  0.0137105053290725|      0.10000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.7867165276718582, 9.663698106308177, 1.1253131265964207]                     |  0.0137105053290725|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.7892151472247413, 9.664299255535516, 1.1156489908390743]                     |  0.0124689964577556|      0.10000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
