k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[-0.6454019056533316, 3.3245246653743856, 4.197433754943457, 7.49852556103006, 4.663322336152108, 5.059483318894248]| 60.4763336181640625|     25.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[-0.6454019056533316, 3.3245246653743856, 4.197433754943457, 7.49852556103006, 4.663322336152108, 5.059483318894248]| 60.4763336181640625|      5.00000000|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.6454019056533316, 3.3245246653743856, 4.197433754943457, 7.49852556103006, 4.663322336152108, 5.059483318894248]| 60.4763336181640625|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[-0.6454019056533316, 3.3245246653743856, 4.197433754943457, 7.49852556103006, 4.663322336152108, 5.059483318894248]| 60.4763336181640625|      0.20000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[-0.7921013864314436, 3.314921873755553, 4.145121165343197, 7.487575639769458, 4.540088146065997, 5.078027194435231]| 52.7793312072753906|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[-0.7921013864314436, 3.314921873755553, 4.145121165343197, 7.487575639769458, 4.540088146065997, 5.078027194435231]| 52.7793312072753906|      0.20000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[-0.8698570789539691, 3.371118204057915, 4.056307979352175, 7.485770524214662, 4.38947938664518, 5.063128003901171]| 46.1577568054199219|      1.00000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[-0.8698570789539691, 3.371118204057915, 4.056307979352175, 7.485770524214662, 4.38947938664518, 5.063128003901171]| 46.1577568054199219|      0.20000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[-1.012396596075119, 3.325016740217739, 3.952187330900347, 7.434031217101033, 4.330321201931703, 5.039903341633636]| 40.2264060974121094|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[-1.012396596075119, 3.325016740217739, 3.952187330900347, 7.434031217101033, 4.330321201931703, 5.039903341633636]| 40.2264060974121094|      0.20000000|[148, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[-1.1188144721460356, 3.3806271698657997, 3.878838582048075, 7.46126908332572, 4.20373276807347, 5.098521972337238]| 34.3790817260742188|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-1.1188144721460356, 3.3806271698657997, 3.878838582048075, 7.46126908332572, 4.20373276807347, 5.098521972337238]| 34.3790817260742188|      0.20000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-1.2338329722157955, 3.473267089030237, 3.8605896740900714, 7.452364531125091, 4.073003660815955, 5.072326994898637]| 29.9980888366699219|      1.00000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[-1.2338329722157955, 3.473267089030237, 3.8605896740900714, 7.452364531125091, 4.073003660815955, 5.072326994898637]| 29.9980888366699219|      0.20000000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-1.2890208388766535, 3.5317299025802646, 3.8197416950261984, 7.442445908310331, 3.9223791128375884, 4.9770289997497]| 26.4172592163085938|      1.00000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-1.2890208388766535, 3.5317299025802646, 3.8197416950261984, 7.442445908310331, 3.9223791128375884, 4.9770289997497]| 26.4172592163085938|      0.20000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[-1.3739752975383415, 3.5499907987688433, 3.735012452627335, 7.512897867096938, 3.780137793286654, 4.96841716940167]| 21.8866062164306641|      1.00000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[-1.3739752975383415, 3.5499907987688433, 3.735012452627335, 7.512897867096938, 3.780137793286654, 4.96841716940167]| 21.8866062164306641|      0.20000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
