k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.6368434568986876, 0.1625939671964725, -7.530066732340867]                    |  7.9876027107238770|      2.00000000|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      4.00000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      2.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9149141915661927, -0.8297881556891912, -7.306153071818697]                   |  1.8556742668151855|      1.00000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0389716758146841, -0.3627162667226346, -7.185452783351229]                   |  1.0534361600875854|      2.00000000|[57, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[0.0389716758146841, -0.3627162667226346, -7.185452783351229]                   |  1.0534361600875854|      1.00000000|[68, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.0389716758146841, -0.3627162667226346, -7.185452783351229]                   |  1.0534361600875854|      0.50000000|[79, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.0389716758146841, -0.3627162667226346, -7.185452783351229]                   |  1.0534361600875854|      0.25000000|[91, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.0389716758146841, -0.3627162667226346, -7.185452783351229]                   |  1.0534361600875854|      0.12500000|[102, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.0062611371787335, -0.290243783788127, -7.089001967494371]                    |  1.0408084392547607|      0.25000000|[107, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.0062611371787335, -0.290243783788127, -7.089001967494371]                    |  1.0408084392547607|      0.12500000|[117, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.0656305585547574, -0.1805482476074015, -7.09719715800462]                    |  1.0245425701141357|      0.25000000|[122, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.0700874825745771, 0.0293663765973111, -7.093139590165221]                   |  1.0041651725769043|      0.50000000|[133, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | iterate success | actual_k=1
      16|[-0.0700874825745771, 0.0293663765973111, -7.093139590165221]                   |  1.0041651725769043|      0.25000000|[143, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
