k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.11111111|[23, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      1.00000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.90000000|[45, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.81000000|[55, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.72900000|[66, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.65610000|[77, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.59049000|[89, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.53144100|[100, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.47829690|[111, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.43046721|[121, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.38742049|[132, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.3097919598437597, 0.9809217535557497, -7.656775561387708]                    | 10.1099443435668945|      0.34867844|[143, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.38742049|[149, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.34867844|[161, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      17|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.31381060|[173, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.28242954|[183, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.25418658|[194, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      20|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.22876792|[205, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.20589113|[216, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[2.0657150777451383, 0.7321544139469821, -7.667635623982424]                    |  6.8745861053466797|      0.18530202|[226, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.002166304921437, 0.5592311242284138, -7.647737695737633]                     |  5.7680487632751465|      0.20589113|[231, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[2.002166304921437, 0.5592311242284138, -7.647737695737633]                     |  5.7680487632751465|      0.18530202|[241, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[2.002166304921437, 0.5592311242284138, -7.647737695737633]                     |  5.7680487632751465|      0.16677182|[253, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      26|[2.002166304921437, 0.5592311242284138, -7.647737695737633]                     |  5.7680487632751465|      0.15009464|[263, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[2.002166304921437, 0.5592311242284138, -7.647737695737633]                     |  5.7680487632751465|      0.13508517|[274, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.8973813863073699, 0.4743592640879946, -7.6396821498995635]                   |  5.0882210731506348|      0.15009464|[283, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | iterate success | actual_k=1
      29|[1.7991342587173724, 0.3771077823803357, -7.698146248036102]                    |  4.5056681632995605|      0.16677182|[291, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
