k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.0459692998204413, 1.0379229580971892, -7.659609940961767]                    |  9.6591482162475586|      5.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.0459692998204413, 1.0379229580971892, -7.659609940961767]                    |  9.6591482162475586|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.189214423887003, 0.081927966847535, -7.915645897688022]                      |  5.7997870445251465|      5.00000000|[39, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[2.189214423887003, 0.081927966847535, -7.915645897688022]                      |  5.7997870445251465|      1.00000000|[51, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.7279074619450387, -0.8051571556999648, -7.932255299205306]                   |  4.0095572471618652|      5.00000000|[56, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.7279074619450387, -0.8051571556999648, -7.932255299205306]                   |  4.0095572471618652|      1.00000000|[67, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|      5.00000000|[72, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|      1.00000000|[83, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.7600742510119441, -0.6291084327266783, -7.75251737066931]                    |  1.6312971115112305|      0.20000000|[95, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.6503168902965742, -0.7753226317335382, -7.671432663248129]                   |  1.4523251056671143|      1.00000000|[101, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.6503168902965742, -0.7753226317335382, -7.671432663248129]                   |  1.4523251056671143|      0.20000000|[112, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.452070103198781, -0.8010355598445208, -7.665345239050513]                    |  1.2288311719894409|      1.00000000|[121, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      15|[0.452070103198781, -0.8010355598445208, -7.665345239050513]                    |  1.2288311719894409|      0.20000000|[131, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2690872611992834, -0.8052841774747035, -7.584727444600284]                   |  1.0959786176681519|      1.00000000|[137, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.2690872611992834, -0.8052841774747035, -7.584727444600284]                   |  1.0959786176681519|      0.20000000|[148, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.1269600925610184, -0.9450074895752197, -7.56807619868498]                    |  1.0177865028381348|      1.00000000|[154, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.1269600925610184, -0.9450074895752197, -7.56807619868498]                    |  1.0177865028381348|      0.20000000|[166, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
