k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       2|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      1.00000000|[65, 10, 0, 5]                                                             |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      0.50000000|[103, 16, 0, 8]                                                            |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.46160595647297, -0.6323538099391425, -0.1286572882988527, 0.2640445832317299, 0.4920310977642225, 0.3604622454414058, -0.3565148895655785]|60620.2421875000000000|      0.25000000|[141, 22, 0, 11]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.468366637895995, -0.6217313554768792, -0.1232008601705799, 0.0624952725652659, 0.4923944650570414, 0.3532714423256981, -0.5036125432674966]|56341.6406250000000000|      0.50000000|[167, 26, 0, 13]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       6|[10.462374453881221, -0.6169913422963375, -0.1407547936610044, -0.4291690346426165, 0.4626777534067227, 0.3859159453887133, -0.5807549305202178]|50662.4804687500000000|      1.00000000|[193, 30, 0, 15]                                                           |  | trying quadratic partial model with 15 points | iterate success | actual_k=2
       7|[10.26504190043843, -0.6148828344665501, 0.1514184519744727, -1.005418095368176, -0.226224938178593, 0.1453951843553773, -0.4749717696075601]|42358.1445312500000000|      2.00000000|[231, 36, 0, 18]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
       8|[10.26504190043843, -0.6148828344665501, 0.1514184519744727, -1.005418095368176, -0.226224938178593, 0.1453951843553773, -0.4749717696075601]|42358.1445312500000000|      1.00000000|[270, 42, 0, 21]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 28 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.26504190043843, -0.6148828344665501, 0.1514184519744727, -1.005418095368176, -0.226224938178593, 0.1453951843553773, -0.4749717696075601]|42358.1445312500000000|      0.50000000|[309, 48, 0, 24]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.303365965324048, -0.6684303986949756, 0.2976096960053491, -0.9730318238800906, -0.5006371321288887, 0.2671760586174471, -0.1101285971635611]|14779.8066406250000000|      1.00000000|[348, 54, 0, 27]                                                           |  | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
