k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      2.00000000|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      1.00000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      0.50000000|[80, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.068675459450882, 0.0317051109199796, -0.3805656017341831, 0.0997880496853906, 0.9464698314026571, 0.0540411487340342, 0.0182110943960253, 0.3014776876484259, 0.2213137703422166]|16726.0722656250000000|      1.00000000|[107, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[-0.068675459450882, 0.0317051109199796, -0.3805656017341831, 0.0997880496853906, 0.9464698314026571, 0.0540411487340342, 0.0182110943960253, 0.3014776876484259, 0.2213137703422166]|16726.0722656250000000|      0.50000000|[135, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.068675459450882, 0.0317051109199796, -0.3805656017341831, 0.0997880496853906, 0.9464698314026571, 0.0540411487340342, 0.0182110943960253, 0.3014776876484259, 0.2213137703422166]|16726.0722656250000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.068675459450882, 0.0317051109199796, -0.3805656017341831, 0.0997880496853906, 0.9464698314026571, 0.0540411487340342, 0.0182110943960253, 0.3014776876484259, 0.2213137703422166]|16726.0722656250000000|      0.12500000|[188, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0402850084970921, 0.0250637282868906, -0.3963318303699805, -0.0047503878066818, 0.9481636412978709, -0.0033822743813314, 0.0285164651634132, 0.3140917186404247, 0.2270043321697805]|210.6513519287109375|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.0402850084970921, 0.0250637282868906, -0.3963318303699805, -0.0047503878066818, 0.9481636412978709, -0.0033822743813314, 0.0285164651634132, 0.3140917186404247, 0.2270043321697805]|210.6513519287109375|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0402850084970921, 0.0250637282868906, -0.3963318303699805, -0.0047503878066818, 0.9481636412978709, -0.0033822743813314, 0.0285164651634132, 0.3140917186404247, 0.2270043321697805]|210.6513519287109375|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.0402850084970921, 0.0250637282868906, -0.3963318303699805, -0.0047503878066818, 0.9481636412978709, -0.0033822743813314, 0.0285164651634132, 0.3140917186404247, 0.2270043321697805]|210.6513519287109375|      0.03125000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[-0.0402850084970921, 0.0250637282868906, -0.3963318303699805, -0.0047503878066818, 0.9481636412978709, -0.0033822743813314, 0.0285164651634132, 0.3140917186404247, 0.2270043321697805]|210.6513519287109375|      0.01562500|[323, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.0404257871930072, 0.0243915964999826, -0.3965338310883595, 0.0069124009884929, 0.9488396088454845, 0.006375133318857, 0.0305861523537878, 0.316777148806988, 0.2263346150279105]| 64.3123321533203125|      0.03125000|[349, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[-0.0404257871930072, 0.0243915964999826, -0.3965338310883595, 0.0069124009884929, 0.9488396088454845, 0.006375133318857, 0.0305861523537878, 0.316777148806988, 0.2263346150279105]| 64.3123321533203125|      0.01562500|[376, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[-0.0404257871930072, 0.0243915964999826, -0.3965338310883595, 0.0069124009884929, 0.9488396088454845, 0.006375133318857, 0.0305861523537878, 0.316777148806988, 0.2263346150279105]| 64.3123321533203125|      0.00781250|[403, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[-0.0412190000251857, 0.0244731924692981, -0.3958022281309157, 0.0001540612833028, 0.9517430862976629, 0.0067319402144706, 0.032551665399169, 0.3165344617180445, 0.2250272198077113]| 32.4172210693359375|      0.01562500|[429, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[-0.0412190000251857, 0.0244731924692981, -0.3958022281309157, 0.0001540612833028, 0.9517430862976629, 0.0067319402144706, 0.032551665399169, 0.3165344617180445, 0.2250272198077113]| 32.4172210693359375|      0.00781250|[457, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[-0.0412190000251857, 0.0244731924692981, -0.3958022281309157, 0.0001540612833028, 0.9517430862976629, 0.0067319402144706, 0.032551665399169, 0.3165344617180445, 0.2250272198077113]| 32.4172210693359375|      0.00390625|[484, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[-0.0418005726992482, 0.0244054279031572, -0.39483571524369, 0.0028784307024658, 0.9531401506063967, 0.0082337416822176, 0.0318905670597775, 0.3166276965186102, 0.2264080508198082]| 28.3389072418212891|      0.00781250|[511, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[-0.0418005726992482, 0.0244054279031572, -0.39483571524369, 0.0028784307024658, 0.9531401506063967, 0.0082337416822176, 0.0318905670597775, 0.3166276965186102, 0.2264080508198082]| 28.3389072418212891|      0.00390625|[537, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[-0.0418005726992482, 0.0244054279031572, -0.39483571524369, 0.0028784307024658, 0.9531401506063967, 0.0082337416822176, 0.0318905670597775, 0.3166276965186102, 0.2264080508198082]| 28.3389072418212891|      0.00195312|[564, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[-0.0418078447006244, 0.0239872975303782, -0.3945306820111796, 0.0014221352146748, 0.9533096383135214, 0.0071427632701081, 0.032047294318407, 0.3163104829846988, 0.2266940957743791]| 26.7922668457031250|      0.00390625|[590, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      23|[-0.0404433554474888, 0.0241889346525504, -0.3960521621085739, 0.0019567653516174, 0.9556477914457167, 0.0082972935358262, 0.0332301195304703, 0.3168531932122762, 0.2251900813249864]| 23.7077980041503906|      0.00781250|[616, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[-0.0404433554474888, 0.0241889346525504, -0.3960521621085739, 0.0019567653516174, 0.9556477914457167, 0.0082972935358262, 0.0332301195304703, 0.3168531932122762, 0.2251900813249864]| 23.7077980041503906|      0.00390625|[642, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[-0.0404433554474888, 0.0241889346525504, -0.3960521621085739, 0.0019567653516174, 0.9556477914457167, 0.0082972935358262, 0.0332301195304703, 0.3168531932122762, 0.2251900813249864]| 23.7077980041503906|      0.00195312|[669, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[-0.0411728447397408, 0.0241251103966891, -0.3957807612216998, 0.0007494009917111, 0.9567684644809051, 0.0083115288052158, 0.0327856838192065, 0.3173508849769032, 0.2254039763337945]| 23.2698097229003906|      0.00390625|[695, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[-0.0426385210529683, 0.0248040024409358, -0.3968077250239676, 0.0014089320182246, 0.9591551483783761, 0.009282631792543, 0.0311161007446091, 0.3168520296846755, 0.2241856223255148]| 20.8103504180908203|      0.00781250|[721, 108, 0, 54]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      28|[-0.0426385210529683, 0.0248040024409358, -0.3968077250239676, 0.0014089320182246, 0.9591551483783761, 0.009282631792543, 0.0311161007446091, 0.3168520296846755, 0.2241856223255148]| 20.8103504180908203|      0.00390625|[747, 112, 0, 56]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[-0.0426385210529683, 0.0248040024409358, -0.3968077250239676, 0.0014089320182246, 0.9591551483783761, 0.009282631792543, 0.0311161007446091, 0.3168520296846755, 0.2241856223255148]| 20.8103504180908203|      0.00195312|[774, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[-0.0421029691217527, 0.0251543722210525, -0.3964270001705461, 0.0007683534845883, 0.9604900665682223, 0.0084938584625784, 0.031208272672067, 0.3162487517037008, 0.2244562146643251]| 19.7395915985107422|      0.00390625|[801, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[-0.0421029691217527, 0.0251543722210525, -0.3964270001705461, 0.0007683534845883, 0.9604900665682223, 0.0084938584625784, 0.031208272672067, 0.3162487517037008, 0.2244562146643251]| 19.7395915985107422|      0.00195312|[827, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[-0.0419867432757341, 0.0248435015154358, -0.395943680244959, 0.0017213742966681, 0.9618198401020056, 0.0088731187214107, 0.03097986348061, 0.3155469858075258, 0.2247816670835028]| 18.2444286346435547|      0.00390625|[853, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      33|[-0.0419867432757341, 0.0248435015154358, -0.395943680244959, 0.0017213742966681, 0.9618198401020056, 0.0088731187214107, 0.03097986348061, 0.3155469858075258, 0.2247816670835028]| 18.2444286346435547|      0.00195312|[879, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[-0.0419867432757341, 0.0248435015154358, -0.395943680244959, 0.0017213742966681, 0.9618198401020056, 0.0088731187214107, 0.03097986348061, 0.3155469858075258, 0.2247816670835028]| 18.2444286346435547|      0.00097656|[905, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[-0.0419867432757341, 0.0248435015154358, -0.395943680244959, 0.0017213742966681, 0.9618198401020056, 0.0088731187214107, 0.03097986348061, 0.3155469858075258, 0.2247816670835028]| 18.2444286346435547|      0.00048828|[931, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
