k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4429958475849949, 0.1694902925356973]                                        |  0.4477658867835999|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.4429958475849949, 0.1694902925356973]                                        |  0.4477658867835999|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.4429958475849949, 0.1694902925356973]                                        |  0.4477658867835999|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.4429958475849949, 0.1694902925356973]                                        |  0.4477658867835999|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.4429958475849949, 0.1694902925356973]                                        |  0.4477658867835999|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.3548307427463017, 0.0808792645042934]                                        |  0.2127916216850281|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.3548307427463017, 0.0808792645042934]                                        |  0.2127916216850281|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.273858395677647, -0.0143492974411299]                                        |  0.0731727108359337|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.273858395677647, -0.0143492974411299]                                        |  0.0731727108359337|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.273858395677647, -0.0143492974411299]                                        |  0.0731727108359337|      0.06250000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.2286006270892383, -0.0574536404055928]                                       |  0.0351396873593330|      0.12500000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.2286006270892383, -0.0574536404055928]                                       |  0.0351396873593330|      0.06250000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.2286006270892383, -0.0574536404055928]                                       |  0.0351396873593330|      0.03125000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2032826750656123, -0.0757720411362618]                                       |  0.0232916064560413|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
