k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.90000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.81000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.72900000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.65610000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.59049000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.53144100|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.47829690|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.43046721|[45, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.38742049|[50, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.34867844|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.31381060|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.28242954|[67, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25418658|[73, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.22876792|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20589113|[83, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.18530202|[89, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.16677182|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.15009464|[101, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.4190270471234404, 9.503577791740975, 1.725628398568757]                      |  0.6188111901283264|      0.16677182|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.4190270471234404, 9.503577791740975, 1.725628398568757]                      |  0.6188111901283264|      0.15009464|[112, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.4190270471234404, 9.503577791740975, 1.725628398568757]                      |  0.6188111901283264|      0.13508517|[118, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.15009464|[123, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.13508517|[128, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.13508517|[131, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
      24|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.12157665|[136, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.10941899|[141, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.2205107749705878, 9.664597168646026, 1.448193581582413]                      |  0.2679963111877441|      0.09847709|[147, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.4012833208488786, 9.761154349395607, 1.5046285392863863]                     |  0.2095646858215332|      0.10941899|[152, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.4012833208488786, 9.761154349395607, 1.5046285392863863]                     |  0.2095646858215332|      0.09847709|[157, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.4012833208488786, 9.761154349395607, 1.5046285392863863]                     |  0.2095646858215332|      0.08862938|[162, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.09847709|[167, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.08862938|[173, 63, 0, 63]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.08862938|[176, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
      31|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.08862938|[179, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
      32|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.07976644|[185, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.07178980|[191, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.06461082|[196, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.06461082|[199, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
      34|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.06461082|[202, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
      35|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.05814974|[207, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.4659203972639118, 9.654892482924664, 1.4000416788008556]                     |  0.1303083151578903|      0.05814974|[210, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
