k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.516989313266965, 0.1440081484221055]                                         |  1.5468921661376953|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[1.516989313266965, 0.1440081484221055]                                         |  1.5468921661376953|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[2.021837397487513, -0.7192000604469037]                                        |  0.0795721411705017|      2.00000000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       4|[2.021837397487513, -0.7192000604469037]                                        |  0.0795721411705017|      1.00000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[2.021837397487513, -0.7192000604469037]                                        |  0.0795721411705017|      0.50000000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[2.021837397487513, -0.7192000604469037]                                        |  0.0795721411705017|      0.25000000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[2.0054774206422947, -0.9686641884445457]                                       |  0.0010400864994153|      0.50000000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[2.0054774206422947, -0.9686641884445457]                                       |  0.0010400864994153|      0.25000000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[2.0054774206422947, -0.9686641884445457]                                       |  0.0010400864994153|      0.12500000|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[2.0054774206422947, -0.9686641884445457]                                       |  0.0010400864994153|      0.06250000|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[2.0054774206422947, -0.9686641884445457]                                       |  0.0010400864994153|      0.03125000|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.06250000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      13|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.03125000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.01562500|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.00781250|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.00390625|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[1.9987739893326517, -0.9991867458190028]                                       |  0.0000036651429127|      0.00195312|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[2.000634933858613, -0.9997796899453083]                                        |  0.0000008546409163|      0.00390625|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      19|[2.000634933858613, -0.9997796899453083]                                        |  0.0000008546409163|      0.00195312|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[2.000634933858613, -0.9997796899453083]                                        |  0.0000008546409163|      0.00097656|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.9996655398088876, -0.9998977979160955]                                       |  0.0000002341496383|      0.00195312|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      22|[1.9996655398088876, -0.9998977979160955]                                       |  0.0000002341496383|      0.00097656|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.9996655398088876, -0.9998977979160955]                                       |  0.0000002341496383|      0.00048828|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[2.000150305642912, -0.9999562843697783]                                        |  0.0000000470926551|      0.00097656|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      25|[2.000150305642912, -0.9999562843697783]                                        |  0.0000000470926551|      0.00048828|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      26|[2.000150305642912, -0.9999562843697783]                                        |  0.0000000470926551|      0.00024414|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.999913094275492, -1.0000140373951718]                                        |  0.0000000153024704|      0.00048828|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[1.999913094275492, -1.0000140373951718]                                        |  0.0000000153024704|      0.00024414|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.999913094275492, -1.0000140373951718]                                        |  0.0000000153024704|      0.00012207|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[2.0000350662529636, -1.0000091386294634]                                       |  0.0000000025428213|      0.00024414|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      31|[2.0000350662529636, -1.0000091386294634]                                       |  0.0000000025428213|      0.00012207|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      32|[2.0000350662529636, -1.0000091386294634]                                       |  0.0000000025428213|      0.00006104|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.9999745058205076, -1.0000015409772458]                                       |  0.0000000013022829|      0.00012207|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      34|[1.9999745058205076, -1.0000015409772458]                                       |  0.0000000013022829|      0.00006104|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
