k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.90000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.81000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       3|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.72900000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       4|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.65610000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.59049000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       6|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.53144100|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.47829690|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.43046721|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.38742049|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.34867844|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[1.0423357485652218, 0.9852018041805427, 0.9800341884104389, 0.9233579450447352, 0.8971059269135219, 0.9381305631394432, 0.8959859874257293, 0.9324958381085234, 0.9682296215615493, 0.9341185640013449, 0.9521391287688502, 0.7718175966638812, 1.0757948000354263, 0.9927794043799686, 1.0059054075145213, 1.0030956614355284, 0.9651254964453748, 0.9241963915396142, 1.0137544357016568, 0.9292659983206969, 1.0759165846806988, 0.9941091431985656]|  1.4428130388259888|      0.38742049|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[1.0423357485652218, 0.9852018041805427, 0.9800341884104389, 0.9233579450447352, 0.8971059269135219, 0.9381305631394432, 0.8959859874257293, 0.9324958381085234, 0.9682296215615493, 0.9341185640013449, 0.9521391287688502, 0.7718175966638812, 1.0757948000354263, 0.9927794043799686, 1.0059054075145213, 1.0030956614355284, 0.9651254964453748, 0.9241963915396142, 1.0137544357016568, 0.9292659983206969, 1.0759165846806988, 0.9941091431985656]|  1.4428130388259888|      0.34867844|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      13|[1.0423357485652218, 0.9852018041805427, 0.9800341884104389, 0.9233579450447352, 0.8971059269135219, 0.9381305631394432, 0.8959859874257293, 0.9324958381085234, 0.9682296215615493, 0.9341185640013449, 0.9521391287688502, 0.7718175966638812, 1.0757948000354263, 0.9927794043799686, 1.0059054075145213, 1.0030956614355284, 0.9651254964453748, 0.9241963915396142, 1.0137544357016568, 0.9292659983206969, 1.0759165846806988, 0.9941091431985656]|  1.4428130388259888|      0.31381060|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[0.9838940649276913, 0.9976144198385235, 0.8707050232648172, 0.9440767722323736, 0.9015001171376578, 0.8661170382860459, 0.9721962402475871, 0.9296309812079596, 0.8715742211142432, 0.8967577160109517, 0.8733148311983132, 0.6140508404729441, 1.0994880390323374, 1.0895700618674387, 1.0113513775156442, 0.9294409579153031, 0.977957179643327, 0.9772775435814869, 0.9386380166685356, 0.8730923221553022, 1.1256468816439043, 0.9891625409792278]|  1.3938307762145996|      0.34867844|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[0.9838940649276913, 0.9976144198385235, 0.8707050232648172, 0.9440767722323736, 0.9015001171376578, 0.8661170382860459, 0.9721962402475871, 0.9296309812079596, 0.8715742211142432, 0.8967577160109517, 0.8733148311983132, 0.6140508404729441, 1.0994880390323374, 1.0895700618674387, 1.0113513775156442, 0.9294409579153031, 0.977957179643327, 0.9772775435814869, 0.9386380166685356, 0.8730923221553022, 1.1256468816439043, 0.9891625409792278]|  1.3938307762145996|      0.31381060|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[0.9481053401942465, 0.9631648223208956, 0.8143361006795831, 0.8565056089439764, 0.9063671473295765, 0.8848325631189955, 0.9332726310069938, 0.8259768197946431, 0.925864331242458, 0.8602251116004075, 0.9248080504946671, 0.4582836895555543, 1.107338913739487, 1.062712298795075, 0.9854625700916195, 0.984529161686491, 1.0509142403299228, 0.9680302414570514, 1.0288027296196023, 0.9942860745032243, 1.0722252909026477, 1.06509339140573]|  1.3419126272201538|      0.34867844|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[0.8294829803165569, 0.8693379574080471, 0.7545517996803405, 0.890795579075769, 0.8165039276911358, 0.8011905136812202, 0.8526887858585545, 0.7211845399862773, 0.8994195401593055, 0.7923060951902978, 0.8651967933021353, 0.3129061457250952, 1.0253245611632658, 0.9642995277040363, 0.9540581906402774, 0.8966541353105717, 1.043996636376065, 0.9329198204858855, 1.0027306029227807, 0.9318167220848743, 1.0906576984165939, 1.0741882900248296]|  1.2648403644561768|      0.38742049|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[0.6649802882305031, 0.7900497498667917, 0.7781639022670643, 0.882499595485891, 0.7785130273589551, 0.6962438694773221, 0.8146049501547623, 0.5300718606682241, 0.7528285628720188, 0.8308689152178961, 0.8943078643474893, 0.1699049958757778, 1.0104087376437418, 0.8960683439364218, 0.9604310981441809, 0.8741973981656223, 1.0369790771348666, 0.8494157377415316, 1.0564465212114256, 0.9224298904962807, 1.0177199851445793, 1.0481556392493316]|  1.1894450187683105|      0.43046721|[474, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[0.6649802882305031, 0.7900497498667917, 0.7781639022670643, 0.882499595485891, 0.7785130273589551, 0.6962438694773221, 0.8146049501547623, 0.5300718606682241, 0.7528285628720188, 0.8308689152178961, 0.8943078643474893, 0.1699049958757778, 1.0104087376437418, 0.8960683439364218, 0.9604310981441809, 0.8741973981656223, 1.0369790771348666, 0.8494157377415316, 1.0564465212114256, 0.9224298904962807, 1.0177199851445793, 1.0481556392493316]|  1.1894450187683105|      0.38742049|[500, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      20|[0.6649802882305031, 0.7900497498667917, 0.7781639022670643, 0.882499595485891, 0.7785130273589551, 0.6962438694773221, 0.8146049501547623, 0.5300718606682241, 0.7528285628720188, 0.8308689152178961, 0.8943078643474893, 0.1699049958757778, 1.0104087376437418, 0.8960683439364218, 0.9604310981441809, 0.8741973981656223, 1.0369790771348666, 0.8494157377415316, 1.0564465212114256, 0.9224298904962807, 1.0177199851445793, 1.0481556392493316]|  1.1894450187683105|      0.34867844|[526, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
