k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.20000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.04000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.6102885259411119, 0.5832938186242662, -1.8443356224030611, 0.0142654742571711, -0.0156329740578672, 0.0012220279550603, -0.0335705861202186, -0.1120671489894644, 1.1224409615052817, 0.0044018519303028, 0.0002703348330829, 399.74949251133364, 0.0160937381199384, -0.0237072919361299, -0.0092147533976822, -0.0071429894913301, -0.1176394408706633, 0.7207801425209451, -0.0008016379094752, -0.0040733926405018, 402.01334711243555, 0.0228889581171229, -0.0227181259560213, 0.0011669569276413, -0.0228296535881795, -0.1097194766481283, 0.918281078193929, -0.0087954405419439, 0.0029047890676513, 400.4041048866583, 0.0314919281226657, -1.2184805310552178, 0.0093257418823104, -1.4088469709775349, -0.1016106717726355, 0.4479421916066814, 0.0008297336465883, -0.0040902823309077, 407.03352395568555, 0.0301648945189156, -1.2285433123512532, 0.0090550603759591, -1.0517773173997917, -0.1198910135661854, 0.344028316400546, -0.0009306116698829, -0.0006670252127773, 405.918845342135, 0.0269721686831668, -1.2403938181584218, 0.0147836100767813, -0.8579701888753523, -0.1203602360776322, 0.278066911958601, -0.0023791110857255, -0.0020013593468753, 404.7397178286776]|109155.8750000000000000|      0.20000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-0.5979645429946235, 0.6454398450609826, -1.8293189441735023, -0.0159789032900837, -0.0364269324878988, 0.0153244171846598, -0.0361325670004322, -0.1307749948817159, 1.1135908353513753, 0.0149289708732602, -0.009192135331494, 399.72406310114235, -0.0015016402201458, 0.0035097851220004, -0.0065337617151173, 0.0165385376789949, -0.1117476876552126, 0.6986018957664979, 0.0008421828647338, 0.0106896574253311, 402.02777252314814, 0.0152829927883105, 0.0093972057904951, 0.0115184798538272, 0.0022969672977722, -0.1155429380143547, 0.8980235823716202, 0.0245114423360633, -0.0097220483992222, 400.40128153259934, 0.0913041968651098, -1.1801950600915814, -0.0207948411639328, -1.4379154471619786, -0.02028775899749, 0.4691411435127586, -0.0209642663597681, 0.0010772617660921, 407.0232735103595, 0.0581451192227315, -1.2312394364344177, -0.0313209352081461, -1.0367837394553774, -0.0801211516359063, 0.3507664194910331, 0.0306195173175606, -0.0014150101598739, 405.9266044305015, 0.082106143496641, -1.2409448661896334, -0.0341407772344611, -0.8714231181162665, -0.1052892553132239, 0.2945447669497077, 0.0023058791446151, -0.0158357147157268, 404.7134495356124]|44466.4843750000000000|      1.00000000|[466, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[-0.5979645429946235, 0.6454398450609826, -1.8293189441735023, -0.0159789032900837, -0.0364269324878988, 0.0153244171846598, -0.0361325670004322, -0.1307749948817159, 1.1135908353513753, 0.0149289708732602, -0.009192135331494, 399.72406310114235, -0.0015016402201458, 0.0035097851220004, -0.0065337617151173, 0.0165385376789949, -0.1117476876552126, 0.6986018957664979, 0.0008421828647338, 0.0106896574253311, 402.02777252314814, 0.0152829927883105, 0.0093972057904951, 0.0115184798538272, 0.0022969672977722, -0.1155429380143547, 0.8980235823716202, 0.0245114423360633, -0.0097220483992222, 400.40128153259934, 0.0913041968651098, -1.1801950600915814, -0.0207948411639328, -1.4379154471619786, -0.02028775899749, 0.4691411435127586, -0.0209642663597681, 0.0010772617660921, 407.0232735103595, 0.0581451192227315, -1.2312394364344177, -0.0313209352081461, -1.0367837394553774, -0.0801211516359063, 0.3507664194910331, 0.0306195173175606, -0.0014150101598739, 405.9266044305015, 0.082106143496641, -1.2409448661896334, -0.0341407772344611, -0.8714231181162665, -0.1052892553132239, 0.2945447669497077, 0.0023058791446151, -0.0158357147157268, 404.7134495356124]|44466.4843750000000000|      0.20000000|[583, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.5979645429946235, 0.6454398450609826, -1.8293189441735023, -0.0159789032900837, -0.0364269324878988, 0.0153244171846598, -0.0361325670004322, -0.1307749948817159, 1.1135908353513753, 0.0149289708732602, -0.009192135331494, 399.72406310114235, -0.0015016402201458, 0.0035097851220004, -0.0065337617151173, 0.0165385376789949, -0.1117476876552126, 0.6986018957664979, 0.0008421828647338, 0.0106896574253311, 402.02777252314814, 0.0152829927883105, 0.0093972057904951, 0.0115184798538272, 0.0022969672977722, -0.1155429380143547, 0.8980235823716202, 0.0245114423360633, -0.0097220483992222, 400.40128153259934, 0.0913041968651098, -1.1801950600915814, -0.0207948411639328, -1.4379154471619786, -0.02028775899749, 0.4691411435127586, -0.0209642663597681, 0.0010772617660921, 407.0232735103595, 0.0581451192227315, -1.2312394364344177, -0.0313209352081461, -1.0367837394553774, -0.0801211516359063, 0.3507664194910331, 0.0306195173175606, -0.0014150101598739, 405.9266044305015, 0.082106143496641, -1.2409448661896334, -0.0341407772344611, -0.8714231181162665, -0.1052892553132239, 0.2945447669497077, 0.0023058791446151, -0.0158357147157268, 404.7134495356124]|44466.4843750000000000|      0.04000000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.5945768781214956, 0.6549271737263929, -1.836040028264585, -0.0136235483274429, -0.0333537731129127, 0.0190537892517001, -0.0411315361861105, -0.1294993474961635, 1.1131070679700465, 0.0188429964668438, -0.012048420420347, 399.72113303330394, -0.0021755700943899, 0.0082021601187591, -0.0060409819050395, 0.0170923288773905, -0.1158547499869457, 0.6922463027716089, -0.0006955942876069, 0.0139909009829239, 402.03754403663805, 0.007381517378757, 0.012294280948422, 0.0127395744050357, 0.001329598864693, -0.1254794112906852, 0.9012957441319515, 0.0217735778273062, -0.0211380740359159, 400.4087458299337, 0.0957307695138902, -1.1886176041390883, -0.0314613695597081, -1.4295068658175651, -0.0190614547875825, 0.4732159360937276, -0.0221856960507593, 0.0024655640862658, 407.0319502008844, 0.0645217718313781, -1.2278728599965711, -0.0349821949680547, -1.0390733146724118, -0.0698942499385951, 0.3464234490687561, 0.0322445137217285, -0.0036064229061099, 405.92856252921905, 0.0894309911614676, -1.243432582066982, -0.0423157242823742, -0.8746370136868897, -0.0981214935740255, 0.2955021607631469, 0.0006853065853033, -0.0161086813430283, 404.7190241437157]|34491.2578125000000000|      0.20000000|[815, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-0.5945768781214956, 0.6549271737263929, -1.836040028264585, -0.0136235483274429, -0.0333537731129127, 0.0190537892517001, -0.0411315361861105, -0.1294993474961635, 1.1131070679700465, 0.0188429964668438, -0.012048420420347, 399.72113303330394, -0.0021755700943899, 0.0082021601187591, -0.0060409819050395, 0.0170923288773905, -0.1158547499869457, 0.6922463027716089, -0.0006955942876069, 0.0139909009829239, 402.03754403663805, 0.007381517378757, 0.012294280948422, 0.0127395744050357, 0.001329598864693, -0.1254794112906852, 0.9012957441319515, 0.0217735778273062, -0.0211380740359159, 400.4087458299337, 0.0957307695138902, -1.1886176041390883, -0.0314613695597081, -1.4295068658175651, -0.0190614547875825, 0.4732159360937276, -0.0221856960507593, 0.0024655640862658, 407.0319502008844, 0.0645217718313781, -1.2278728599965711, -0.0349821949680547, -1.0390733146724118, -0.0698942499385951, 0.3464234490687561, 0.0322445137217285, -0.0036064229061099, 405.92856252921905, 0.0894309911614676, -1.243432582066982, -0.0423157242823742, -0.8746370136868897, -0.0981214935740255, 0.2955021607631469, 0.0006853065853033, -0.0161086813430283, 404.7190241437157]|34491.2578125000000000|      0.04000000|[931, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.5874394596336411, 0.6645206516188301, -1.8401035162014399, -0.0168896979602773, -0.0299132045495543, 0.0230947729683093, -0.0506242196732156, -0.1281341322840747, 1.1186760405021998, 0.0130666584211528, -0.0054366129796377, 399.7237704309876, -0.0072846206238842, 0.0012061439495916, -0.0034085609841108, 0.0192232616535992, -0.1194568590750968, 0.6865240029574387, -0.0036448704409024, 0.0214409235000505, 402.04306367480945, 0.0013792491444482, 0.0077666961183507, 0.0111662960030417, 0.0075787852724663, -0.130371736897636, 0.8970231006307471, 0.0173147935741691, -0.0198307083126769, 400.4092393563655, 0.0951963155807768, -1.1909444195197394, -0.0383819259617123, -1.4217582793834103, -0.0109648761998862, 0.4795552650786684, -0.0163290538344491, 0.0107219957231788, 407.02925121577175, 0.0746058505332757, -1.22746802191708, -0.0341724398455544, -1.044934912420842, -0.0633263074877713, 0.3542821641140468, 0.0334943398165299, 0.0012596284354581, 405.92143279959777, 0.0987257690815387, -1.2400618185474754, -0.0440049769184364, -0.8787615703273571, -0.0926314847349616, 0.2963369214005327, 0.0006468522337621, -0.0142368538947447, 404.71642844926345]|25561.4062500000000000|      0.20000000|[1047, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-0.5874394596336411, 0.6645206516188301, -1.8401035162014399, -0.0168896979602773, -0.0299132045495543, 0.0230947729683093, -0.0506242196732156, -0.1281341322840747, 1.1186760405021998, 0.0130666584211528, -0.0054366129796377, 399.7237704309876, -0.0072846206238842, 0.0012061439495916, -0.0034085609841108, 0.0192232616535992, -0.1194568590750968, 0.6865240029574387, -0.0036448704409024, 0.0214409235000505, 402.04306367480945, 0.0013792491444482, 0.0077666961183507, 0.0111662960030417, 0.0075787852724663, -0.130371736897636, 0.8970231006307471, 0.0173147935741691, -0.0198307083126769, 400.4092393563655, 0.0951963155807768, -1.1909444195197394, -0.0383819259617123, -1.4217582793834103, -0.0109648761998862, 0.4795552650786684, -0.0163290538344491, 0.0107219957231788, 407.02925121577175, 0.0746058505332757, -1.22746802191708, -0.0341724398455544, -1.044934912420842, -0.0633263074877713, 0.3542821641140468, 0.0334943398165299, 0.0012596284354581, 405.92143279959777, 0.0987257690815387, -1.2400618185474754, -0.0440049769184364, -0.8787615703273571, -0.0926314847349616, 0.2963369214005327, 0.0006468522337621, -0.0142368538947447, 404.71642844926345]|25561.4062500000000000|      0.04000000|[1163, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
