k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|     10.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[16.208746899964574, 33.57605680037282, 44.8065132402526, 40.83302865018355]    |245.4838714599609375|    100.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[16.208746899964574, 33.57605680037282, 44.8065132402526, 40.83302865018355]    |245.4838714599609375|     10.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[7.318548855113827, 29.798269615772647, 47.252938599361585, 41.67428109357443]  | 34.2464637756347656|    100.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[7.318548855113827, 29.798269615772647, 47.252938599361585, 41.67428109357443]  | 34.2464637756347656|     10.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-1.1295879702865186, 25.382318630133078, 48.814319243709114, 44.26087181404035]|  1.3796722888946533|    100.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[-1.1295879702865186, 25.382318630133078, 48.814319243709114, 44.26087181404035]|  1.3796722888946533|     10.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-1.1295879702865186, 25.382318630133078, 48.814319243709114, 44.26087181404035]|  1.3796722888946533|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[-0.1299655910758422, 25.356164892848884, 48.82129093643866, 44.256130874498346]|  0.2254157662391663|     10.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[-0.1299655910758422, 25.356164892848884, 48.82129093643866, 44.256130874498346]|  0.2254157662391663|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[-0.1299655910758422, 25.356164892848884, 48.82129093643866, 44.256130874498346]|  0.2254157662391663|      0.10000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
