k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      0.01000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.5063213339554367, 10.130343601170802, 1.4402948302072136]                    |  0.1527734845876694|      0.10000000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.5272544521974425, 10.133549154579152, 1.344505863545778]                     |  0.0837210938334465|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.5272544521974425, 10.133549154579152, 1.344505863545778]                     |  0.0837210938334465|      0.10000000|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.502363499839719, 10.129618801842524, 1.2976142715434382]                     |  0.0740841925144196|      1.00000000|[45, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.502363499839719, 10.129618801842524, 1.2976142715434382]                     |  0.0740841925144196|      0.10000000|[50, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.5280983503815787, 10.11991947864583, 1.262068763085054]                      |  0.0638575926423073|      1.00000000|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.5280983503815787, 10.11991947864583, 1.262068763085054]                      |  0.0638575926423073|      0.10000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.5280983503815787, 10.11991947864583, 1.262068763085054]                      |  0.0638575926423073|      0.01000000|[67, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.5317863912186629, 10.123421129094298, 1.259449034389515]                     |  0.0625331103801727|      0.10000000|[73, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.5317863912186629, 10.123421129094298, 1.259449034389515]                     |  0.0625331103801727|      0.01000000|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.5355290337672094, 10.123468994385453, 1.259599753711888]                     |  0.0612465776503086|      0.10000000|[83, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.5355290337672094, 10.123468994385453, 1.259599753711888]                     |  0.0612465776503086|      0.01000000|[89, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.5394551414395694, 10.124174412282661, 1.2604294246470087]                    |  0.0599649399518967|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.5851670019100832, 10.122978087548208, 1.2774470305814434]                    |  0.0534982793033123|      1.00000000|[101, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
