k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.834122502999486, 10.04237052364065, 9.014764294843483]                       |33362150.0000000000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[10.678243212338293, 10.845246533445945, 7.389079718751157]                     |5466341.0000000000000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[10.678243212338293, 10.845246533445945, 7.389079718751157]                     |5466341.0000000000000000|      2.00000000|[29, 0, 0, 7]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.226881538206724, 10.783562384022687, 5.441653801075448]                     |1682645.5000000000000000|      4.00000000|[37, 0, 0, 9]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[10.226881538206724, 10.783562384022687, 5.441653801075448]                     |1682645.5000000000000000|      2.00000000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[9.419870583522579, 9.36760609665312, 4.28242944346456]                         |910481.1875000000000000|      4.00000000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[6.698780280389974, 6.74121215621935, 2.979462662671402]                        |149123.3281250000000000|      8.00000000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[6.698780280389974, 6.74121215621935, 2.979462662671402]                        |149123.3281250000000000|      4.00000000|[77, 0, 0, 19]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[4.64589291315254, 3.3082522198030655, 3.000427690638326]                       |9269.5244140625000000|      8.00000000|[85, 0, 0, 21]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[4.64589291315254, 3.3082522198030655, 3.000427690638326]                       |9269.5244140625000000|      4.00000000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[7.661827059622004, 0.695269077063557, 2.7239130980420856]                      |1525.9481201171875000|      8.00000000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      12|[7.661827059622004, 0.695269077063557, 2.7239130980420856]                      |1525.9481201171875000|      4.00000000|[117, 0, 0, 29]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[7.661827059622004, 0.695269077063557, 2.7239130980420856]                      |1525.9481201171875000|      2.00000000|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
