k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|     10.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      1.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       3|[1.2117510716200608, 0.1292717552578925, 0.2612410389742983, 1.5626398339768164, -0.0010068527715385, -0.0030101906049807, -0.0173669200513664, 0.022786259074884, -0.0175547336497463, -0.01268382115576, 0.0022621722162257, -0.0297769507893752, -0.0228214462932067, 0.0039191053325894, 0.0004969243577155, 0.0026677981285609, 0.0122942350216939, 0.0077969291955902, 0.0052867203417906, 0.0043045614501284, -0.0065355363990979, 0.0082875617305362]| 12.2455873489379883|     10.00000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       4|[1.2117510716200608, 0.1292717552578925, 0.2612410389742983, 1.5626398339768164, -0.0010068527715385, -0.0030101906049807, -0.0173669200513664, 0.022786259074884, -0.0175547336497463, -0.01268382115576, 0.0022621722162257, -0.0297769507893752, -0.0228214462932067, 0.0039191053325894, 0.0004969243577155, 0.0026677981285609, 0.0122942350216939, 0.0077969291955902, 0.0052867203417906, 0.0043045614501284, -0.0065355363990979, 0.0082875617305362]| 12.2455873489379883|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       5|[1.2117510716200608, 0.1292717552578925, 0.2612410389742983, 1.5626398339768164, -0.0010068527715385, -0.0030101906049807, -0.0173669200513664, 0.022786259074884, -0.0175547336497463, -0.01268382115576, 0.0022621722162257, -0.0297769507893752, -0.0228214462932067, 0.0039191053325894, 0.0004969243577155, 0.0026677981285609, 0.0122942350216939, 0.0077969291955902, 0.0052867203417906, 0.0043045614501284, -0.0065355363990979, 0.0082875617305362]| 12.2455873489379883|      0.10000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[1.2723507916958137, 0.1343529798940825, 0.2746605863106521, 1.640875629018953, -0.001436255461305, -0.0030226175578217, -0.0169079630636429, 0.0228535308325088, -0.0175986749043195, -0.0125934855529182, 0.0025111311927453, -0.0294631196019953, -0.0227220965039605, 0.003556845008466, 0.0004595992180101, 0.0026182232602612, 0.0122926061975555, 0.007501511002515, 0.0055080930136993, 0.0040952556683875, -0.006348067786084, 0.0083149247222945]| 12.2066736221313477|      1.00000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[1.2723507916958137, 0.1343529798940825, 0.2746605863106521, 1.640875629018953, -0.001436255461305, -0.0030226175578217, -0.0169079630636429, 0.0228535308325088, -0.0175986749043195, -0.0125934855529182, 0.0025111311927453, -0.0294631196019953, -0.0227220965039605, 0.003556845008466, 0.0004595992180101, 0.0026182232602612, 0.0122926061975555, 0.007501511002515, 0.0055080930136993, 0.0040952556683875, -0.006348067786084, 0.0083149247222945]| 12.2066736221313477|      0.10000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[1.3329781088227837, 0.1385609508997456, 0.2902498193462187, 1.718533876233565, -0.0011762033674211, -0.003962456590789, -0.0202010237146939, 0.0233596938050068, -0.0169987316700426, -0.0133978400890136, 0.004040075135499, -0.0311439240736206, -0.0230362400361616, 0.0039279754339017, -0.0018296348381436, 0.0012919586359001, 0.010639198565243, 0.0081415964146297, 0.0059008371225872, 0.0058188164866147, -0.0066890753109986, 0.0073391536462424]| 12.1772298812866211|      1.00000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[1.3329781088227837, 0.1385609508997456, 0.2902498193462187, 1.718533876233565, -0.0011762033674211, -0.003962456590789, -0.0202010237146939, 0.0233596938050068, -0.0169987316700426, -0.0133978400890136, 0.004040075135499, -0.0311439240736206, -0.0230362400361616, 0.0039279754339017, -0.0018296348381436, 0.0012919586359001, 0.010639198565243, 0.0081415964146297, 0.0059008371225872, 0.0058188164866147, -0.0066890753109986, 0.0073391536462424]| 12.1772298812866211|      0.10000000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[1.392902154357275, 0.1433413951236593, 0.3049517258576364, 1.7970036241681369, -0.0007681959166985, -0.0044806812381925, -0.0203152444435756, 0.0241340117925508, -0.017777914936003, -0.0131529339776339, 0.0054744175905135, -0.0310228316210623, -0.0232231427584413, 0.0040962111857397, -0.000306021373224, 0.0016288096648632, 0.0101798149364503, 0.0084359592191589, 0.0066711948419246, 0.004752240035464, -0.0087576370337663, 0.0074664555756521]| 12.1571569442749023|      1.00000000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      11|[1.392902154357275, 0.1433413951236593, 0.3049517258576364, 1.7970036241681369, -0.0007681959166985, -0.0044806812381925, -0.0203152444435756, 0.0241340117925508, -0.017777914936003, -0.0131529339776339, 0.0054744175905135, -0.0310228316210623, -0.0232231427584413, 0.0040962111857397, -0.000306021373224, 0.0016288096648632, 0.0101798149364503, 0.0084359592191589, 0.0066711948419246, 0.004752240035464, -0.0087576370337663, 0.0074664555756521]| 12.1571569442749023|      0.10000000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
