k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.058775216178577, 9.976329116130763, 1.0773638366422624]                      |  1.3182405233383179|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.058775216178577, 9.976329116130763, 1.0773638366422624]                      |  1.3182405233383179|      0.10000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.1303791783175695, 10.018850262512085, 1.132724695707272]                     |  0.8860869407653809|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.1303791783175695, 10.018850262512085, 1.132724695707272]                     |  0.8860869407653809|      0.10000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.1303791783175695, 10.018850262512085, 1.132724695707272]                     |  0.8860869407653809|      0.01000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.1366744462937043, 10.020730920386011, 1.1402634440828243]                    |  0.8465090990066528|      0.10000000|[59, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.2014458208447527, 10.021205172926424, 1.2164503466533825]                    |  0.5079957842826843|      1.00000000|[67, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
       9|[0.2014458208447527, 10.021205172926424, 1.2164503466533825]                    |  0.5079957842826843|      0.10000000|[77, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2014458208447527, 10.021205172926424, 1.2164503466533825]                    |  0.5079957842826843|      0.01000000|[88, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.2096776592341791, 10.02150399775707, 1.2221202267624285]                     |  0.4797445237636566|      0.10000000|[94, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.2096776592341791, 10.02150399775707, 1.2221202267624285]                     |  0.4797445237636566|      0.01000000|[104, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.2194722944160729, 10.023444545171222, 1.2226673989355512]                    |  0.4572087228298187|      0.10000000|[109, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.2194722944160729, 10.023444545171222, 1.2226673989355512]                    |  0.4572087228298187|      0.01000000|[120, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.2278331509845507, 10.02812448759232, 1.2255299531056134]                     |  0.4349280297756195|      0.10000000|[125, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.2278331509845507, 10.02812448759232, 1.2255299531056134]                     |  0.4349280297756195|      0.01000000|[136, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.2347554844453453, 10.031959855397826, 1.2316431562965806]                    |  0.4116261303424835|      0.10000000|[142, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.2347554844453453, 10.031959855397826, 1.2316431562965806]                    |  0.4116261303424835|      0.01000000|[154, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.2445832959125198, 10.031304975348084, 1.233370945023863]                     |  0.3896643817424774|      0.10000000|[160, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.2445832959125198, 10.031304975348084, 1.233370945023863]                     |  0.3896643817424774|      0.01000000|[171, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.2465894610120717, 10.0299696280677, 1.243076209019969]                       |  0.3727200627326965|      0.10000000|[176, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.2465894610120717, 10.0299696280677, 1.243076209019969]                       |  0.3727200627326965|      0.01000000|[187, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2562863978400921, 10.032382207072486, 1.2434620570458217]                    |  0.3542183041572571|      0.10000000|[192, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.2562863978400921, 10.032382207072486, 1.2434620570458217]                    |  0.3542183041572571|      0.01000000|[203, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2627346266539673, 10.031984290475178, 1.251095012406984]                     |  0.3333332240581512|      0.10000000|[208, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.2627346266539673, 10.031984290475178, 1.251095012406984]                     |  0.3333332240581512|      0.01000000|[219, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.2673955121066851, 10.038495865366277, 1.2570846316965756]                    |  0.3183445036411285|      0.10000000|[225, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.2673955121066851, 10.038495865366277, 1.2570846316965756]                    |  0.3183445036411285|      0.01000000|[235, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2675905177085143, 10.044596572691587, 1.2650057012547968]                    |  0.3091990947723389|      0.10000000|[240, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.2675905177085143, 10.044596572691587, 1.2650057012547968]                    |  0.3091990947723389|      0.01000000|[250, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2757632720212491, 10.046199692426988, 1.2705406894262061]                    |  0.2902162373065948|      0.10000000|[256, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.2757632720212491, 10.046199692426988, 1.2705406894262061]                    |  0.2902162373065948|      0.01000000|[267, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2847399635756354, 10.049658452807588, 1.2732712544532656]                    |  0.2736998796463013|      0.10000000|[272, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.2847399635756354, 10.049658452807588, 1.2732712544532656]                    |  0.2736998796463013|      0.01000000|[283, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
