k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      0.10000000|[32, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      0.01000000|[42, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.089457538421353, 10.005733424737201, 1.0605838486360981]                     |  1.2446103096008301|      0.10000000|[47, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.1657073160424122, 10.005012957519163, 1.1252789206255995]                    |  0.7915719747543335|      1.00000000|[55, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
       7|[0.1657073160424122, 10.005012957519163, 1.1252789206255995]                    |  0.7915719747543335|      0.10000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2454853171754332, 9.996162267718786, 1.1849206495180216]                     |  0.4618047475814819|      1.00000000|[73, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       9|[0.2454853171754332, 9.996162267718786, 1.1849206495180216]                     |  0.4618047475814819|      0.10000000|[84, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.3232048948164057, 9.99153394276516, 1.2476760943768743]                      |  0.2427703142166138|      1.00000000|[96, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
      11|[0.3232048948164057, 9.99153394276516, 1.2476760943768743]                      |  0.2427703142166138|      0.10000000|[107, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.3232048948164057, 9.99153394276516, 1.2476760943768743]                      |  0.2427703142166138|      0.01000000|[118, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.3317297324350987, 9.996055403505572, 1.2502997438099812]                     |  0.2288174182176590|      0.10000000|[123, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
