k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.12500000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.06250000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.03125000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.01562500|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.1, 0.01, 0.02]                                                               |14794.7901547973069682|      0.00781250|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.0948965011641961, 0.0044114338861837, 0.0180616025499263]                    |2485.8576660156250000|      0.01562500|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.0948965011641961, 0.0044114338861837, 0.0180616025499263]                    |2485.8576660156250000|      0.00781250|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.0948965011641961, 0.0044114338861837, 0.0180616025499263]                    |2485.8576660156250000|      0.00390625|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.0948965011641961, 0.0044114338861837, 0.0180616025499263]                    |2485.8576660156250000|      0.00195312|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.0944382886153108, 0.0036456783329917, 0.0163242606266352]                    |667.5515747070312500|      0.00390625|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0944382886153108, 0.0036456783329917, 0.0163242606266352]                    |667.5515747070312500|      0.00195312|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00390625|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00195312|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00097656|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00048828|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00024414|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[0.0958293029549958, 0.0039263399139586, 0.0149822451835852]                    |558.7030029296875000|      0.00012207|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[0.095858227738246, 0.0039962070903705, 0.0150780736541356]                     |551.7657470703125000|      0.00024414|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[0.095858227738246, 0.0039962070903705, 0.0150780736541356]                     |551.7657470703125000|      0.00012207|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[0.095858227738246, 0.0039962070903705, 0.0150780736541356]                     |551.7657470703125000|      0.00006104|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[0.095858227738246, 0.0039962070903705, 0.0150780736541356]                     |551.7657470703125000|      0.00003052|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[0.095858227738246, 0.0039962070903705, 0.0150780736541356]                     |551.7657470703125000|      0.00001526|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[0.0958537847432296, 0.0039971439790193, 0.0150635061327748]                    |551.6987915039062500|      0.00003052|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[0.0958537847432296, 0.0039971439790193, 0.0150635061327748]                    |551.6987915039062500|      0.00001526|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[0.0958537847432296, 0.0039971439790193, 0.0150635061327748]                    |551.6987915039062500|      0.00000763|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[0.0958537847432296, 0.0039971439790193, 0.0150635061327748]                    |551.6987915039062500|      0.00000381|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[0.0958540545435387, 0.0039965753503969, 0.0150597437153987]                    |551.6928100585937500|      0.00000763|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[0.0958540545435387, 0.0039965753503969, 0.0150597437153987]                    |551.6928100585937500|      0.00000381|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[0.0958572781819102, 0.0039966813942725, 0.0150617805820057]                    |551.6912231445312500|      0.00000763|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[0.0958608025064279, 0.0039985093709832, 0.0150552655763455]                    |551.6806030273437500|      0.00001526|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      33|[0.0958608025064279, 0.0039985093709832, 0.0150552655763455]                    |551.6806030273437500|      0.00000763|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      34|[0.0958608025064279, 0.0039985093709832, 0.0150552655763455]                    |551.6806030273437500|      0.00000381|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[0.0958626289143046, 0.0040015428639188, 0.0150566847557233]                    |551.6792602539062500|      0.00000763|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[0.0958626289143046, 0.0040015428639188, 0.0150566847557233]                    |551.6792602539062500|      0.00000381|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      37|[0.0958626289143046, 0.0040015428639188, 0.0150566847557233]                    |551.6792602539062500|      0.00000191|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      38|[0.0958623317221664, 0.0040002238145523, 0.0150553394808781]                    |551.6766967773437500|      0.00000381|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      39|[0.0958623317221664, 0.0040002238145523, 0.0150553394808781]                    |551.6766967773437500|      0.00000191|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      40|[0.0958638394555104, 0.0040007241731572, 0.015054283848254]                     |551.6738281250000000|      0.00000381|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      41|[0.0958673290571264, 0.0040010126649496, 0.0150557975748726]                    |551.6717529296875000|      0.00000763|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[0.0958692991054562, 0.0040010083884899, 0.0150484269200711]                    |551.6688232421875000|      0.00001526|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      43|[0.0958692991054562, 0.0040010083884899, 0.0150484269200711]                    |551.6688232421875000|      0.00000763|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      44|[0.0958692991054562, 0.0040010083884899, 0.0150484269200711]                    |551.6688232421875000|      0.00000381|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      45|[0.0958701762755092, 0.0040044886939935, 0.0150497191899842]                    |551.6619262695312500|      0.00000763|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[0.0958774273563154, 0.0040039621805483, 0.0150474056922754]                    |551.6526489257812500|      0.00001526|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      47|[0.0958774273563154, 0.0040039621805483, 0.0150474056922754]                    |551.6526489257812500|      0.00000763|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      48|[0.0958849104734005, 0.0040051538816367, 0.015048294775016]                     |551.6438598632812500|      0.00001526|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      49|[0.0958849104734005, 0.0040051538816367, 0.015048294775016]                     |551.6438598632812500|      0.00000763|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      50|[0.0958922563490284, 0.0040048136984873, 0.0150462625231622]                    |551.6343994140625000|      0.00001526|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      51|[0.0958922563490284, 0.0040048136984873, 0.0150462625231622]                    |551.6343994140625000|      0.00000763|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      52|[0.0958922563490284, 0.0040048136984873, 0.0150462625231622]                    |551.6343994140625000|      0.00000381|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      53|[0.0958949723657317, 0.0040074694836456, 0.0150466117704796]                    |551.6323852539062500|      0.00000763|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[0.0958949723657317, 0.0040074694836456, 0.0150466117704796]                    |551.6323852539062500|      0.00000381|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      55|[0.0958957826312952, 0.0040057754068022, 0.0150432913053626]                    |551.6296386718750000|      0.00000763|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[0.0958984819544933, 0.0040092500757357, 0.0150370584897077]                    |551.6248779296875000|      0.00001526|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      57|[0.0958984819544933, 0.0040092500757357, 0.0150370584897077]                    |551.6248779296875000|      0.00000763|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      58|[0.0959060852170659, 0.0040087660942499, 0.0150374632378846]                    |551.6163940429687500|      0.00001526|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[0.0959060852170659, 0.0040087660942499, 0.0150374632378846]                    |551.6163940429687500|      0.00000763|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      60|[0.0959060852170659, 0.0040087660942499, 0.0150374632378846]                    |551.6163940429687500|      0.00000381|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      61|[0.0959060852170659, 0.0040087660942499, 0.0150374632378846]                    |551.6163940429687500|      0.00000191|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      62|[0.0959060659491743, 0.0040104960618176, 0.0150382662445908]                    |551.6137695312500000|      0.00000381|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      63|[0.0959096253100299, 0.0040098424663635, 0.0150370597295639]                    |551.6105346679687500|      0.00000763|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[0.0959167291255582, 0.0040075667262011, 0.0150386611266311]                    |551.6052246093750000|      0.00001526|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      65|[0.0959167291255582, 0.0040075667262011, 0.0150386611266311]                    |551.6052246093750000|      0.00000763|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      66|[0.0959223439967044, 0.0040101491794214, 0.015043134583716]                     |551.6000976562500000|      0.00001526|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[0.0959223439967044, 0.0040101491794214, 0.015043134583716]                     |551.6000976562500000|      0.00000763|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      68|[0.0959223439967044, 0.0040101491794214, 0.015043134583716]                     |551.6000976562500000|      0.00000381|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      69|[0.09592252434399, 0.0040064287983049, 0.0150439580850413]                      |551.5975341796875000|      0.00000763|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      70|[0.09592252434399, 0.0040064287983049, 0.0150439580850413]                      |551.5975341796875000|      0.00000381|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      71|[0.0959255694041783, 0.0040081748145584, 0.0150424644482314]                    |551.5928955078125000|      0.00000763|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
