k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      2.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[-0.1760429137339602, 0.5218004279435773, 4.864476935239026, 5.5176034657252835, 5.948468416809163, 7.83073157401627]|120.0081024169921875|      2.00000000|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[-0.1760429137339602, 0.5218004279435773, 4.864476935239026, 5.5176034657252835, 5.948468416809163, 7.83073157401627]|120.0081024169921875|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[-0.6810985728064267, 0.564000349878575, 4.262495629343769, 5.754002734431652, 5.531478250739734, 8.21930723246219]| 74.0076904296875000|      2.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[-0.6810985728064267, 0.564000349878575, 4.262495629343769, 5.754002734431652, 5.531478250739734, 8.21930723246219]| 74.0076904296875000|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[-0.6810985728064267, 0.564000349878575, 4.262495629343769, 5.754002734431652, 5.531478250739734, 8.21930723246219]| 74.0076904296875000|      0.50000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[-0.8585198786273369, 0.7188380430957649, 3.9864999953459965, 5.723389267877546, 5.189962538547234, 8.190966219683169]| 57.6489334106445312|      1.00000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[-0.8585198786273369, 0.7188380430957649, 3.9864999953459965, 5.723389267877546, 5.189962538547234, 8.190966219683169]| 57.6489334106445312|      0.50000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[-1.1212254315307575, 0.6013049626137333, 3.6114937661771727, 5.609941572737357, 5.084412257011941, 8.140658624969339]| 48.5252685546875000|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[-1.1212254315307575, 0.6013049626137333, 3.6114937661771727, 5.609941572737357, 5.084412257011941, 8.140658624969339]| 48.5252685546875000|      0.50000000|[148, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[-1.1507504096380772, 0.8105289501467019, 3.282280235869738, 5.660372097804629, 4.777124861344372, 8.13885064920494]| 36.9729995727539062|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-1.1507504096380772, 0.8105289501467019, 3.282280235869738, 5.660372097804629, 4.777124861344372, 8.13885064920494]| 36.9729995727539062|      0.50000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-1.1507504096380772, 0.8105289501467019, 3.282280235869738, 5.660372097804629, 4.777124861344372, 8.13885064920494]| 36.9729995727539062|      0.25000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[-1.3200503245644184, 0.9142900236352364, 3.173387286182554, 5.644643025557808, 4.742517993190142, 8.237686193953149]| 34.1042823791503906|      0.50000000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[-1.3200503245644184, 0.9142900236352364, 3.173387286182554, 5.644643025557808, 4.742517993190142, 8.237686193953149]| 34.1042823791503906|      0.25000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[-1.3472097904566187, 1.0679980868773782, 3.0390714424076313, 5.641940289338746, 4.603071729560842, 8.263041343224817]| 29.4471092224121094|      0.50000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[-1.3472097904566187, 1.0679980868773782, 3.0390714424076313, 5.641940289338746, 4.603071729560842, 8.263041343224817]| 29.4471092224121094|      0.25000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[-1.339717348842032, 1.1869343193022397, 2.8679728081815923, 5.5631243539099815, 4.491683350490869, 8.24294232255543]| 25.4454212188720703|      0.50000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[-1.339717348842032, 1.1869343193022397, 2.8679728081815923, 5.5631243539099815, 4.491683350490869, 8.24294232255543]| 25.4454212188720703|      0.25000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[-1.3873752776060033, 1.2544169901025348, 2.715063570425197, 5.442230760593928, 4.3823030293272955, 8.167349595301868]| 22.4838943481445312|      0.50000000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[-1.3873752776060033, 1.2544169901025348, 2.715063570425197, 5.442230760593928, 4.3823030293272955, 8.167349595301868]| 22.4838943481445312|      0.25000000|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[-1.3873752776060033, 1.2544169901025348, 2.715063570425197, 5.442230760593928, 4.3823030293272955, 8.167349595301868]| 22.4838943481445312|      0.12500000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[-1.3646417579450711, 1.3319181972465384, 2.65304861649645, 5.4277348373274314, 4.3112793465821335, 8.168532879811215]| 20.7130947113037109|      0.25000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[-1.3476239550422133, 1.4919058538196928, 2.621691478693949, 5.499299466967787, 4.140123150891657, 8.133674100448951]| 18.0627555847167969|      0.50000000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[-1.3476239550422133, 1.4919058538196928, 2.621691478693949, 5.499299466967787, 4.140123150891657, 8.133674100448951]| 18.0627555847167969|      0.25000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[-1.3476239550422133, 1.4919058538196928, 2.621691478693949, 5.499299466967787, 4.140123150891657, 8.133674100448951]| 18.0627555847167969|      0.12500000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
