k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.23456790|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.11111111|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.11111111|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       4|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      1.00000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.90000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.90000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[1.5772980774648409, 0.9428661794880953]                                        |  2.2794456481933594|      0.81000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.27947736504558, 0.1896047220550955]                                          |  0.5568201541900635|      0.90000000|[50, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.27947736504558, 0.1896047220550955]                                          |  0.5568201541900635|      0.90000000|[53, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       7|[1.27947736504558, 0.1896047220550955]                                          |  0.5568201541900635|      0.90000000|[56, 19, 0, 19]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
