k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 5.0]                                                                      |149.7192190771219771|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.7623190741333099, 4.922490145922257]                                         | 39.9957389831542969|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.7623190741333099, 4.922490145922257]                                         | 39.9957389831542969|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.5556395285809238, 4.781836082880128]                                         |  1.4633728265762329|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.5556395285809238, 4.781836082880128]                                         |  1.4633728265762329|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.5556395285809238, 4.781836082880128]                                         |  1.4633728265762329|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.5556395285809238, 4.781836082880128]                                         |  1.4633728265762329|      0.06250000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.5556395285809238, 4.781836082880128]                                         |  1.4633728265762329|      0.03125000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.5252365681479401, 4.774609569411627]                                         |  0.4947855472564697|      0.06250000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.5252365681479401, 4.774609569411627]                                         |  0.4947855472564697|      0.03125000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.5252365681479401, 4.774609569411627]                                         |  0.4947855472564697|      0.01562500|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.5103111829189636, 4.769986421050753]                                         |  0.3279958367347717|      0.03125000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.5103111829189636, 4.769986421050753]                                         |  0.3279958367347717|      0.01562500|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.5103111829189636, 4.769986421050753]                                         |  0.3279958367347717|      0.00781250|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.5103111829189636, 4.769986421050753]                                         |  0.3279958367347717|      0.00390625|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.5067073329197352, 4.768479419310355]                                         |  0.3187204301357269|      0.00781250|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.5067073329197352, 4.768479419310355]                                         |  0.3187204301357269|      0.00390625|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.5067073329197352, 4.768479419310355]                                         |  0.3187204301357269|      0.00195312|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.5067073329197352, 4.768479419310355]                                         |  0.3187204301357269|      0.00097656|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.5065337266904855, 4.7675184119255904]                                        |  0.3179485201835632|      0.00195312|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.5056148007054384, 4.765794964131304]                                         |  0.3172931373119354|      0.00390625|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.5067359183287099, 4.762053054947841]                                         |  0.3146048486232758|      0.00781250|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.5067359183287099, 4.762053054947841]                                         |  0.3146048486232758|      0.00390625|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.5067359183287099, 4.762053054947841]                                         |  0.3146048486232758|      0.00195312|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.508303225490663, 4.760887617036275]                                          |  0.3135780692100525|      0.00390625|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.508303225490663, 4.760887617036275]                                          |  0.3135780692100525|      0.00195312|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.508303225490663, 4.760887617036275]                                          |  0.3135780692100525|      0.00097656|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.5078028158642619, 4.7600490083538665]                                        |  0.3129907548427582|      0.00195312|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.5078028158642619, 4.7600490083538665]                                        |  0.3129907548427582|      0.00097656|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.5078028158642619, 4.7600490083538665]                                        |  0.3129907548427582|      0.00048828|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.5079751417002571, 4.759592146902932]                                         |  0.3126739561557770|      0.00097656|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.5079527934832064, 4.758615840151137]                                         |  0.3120990097522736|      0.00195312|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.5090481160379886, 4.756998754573126]                                         |  0.3109550178050995|      0.00390625|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
