k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      4.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      2.00000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      0.50000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      1.00000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.50000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.25000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.25000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       9|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.12500000|[54, 19, 0, 19]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.06250000|[59, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4396283258305078, 0.2520602837305748]                                        |  0.2050124257802963|      0.12500000|[64, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.4396283258305078, 0.2520602837305748]                                        |  0.2050124257802963|      0.12500000|[67, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      12|[1.4396283258305078, 0.2520602837305748]                                        |  0.2050124257802963|      0.06250000|[72, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.4396283258305078, 0.2520602837305748]                                        |  0.2050124257802963|      0.03125000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4396283258305078, 0.2520602837305748]                                        |  0.2050124257802963|      0.03125000|[81, 29, 0, 29]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.06250000|[86, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[92, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[95, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[98, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[101, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[104, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[107, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[110, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.4677257431156914, 0.238381919723784]                                         |  0.1967133879661560|      0.03125000|[113, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
