k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[13, 0, 0, 3]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.1276332727623176, 9.84763565465958, 1.4587971817186585]                      |  0.3886093497276306|      1.00000000|[21, 0, 0, 5]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[0.1276332727623176, 9.84763565465958, 1.4587971817186585]                      |  0.3886093497276306|      0.50000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.1276332727623176, 9.84763565465958, 1.4587971817186585]                      |  0.3886093497276306|      0.25000000|[45, 0, 0, 11]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.1276332727623176, 9.84763565465958, 1.4587971817186585]                      |  0.3886093497276306|      0.12500000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.2169516920570251, 9.888659740981739, 1.5360257018140668]                     |  0.2736689448356628|      0.25000000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[0.4212813310190103, 9.845775207741832, 1.3985109191524943]                     |  0.1295906007289886|      0.50000000|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[0.4212813310190103, 9.845775207741832, 1.3985109191524943]                     |  0.1295906007289886|      0.25000000|[85, 0, 0, 21]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.5390872892412912, 10.040454695836832, 1.2949655034046355]                    |  0.0660810247063637|      0.50000000|[93, 0, 0, 23]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[0.5390872892412912, 10.040454695836832, 1.2949655034046355]                    |  0.0660810247063637|      0.25000000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.7253412950921296, 10.070337022763157, 1.1309030401719262]                    |  0.0177190527319908|      0.50000000|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      12|[0.7253412950921296, 10.070337022763157, 1.1309030401719262]                    |  0.0177190527319908|      0.25000000|[125, 0, 0, 31]                                                            |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
