k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.12500000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.06250000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.0547899416357541, 10.000981051829347, 1.0300557786932696]                    |  1.4979031085968018|      0.12500000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.0547899416357541, 10.000981051829347, 1.0300557786932696]                    |  1.4979031085968018|      0.06250000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.0794791969626879, 10.00999620407134, 1.086760431954313]                      |  1.2028772830963135|      0.12500000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.1623987584475433, 10.020167275806399, 1.1797437402570379]                    |  0.6782541275024414|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.1623987584475433, 10.020167275806399, 1.1797437402570379]                    |  0.6782541275024414|      0.12500000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.1623987584475433, 10.020167275806399, 1.1797437402570379]                    |  0.6782541275024414|      0.06250000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.1623987584475433, 10.020167275806399, 1.1797437402570379]                    |  0.6782541275024414|      0.03125000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.1850700423669789, 10.034105389797066, 1.1961237391528718]                    |  0.5845845341682434|      0.06250000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.1850700423669789, 10.034105389797066, 1.1961237391528718]                    |  0.5845845341682434|      0.03125000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.209737674365905, 10.020634796274965, 1.2097843958621182]                     |  0.5000073313713074|      0.06250000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.209737674365905, 10.020634796274965, 1.2097843958621182]                     |  0.5000073313713074|      0.03125000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2382105006514718, 10.01975186405676, 1.2226327846330884]                     |  0.4177528917789459|      0.06250000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
