k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252897068754284, 1.1791051423318675, 4.713043454210265, 5.929289904148141, 5.7850567378780635, 7.941146055385243]|132.8529357910156250|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.23456790|[60, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 15 points | trying quadratic partial model with 19 points | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.11111111|[85, 34, 0, 17]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       6|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.00000000|[111, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      0.90000000|[138, 54, 0, 27]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
       8|[-0.7901741154216161, 0.8012174928466158, 3.6814872887381203, 6.158431589551659, 4.646297519382636, 8.1011606026915]| 42.8148002624511719|      1.00000000|[148, 58, 0, 29]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.7901741154216161, 0.8012174928466158, 3.6814872887381203, 6.158431589551659, 4.646297519382636, 8.1011606026915]| 42.8148002624511719|      0.90000000|[173, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.7901741154216161, 0.8012174928466158, 3.6814872887381203, 6.158431589551659, 4.646297519382636, 8.1011606026915]| 42.8148002624511719|      0.81000000|[198, 78, 0, 39]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
