k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.442995843776287, 0.1694902950901119]                                         |  0.4477658867835999|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.442995843776287, 0.1694902950901119]                                         |  0.4477658867835999|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.442995843776287, 0.1694902950901119]                                         |  0.4477658867835999|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.2040534696899159, -0.2697209773813135]                                       |  0.0619344227015972|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.2040534696899159, -0.2697209773813135]                                       |  0.0619344227015972|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2040534696899159, -0.2697209773813135]                                       |  0.0619344227015972|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.2040534696899159, -0.2697209773813135]                                       |  0.0619344227015972|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2363385096424528, -0.1489622253371527]                                       |  0.0299085956066847|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2363385096424528, -0.1489622253371527]                                       |  0.0299085956066847|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1204049759677506, -0.1022244914415444]                                       |  0.0099833244457841|      0.25000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
