k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  7.9524924420125593|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.8985755611912747, 0.8276251665342788]                                        |  5.2903571128845215|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.8985755611912747, 0.8276251665342788]                                        |  5.2903571128845215|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.801740895529226, 0.652630745119997]                                          |  3.3758537769317627|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.801740895529226, 0.652630745119997]                                          |  3.3758537769317627|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.6744053189789876, 0.498404771481902]                                         |  1.9997835159301758|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.6744053189789876, 0.498404771481902]                                         |  1.9997835159301758|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.6744053189789876, 0.498404771481902]                                         |  1.9997835159301758|      0.04000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.649838554580941, 0.4668377936884725]                                         |  1.7792518138885498|      0.20000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.649838554580941, 0.4668377936884725]                                         |  1.7792518138885498|      0.04000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.6250028025540262, 0.4354820060048949]                                        |  1.5750157833099365|      0.20000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.6250028025540262, 0.4354820060048949]                                        |  1.5750157833099365|      0.04000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.6005144135787073, 0.4038541890490334]                                        |  1.3863927125930786|      0.20000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.6005144135787073, 0.4038541890490334]                                        |  1.3863927125930786|      0.04000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.5744418273632738, 0.3735190568086955]                                        |  1.2125813961029053|      0.20000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.5744418273632738, 0.3735190568086955]                                        |  1.2125813961029053|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.548187467390352, 0.3433411081969651]                                         |  1.0529419183731079|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.548187467390352, 0.3433411081969651]                                         |  1.0529419183731079|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.5233245850697398, 0.312006828522599]                                         |  0.9068586826324463|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.5233245850697398, 0.312006828522599]                                         |  0.9068586826324463|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.4981765188100037, 0.2809009647121223]                                        |  0.7737399935722351|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.4981765188100037, 0.2809009647121223]                                        |  0.7737399935722351|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.4723983815139999, 0.250315222322107]                                         |  0.6530159711837769|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.4723983815139999, 0.250315222322107]                                         |  0.6530159711837769|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.4472126371924668, 0.2192398577551327]                                        |  0.5442472696304321|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.4472126371924668, 0.2192398577551327]                                        |  0.5442472696304321|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.4217227925515891, 0.1884134434293646]                                        |  0.4468836784362793|      0.20000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.4217227925515891, 0.1884134434293646]                                        |  0.4468836784362793|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.3945145570958145, 0.1590925989090728]                                        |  0.3604430258274078|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.3945145570958145, 0.1590925989090728]                                        |  0.3604430258274078|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3686994048808839, 0.1285380916127677]                                        |  0.2845387756824493|      0.20000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.3686994048808839, 0.1285380916127677]                                        |  0.2845387756824493|      0.04000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3416440209338845, 0.0990761466756043]                                        |  0.2187052667140961|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.3416440209338845, 0.0990761466756043]                                        |  0.2187052667140961|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3416440209338845, 0.0990761466756043]                                        |  0.2187052667140961|      0.00800000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.3361460271434704, 0.0932647729756459]                                        |  0.2067168354988098|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.3361460271434704, 0.0932647729756459]                                        |  0.2067168354988098|      0.00800000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.3306131323458887, 0.0874866179795512]                                        |  0.1951140165328979|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.3306131323458887, 0.0874866179795512]                                        |  0.1951140165328979|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.3251527700172381, 0.0816398715988832]                                        |  0.1838939338922501|      0.04000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.3251527700172381, 0.0816398715988832]                                        |  0.1838939338922501|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.3195994996524481, 0.0758812964057]                                           |  0.1730533093214035|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.3195994996524481, 0.0758812964057]                                           |  0.1730533093214035|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.3140282594844001, 0.0701401046313445]                                        |  0.1625892519950867|      0.04000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.3140282594844001, 0.0701401046313445]                                        |  0.1625892519950867|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.3084773922660592, 0.0643792129360989]                                        |  0.1524989753961563|      0.04000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.3084773922660592, 0.0643792129360989]                                        |  0.1524989753961563|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.3029198735601763, 0.0586247376486586]                                        |  0.1427799016237259|      0.04000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.3029198735601763, 0.0586247376486586]                                        |  0.1427799016237259|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2973715526894237, 0.0528613935226177]                                        |  0.1334296464920044|      0.04000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.2973715526894237, 0.0528613935226177]                                        |  0.1334296464920044|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2918074902058927, 0.0471132452399649]                                        |  0.1244452297687531|      0.04000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.2918074902058927, 0.0471132452399649]                                        |  0.1244452297687531|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2861032655665699, 0.0415041614231422]                                        |  0.1158227324485779|      0.04000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.2861032655665699, 0.0415041614231422]                                        |  0.1158227324485779|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2804723315965764, 0.0358215051229976]                                        |  0.1075600534677505|      0.04000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.2804723315965764, 0.0358215051229976]                                        |  0.1075600534677505|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2748306277577124, 0.0301495409310666]                                        |  0.0996548533439636|      0.04000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.2748306277577124, 0.0301495409310666]                                        |  0.0996548533439636|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2690221719110791, 0.0246484646111351]                                        |  0.0921030268073082|      0.04000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.2690221719110791, 0.0246484646111351]                                        |  0.0921030268073082|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2632856864439708, 0.019072378664375]                                         |  0.0849020183086395|      0.04000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.2632856864439708, 0.019072378664375]                                         |  0.0849020183086395|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.2574347756812917, 0.0136164788075993]                                        |  0.0780488029122353|      0.04000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.2574347756812917, 0.0136164788075993]                                        |  0.0780488029122353|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.2515153896719051, 0.0082349484237885]                                        |  0.0715404376387596|      0.04000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.2515153896719051, 0.0082349484237885]                                        |  0.0715404376387596|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2456566521274174, 0.0027874541021017]                                        |  0.0653740465641022|      0.04000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.2456566521274174, 0.0027874541021017]                                        |  0.0653740465641022|      0.00800000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2396740849184672, -0.002523750054245]                                        |  0.0595464110374451|      0.04000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.2396740849184672, -0.002523750054245]                                        |  0.0595464110374451|      0.00800000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2336703625997075, -0.0078110289686987]                                       |  0.0540543384850025|      0.04000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.2336703625997075, -0.0078110289686987]                                       |  0.0540543384850025|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2276818502690531, -0.0131155289513172]                                       |  0.0488957688212395|      0.04000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.2276818502690531, -0.0131155289513172]                                       |  0.0488957688212395|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.2215187401595441, -0.0182161243849964]                                       |  0.0440657176077366|      0.04000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.2215187401595441, -0.0182161243849964]                                       |  0.0440657176077366|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2153220512830806, -0.0232758721028488]                                       |  0.0395606420934200|      0.04000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.2153220512830806, -0.0232758721028488]                                       |  0.0395606420934200|      0.00800000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2091697559896469, -0.028389507074412]                                        |  0.0353791937232018|      0.04000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
