k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.90000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.81000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.72900000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.2443782139438681, 0.0534851453131266, 0.1940616513542071, 0.3793626205389004, 0.0829848724123482, -0.04611028468713, 0.2002616145020548, -0.1672975655558915, 0.0194112303173145, -0.0198308108393175, -0.1190527982624979, 0.0736462154384096, -0.259905372021342, 0.0774966260166575, -0.1971583812548216, 0.0151108370886938, -0.0535407288262466, -0.0955272293185553, -0.1235177288093817, 0.0415666157046232, 0.1725316400671291, -0.1356854543978265]| 14.0067853927612305|      0.81000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.2443782139438681, 0.0534851453131266, 0.1940616513542071, 0.3793626205389004, 0.0829848724123482, -0.04611028468713, 0.2002616145020548, -0.1672975655558915, 0.0194112303173145, -0.0198308108393175, -0.1190527982624979, 0.0736462154384096, -0.259905372021342, 0.0774966260166575, -0.1971583812548216, 0.0151108370886938, -0.0535407288262466, -0.0955272293185553, -0.1235177288093817, 0.0415666157046232, 0.1725316400671291, -0.1356854543978265]| 14.0067853927612305|      0.72900000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.2443782139438681, 0.0534851453131266, 0.1940616513542071, 0.3793626205389004, 0.0829848724123482, -0.04611028468713, 0.2002616145020548, -0.1672975655558915, 0.0194112303173145, -0.0198308108393175, -0.1190527982624979, 0.0736462154384096, -0.259905372021342, 0.0774966260166575, -0.1971583812548216, 0.0151108370886938, -0.0535407288262466, -0.0955272293185553, -0.1235177288093817, 0.0415666157046232, 0.1725316400671291, -0.1356854543978265]| 14.0067853927612305|      0.65610000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.2443782139438681, 0.0534851453131266, 0.1940616513542071, 0.3793626205389004, 0.0829848724123482, -0.04611028468713, 0.2002616145020548, -0.1672975655558915, 0.0194112303173145, -0.0198308108393175, -0.1190527982624979, 0.0736462154384096, -0.259905372021342, 0.0774966260166575, -0.1971583812548216, 0.0151108370886938, -0.0535407288262466, -0.0955272293185553, -0.1235177288093817, 0.0415666157046232, 0.1725316400671291, -0.1356854543978265]| 14.0067853927612305|      0.59049000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.2443782139438681, 0.0534851453131266, 0.1940616513542071, 0.3793626205389004, 0.0829848724123482, -0.04611028468713, 0.2002616145020548, -0.1672975655558915, 0.0194112303173145, -0.0198308108393175, -0.1190527982624979, 0.0736462154384096, -0.259905372021342, 0.0774966260166575, -0.1971583812548216, 0.0151108370886938, -0.0535407288262466, -0.0955272293185553, -0.1235177288093817, 0.0415666157046232, 0.1725316400671291, -0.1356854543978265]| 14.0067853927612305|      0.53144100|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.3950497705441858, 0.2128012906030363, 0.2599058974734198, 0.6942640936770927, 0.0191276519652966, -0.0219023275983461, 0.2376488604068728, -0.1886745844338358, 0.1094204857704983, -0.0158157702107079, -0.1561569883020231, -0.0713755518145918, -0.3260435935255173, 0.172716803353879, -0.3125890081087862, 0.1055205194264351, -0.0333607363208695, -0.0877419286041816, -0.1441864268699392, -0.0966465132960745, 0.1176566317726422, -0.325038954483858]| 13.4018363952636719|      0.59049000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[0.3950497705441858, 0.2128012906030363, 0.2599058974734198, 0.6942640936770927, 0.0191276519652966, -0.0219023275983461, 0.2376488604068728, -0.1886745844338358, 0.1094204857704983, -0.0158157702107079, -0.1561569883020231, -0.0713755518145918, -0.3260435935255173, 0.172716803353879, -0.3125890081087862, 0.1055205194264351, -0.0333607363208695, -0.0877419286041816, -0.1441864268699392, -0.0966465132960745, 0.1176566317726422, -0.325038954483858]| 13.4018363952636719|      0.53144100|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.3950497705441858, 0.2128012906030363, 0.2599058974734198, 0.6942640936770927, 0.0191276519652966, -0.0219023275983461, 0.2376488604068728, -0.1886745844338358, 0.1094204857704983, -0.0158157702107079, -0.1561569883020231, -0.0713755518145918, -0.3260435935255173, 0.172716803353879, -0.3125890081087862, 0.1055205194264351, -0.0333607363208695, -0.0877419286041816, -0.1441864268699392, -0.0966465132960745, 0.1176566317726422, -0.325038954483858]| 13.4018363952636719|      0.47829690|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.6226245899831668, 0.1363796605905491, 0.3878911012306316, 0.917547035721404, -0.0077902203937357, -0.0265075857359718, 0.4104349791537436, -0.2287911991512431, 0.2304163875564875, -0.1148880400573095, -0.2286518654615236, -0.1113035080771323, -0.2125835026420328, 0.1469423671634722, -0.3034287075231794, 0.0053422168779757, 0.036451333844795, 0.0144772988502561, -0.1554972434580583, -0.063220806206282, 0.1463081956862147, -0.3065754516045177]| 12.9499034881591797|      0.53144100|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[0.6226245899831668, 0.1363796605905491, 0.3878911012306316, 0.917547035721404, -0.0077902203937357, -0.0265075857359718, 0.4104349791537436, -0.2287911991512431, 0.2304163875564875, -0.1148880400573095, -0.2286518654615236, -0.1113035080771323, -0.2125835026420328, 0.1469423671634722, -0.3034287075231794, 0.0053422168779757, 0.036451333844795, 0.0144772988502561, -0.1554972434580583, -0.063220806206282, 0.1463081956862147, -0.3065754516045177]| 12.9499034881591797|      0.47829690|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
