k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.12500000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.06250000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.9375291156239363, 0.0980924871501144]                                        |  2.3349094390869141|      0.12500000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       6|[0.9375291156239363, 0.0980924871501144]                                        |  2.3349094390869141|      0.06250000|[42, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.8751271974705283, 0.0945923998975777]                                        |  1.7735131978988647|      0.12500000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[0.8751271974705283, 0.0945923998975777]                                        |  1.7735131978988647|      0.06250000|[58, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.8126805587668572, 0.0920102855288529]                                        |  1.3199790716171265|      0.12500000|[64, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[0.8126805587668572, 0.0920102855288529]                                        |  1.3199790716171265|      0.06250000|[72, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.8126805587668572, 0.0920102855288529]                                        |  1.3199790716171265|      0.03125000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.7814310722151057, 0.0918311480065464]                                        |  1.1291359663009644|      0.06250000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.7814310722151057, 0.0918311480065464]                                        |  1.1291359663009644|      0.03125000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.7502137016520476, 0.0904034662742565]                                        |  0.9597011804580688|      0.06250000|[97, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      15|[0.7502137016520476, 0.0904034662742565]                                        |  0.9597011804580688|      0.03125000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.7189640384667064, 0.0902583773265885]                                        |  0.8102068901062012|      0.06250000|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.6564678469329167, 0.0895684180728174]                                        |  0.5642615556716919|      0.12500000|[113, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[0.6564678469329167, 0.0895684180728174]                                        |  0.5642615556716919|      0.06250000|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.5941082899320377, 0.0853808590399065]                                        |  0.3790577650070190|      0.12500000|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
