k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      1.11111111|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.90000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.81000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.72900000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.65610000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.59049000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.1722934189199238, 10.054747894290985, 1.9835230784621105]                    |  0.9748522043228149|      0.53144100|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.064753659950154, 9.966196562406111, 1.470665010042456]                       |  0.4998645484447479|      0.59049000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.3942956693279284, 9.493847857188134, 1.6009232337143613]                     |  0.3455395400524139|      0.65610000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.3942956693279284, 9.493847857188134, 1.6009232337143613]                     |  0.3455395400524139|      0.59049000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.3942956693279284, 9.493847857188134, 1.6009232337143613]                     |  0.3455395400524139|      0.53144100|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.3942956693279284, 9.493847857188134, 1.6009232337143613]                     |  0.3455395400524139|      0.47829690|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.3906012343452192, 9.70596711040174, 1.17225121676449]                        |  0.2280418276786804|      0.53144100|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.3906012343452192, 9.70596711040174, 1.17225121676449]                        |  0.2280418276786804|      0.47829690|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
