k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      5.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      1.00000000|[36, 14, 0, 7]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.0540578454738182, 1.1735072146215835, 4.603914631557702, 5.594539432050762, 6.2910760523846285, 7.687083896134808]|132.3902130126953125|      5.00000000|[46, 18, 0, 9]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[0.0540578454738182, 1.1735072146215835, 4.603914631557702, 5.594539432050762, 6.2910760523846285, 7.687083896134808]|132.3902130126953125|      1.00000000|[72, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.41569488182717, 1.5336529925095075, 4.1442727132515795, 5.593578378558046, 5.64666499486692, 7.535129409120613]| 83.2281341552734375|      5.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.41569488182717, 1.5336529925095075, 4.1442727132515795, 5.593578378558046, 5.64666499486692, 7.535129409120613]| 83.2281341552734375|      1.00000000|[108, 42, 0, 21]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
       7|[-1.0690711848373229, 1.4426828385733832, 3.6310544035322336, 5.695811636808181, 5.119267763130631, 7.648404848607299]| 44.7882843017578125|      5.00000000|[123, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | iterate success | actual_k=2
       8|[-1.0690711848373229, 1.4426828385733832, 3.6310544035322336, 5.695811636808181, 5.119267763130631, 7.648404848607299]| 44.7882843017578125|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.0690711848373229, 1.4426828385733832, 3.6310544035322336, 5.695811636808181, 5.119267763130631, 7.648404848607299]| 44.7882843017578125|      0.20000000|[170, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.02103426122815, 1.5384577151866574, 3.479076522044484, 5.626091510604197, 5.098007353109236, 7.637943037760374]| 42.3809432983398438|      1.00000000|[181, 70, 0, 35]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-1.02103426122815, 1.5384577151866574, 3.479076522044484, 5.626091510604197, 5.098007353109236, 7.637943037760374]| 42.3809432983398438|      0.20000000|[206, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.1398733629406135, 1.5780504566537792, 3.3530729463023645, 5.558253603275413, 5.0419360622656395, 7.664150103599124]| 37.5932884216308594|      1.00000000|[217, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-1.1398733629406135, 1.5780504566537792, 3.3530729463023645, 5.558253603275413, 5.0419360622656395, 7.664150103599124]| 37.5932884216308594|      0.20000000|[242, 94, 0, 47]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.2366370308969727, 1.6032563630207457, 3.220874972399703, 5.548698492722396, 4.930696135282766, 7.671865610779275]| 32.7590065002441406|      1.00000000|[252, 98, 0, 49]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[-1.2366370308969727, 1.6032563630207457, 3.220874972399703, 5.548698492722396, 4.930696135282766, 7.671865610779275]| 32.7590065002441406|      0.20000000|[276, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.332712017579961, 1.6340658997907618, 3.0741665476520215, 5.628023033949679, 4.8908878064957895, 7.692357599560345]| 29.2345294952392578|      1.00000000|[287, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-1.332712017579961, 1.6340658997907618, 3.0741665476520215, 5.628023033949679, 4.8908878064957895, 7.692357599560345]| 29.2345294952392578|      0.20000000|[313, 122, 0, 61]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.422544065292709, 1.660322516110229, 2.918210979668818, 5.629580466577958, 4.8644396487088395, 7.771203800936873]| 26.2818908691406250|      1.00000000|[325, 126, 0, 63]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[-1.422544065292709, 1.660322516110229, 2.918210979668818, 5.629580466577958, 4.8644396487088395, 7.771203800936873]| 26.2818908691406250|      0.20000000|[350, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      20|[-1.5229599276424246, 1.5622593737736672, 2.802825547700232, 5.683930411324034, 4.809909059205615, 7.803745698662643]| 24.7449607849121094|      1.00000000|[360, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[-1.5229599276424246, 1.5622593737736672, 2.802825547700232, 5.683930411324034, 4.809909059205615, 7.803745698662643]| 24.7449607849121094|      0.20000000|[385, 150, 0, 75]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      22|[-1.555386290291071, 1.6581670227400198, 2.689030384714167, 5.6654555482516855, 4.682728741691211, 7.820620562439677]| 21.8015575408935547|      1.00000000|[401, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | iterate success | actual_k=2
      23|[-1.555386290291071, 1.6581670227400198, 2.689030384714167, 5.6654555482516855, 4.682728741691211, 7.820620562439677]| 21.8015575408935547|      0.20000000|[425, 166, 0, 83]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      24|[-1.6040245193104954, 1.7254499607735412, 2.565407829354149, 5.655093876197884, 4.550069611785881, 7.809712595685924]| 19.2492351531982422|      1.00000000|[440, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | iterate success | actual_k=2
      25|[-1.6040245193104954, 1.7254499607735412, 2.565407829354149, 5.655093876197884, 4.550069611785881, 7.809712595685924]| 19.2492351531982422|      0.20000000|[464, 182, 0, 91]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      26|[-1.571798017654381, 1.846104839724003, 2.4815361828237825, 5.637434314081816, 4.421721223738675, 7.785541728173652]| 16.9494800567626953|      1.00000000|[475, 186, 0, 93]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[-1.571798017654381, 1.846104839724003, 2.4815361828237825, 5.637434314081816, 4.421721223738675, 7.785541728173652]| 16.9494800567626953|      0.20000000|[500, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 15 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      28|[-1.559138895130685, 1.9020105157579876, 2.345169243711757, 5.647436145263133, 4.287687460022122, 7.7782428598829005]| 14.9503240585327148|      1.00000000|[511, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[-1.559138895130685, 1.9020105157579876, 2.345169243711757, 5.647436145263133, 4.287687460022122, 7.7782428598829005]| 14.9503240585327148|      0.20000000|[535, 210, 0, 105]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      30|[-1.5628240963396234, 1.9671177709575574, 2.266418940705601, 5.571061519134366, 4.135459902524338, 7.755014824864492]| 13.2245550155639648|      1.00000000|[545, 214, 0, 107]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
