k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252897068754284, 1.1791051423318675, 4.713043454210265, 5.929289904148141, 5.7850567378780635, 7.941146055385243]|132.8529357910156250|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.9088169467227964, 0.8980010190835777, 3.347556880657907, 6.313664442813692, 4.294290918483215, 7.948521794572048]| 31.7843112945556641|      1.52415790|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[-0.9088169467227964, 0.8980010190835777, 3.347556880657907, 6.313664442813692, 4.294290918483215, 7.948521794572048]| 31.7843112945556641|      1.37174211|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      1.52415790|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      1.37174211|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      1.23456790|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      1.11111111|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      1.00000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.309914786371574, 1.3980198173052318, 2.913600234292611, 5.953963201240086, 3.2868985801032853, 7.576721485169021]| 15.0948801040649414|      0.90000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      1.00000000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.90000000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.81000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.72900000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.65610000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.59049000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.061520975457957, 1.7516955204401004, 2.3143122496300963, 5.973901720474472, 2.806446903317791, 7.395512862648582]|  7.9208178520202637|      0.53144100|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.59049000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.53144100|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.47829690|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.43046721|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.38742049|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.8534259875728725, 2.029154237910003, 2.059175256197115, 5.779407849139823, 2.647016878131335, 7.211659692258867]|  5.2627263069152832|      0.34867844|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[-0.7547050784433628, 2.2298669789518915, 1.9963667569532881, 5.894166335150832, 2.4357528250688945, 7.112673256473483]|  4.1701507568359375|      0.38742049|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[-0.7547050784433628, 2.2298669789518915, 1.9963667569532881, 5.894166335150832, 2.4357528250688945, 7.112673256473483]|  4.1701507568359375|      0.34867844|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-0.7547050784433628, 2.2298669789518915, 1.9963667569532881, 5.894166335150832, 2.4357528250688945, 7.112673256473483]|  4.1701507568359375|      0.31381060|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-0.7547050784433628, 2.2298669789518915, 1.9963667569532881, 5.894166335150832, 2.4357528250688945, 7.112673256473483]|  4.1701507568359375|      0.28242954|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[-0.6118345166053367, 2.37230888159203, 1.946094128405668, 5.889492725805322, 2.245429612040759, 7.095566392749755]|  3.3426609039306641|      0.31381060|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[-0.6118345166053367, 2.37230888159203, 1.946094128405668, 5.889492725805322, 2.245429612040759, 7.095566392749755]|  3.3426609039306641|      0.28242954|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[-0.6118345166053367, 2.37230888159203, 1.946094128405668, 5.889492725805322, 2.245429612040759, 7.095566392749755]|  3.3426609039306641|      0.25418658|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-0.6118345166053367, 2.37230888159203, 1.946094128405668, 5.889492725805322, 2.245429612040759, 7.095566392749755]|  3.3426609039306641|      0.22876792|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[-0.4859362159391015, 2.4423264421617046, 1.7920261034589828, 5.874112961024531, 2.1717966848394616, 7.048805073691736]|  2.7671134471893311|      0.25418658|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[-0.4859362159391015, 2.4423264421617046, 1.7920261034589828, 5.874112961024531, 2.1717966848394616, 7.048805073691736]|  2.7671134471893311|      0.22876792|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[-0.4859362159391015, 2.4423264421617046, 1.7920261034589828, 5.874112961024531, 2.1717966848394616, 7.048805073691736]|  2.7671134471893311|      0.20589113|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
