k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.10000000|[261, 78, 0, 6]                                                            |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 137 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 179 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 219 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       2|[-0.5970918608767428, 0.5954611045495039, -1.8513237673750782, 0.0105450461869842, -0.0189253105244031, -0.0054922262397833, -0.0326209894869101, -0.1122949771978404, 1.1162061752421553, -0.003804823987531, -0.0071535792033169, 399.74821927891537, 0.0154169089175131, -0.0255396800286155, -0.0080124409115506, -0.0071228410968615, -0.1215819528219921, 0.7225779738280421, -0.0014369604662556, -0.0033160998286632, 402.0151861807964, 0.0094134623597074, -0.0236676365636524, 0.0035588275502898, -0.0224671665401601, -0.1148296588819679, 0.918570605620426, -0.000218300276318, -0.0045664360400226, 400.4012884140118, 0.0627055922025399, -1.2119695485387632, -0.0101726045195992, -1.4114162823403762, -0.0765309964539219, 0.4520065854942324, -0.0017887701161139, 0.0010268211553269, 407.0294587245213, 0.0544130580439446, -1.2234297786799013, -0.0025895924030417, -1.0484996111585838, -0.0982227534695246, 0.340995683352222, 0.0019624831960923, 5.34632047632e-05, 405.9187502433764, 0.047218310023581, -1.2356687024121307, 0.0012673296233053, -0.8635830919881863, -0.1020473324060507, 0.2840696720074813, 0.0014558753451777, -0.0004558871305035, 404.7344518881275]|73190.6875000000000000|      1.00000000|[472, 143, 0, 11]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 131 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 171 points | iterate success | actual_k=13
       3|[-0.5970918608767428, 0.5954611045495039, -1.8513237673750782, 0.0105450461869842, -0.0189253105244031, -0.0054922262397833, -0.0326209894869101, -0.1122949771978404, 1.1162061752421553, -0.003804823987531, -0.0071535792033169, 399.74821927891537, 0.0154169089175131, -0.0255396800286155, -0.0080124409115506, -0.0071228410968615, -0.1215819528219921, 0.7225779738280421, -0.0014369604662556, -0.0033160998286632, 402.0151861807964, 0.0094134623597074, -0.0236676365636524, 0.0035588275502898, -0.0224671665401601, -0.1148296588819679, 0.918570605620426, -0.000218300276318, -0.0045664360400226, 400.4012884140118, 0.0627055922025399, -1.2119695485387632, -0.0101726045195992, -1.4114162823403762, -0.0765309964539219, 0.4520065854942324, -0.0017887701161139, 0.0010268211553269, 407.0294587245213, 0.0544130580439446, -1.2234297786799013, -0.0025895924030417, -1.0484996111585838, -0.0982227534695246, 0.340995683352222, 0.0019624831960923, 5.34632047632e-05, 405.9187502433764, 0.047218310023581, -1.2356687024121307, 0.0012673296233053, -0.8635830919881863, -0.1020473324060507, 0.2840696720074813, 0.0014558753451777, -0.0004558871305035, 404.7344518881275]|73190.6875000000000000|      0.10000000|[725, 221, 0, 17]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 135 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 215 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       4|[-0.5809841335819264, 0.6213727778701319, -1.8501127699907896, 0.0071896588991369, -0.0104075949782903, -0.0024134473852828, -0.0384687658539207, -0.1142087631378138, 1.1175897190902633, -0.0015875911832715, -0.0079285020761323, 399.74907674353227, 0.0118460389351445, -0.0230315342479423, -0.006384387667519, -0.0074336815597297, -0.1241626149991168, 0.7207922703392848, -0.0015063693848398, -0.0038242164118464, 402.0152401390973, 0.007086849561391, -0.024137752063956, 0.0044580621057643, -0.0228200216903963, -0.1155721890928735, 0.9174010635783196, -0.0005095437246956, -0.0034598092356303, 400.40039702164177, 0.1050429323286406, -1.2069222436545233, -0.0314651350895179, -1.4093421170706129, -0.0413657221999723, 0.4611827861267137, 0.0007888087689009, 0.0029344819413801, 407.0285071943417, 0.0899936843339169, -1.215074753644573, -0.0199012994576795, -1.0471159066835385, -0.0652252862217558, 0.3477360818089148, 0.0042888011926158, 0.0014630203412698, 405.9193043543198, 0.0818501986313203, -1.2273449051160379, -0.015396547605162, -0.8625697322377787, -0.0719466221349222, 0.2898405987538982, 0.0038564334685423, 0.0020410516228599, 404.73403134408574]|31466.5839843750000000|      1.00000000|[979, 299, 0, 23]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 93 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 134 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 214 points | iterate success | actual_k=13
       5|[-0.5809841335819264, 0.6213727778701319, -1.8501127699907896, 0.0071896588991369, -0.0104075949782903, -0.0024134473852828, -0.0384687658539207, -0.1142087631378138, 1.1175897190902633, -0.0015875911832715, -0.0079285020761323, 399.74907674353227, 0.0118460389351445, -0.0230315342479423, -0.006384387667519, -0.0074336815597297, -0.1241626149991168, 0.7207922703392848, -0.0015063693848398, -0.0038242164118464, 402.0152401390973, 0.007086849561391, -0.024137752063956, 0.0044580621057643, -0.0228200216903963, -0.1155721890928735, 0.9174010635783196, -0.0005095437246956, -0.0034598092356303, 400.40039702164177, 0.1050429323286406, -1.2069222436545233, -0.0314651350895179, -1.4093421170706129, -0.0413657221999723, 0.4611827861267137, 0.0007888087689009, 0.0029344819413801, 407.0285071943417, 0.0899936843339169, -1.215074753644573, -0.0199012994576795, -1.0471159066835385, -0.0652252862217558, 0.3477360818089148, 0.0042888011926158, 0.0014630203412698, 405.9193043543198, 0.0818501986313203, -1.2273449051160379, -0.015396547605162, -0.8625697322377787, -0.0719466221349222, 0.2898405987538982, 0.0038564334685423, 0.0020410516228599, 404.73403134408574]|31466.5839843750000000|      0.10000000|[1234, 377, 0, 29]                                                         |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 136 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 215 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       6|[-0.5809841335819264, 0.6213727778701319, -1.8501127699907896, 0.0071896588991369, -0.0104075949782903, -0.0024134473852828, -0.0384687658539207, -0.1142087631378138, 1.1175897190902633, -0.0015875911832715, -0.0079285020761323, 399.74907674353227, 0.0118460389351445, -0.0230315342479423, -0.006384387667519, -0.0074336815597297, -0.1241626149991168, 0.7207922703392848, -0.0015063693848398, -0.0038242164118464, 402.0152401390973, 0.007086849561391, -0.024137752063956, 0.0044580621057643, -0.0228200216903963, -0.1155721890928735, 0.9174010635783196, -0.0005095437246956, -0.0034598092356303, 400.40039702164177, 0.1050429323286406, -1.2069222436545233, -0.0314651350895179, -1.4093421170706129, -0.0413657221999723, 0.4611827861267137, 0.0007888087689009, 0.0029344819413801, 407.0285071943417, 0.0899936843339169, -1.215074753644573, -0.0199012994576795, -1.0471159066835385, -0.0652252862217558, 0.3477360818089148, 0.0042888011926158, 0.0014630203412698, 405.9193043543198, 0.0818501986313203, -1.2273449051160379, -0.015396547605162, -0.8625697322377787, -0.0719466221349222, 0.2898405987538982, 0.0038564334685423, 0.0020410516228599, 404.73403134408574]|31466.5839843750000000|      0.01000000|[1488, 455, 0, 35]                                                         |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 131 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 214 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       7|[-0.5793439201270705, 0.6220915403811812, -1.8501863408283998, 0.0055313207473672, -0.0099631135011977, -0.0011742870175156, -0.038093581337892, -0.1132460538300933, 1.114905785012436, -0.0016795503628382, -0.0090678688442793, 399.7494472018821, 0.0108168046131269, -0.0226466133207338, -0.0057547892404574, -0.0075229428234974, -0.1239078130224365, 0.7213687100501419, -0.001848938133872, -0.0035783825542172, 402.01636072909616, 0.0066561884403374, -0.0241414542826531, 0.0049293168339858, -0.0225082868903656, -0.1161125035352972, 0.9172065320530457, -0.0008799493198108, -0.0031347658223733, 400.402525981875, 0.1096183314326597, -1.2076592858304662, -0.0323084524420695, -1.4091251837327474, -0.0392043889833535, 0.4623294467430431, 0.000505338808303, 0.0027480386337063, 407.0291222415996, 0.0933604873609868, -1.2150088667594237, -0.0197588367270947, -1.0471140729039088, -0.0636779232805187, 0.3483344360597534, 0.0066206143277072, 0.0017250558309405, 405.9209971982815, 0.085656886171544, -1.2262909534855286, -0.0167990546443834, -0.8615673184407023, -0.0704513050061995, 0.289062574875481, 0.0038219830396203, 0.0021240858503318, 404.7330748944158]|28882.2265625000000000|      0.10000000|[1580, 481, 0, 37]                                                         |  | trying linear partial model with 52 points | iterate success | actual_k=13
       8|[-0.5793439201270705, 0.6220915403811812, -1.8501863408283998, 0.0055313207473672, -0.0099631135011977, -0.0011742870175156, -0.038093581337892, -0.1132460538300933, 1.114905785012436, -0.0016795503628382, -0.0090678688442793, 399.7494472018821, 0.0108168046131269, -0.0226466133207338, -0.0057547892404574, -0.0075229428234974, -0.1239078130224365, 0.7213687100501419, -0.001848938133872, -0.0035783825542172, 402.01636072909616, 0.0066561884403374, -0.0241414542826531, 0.0049293168339858, -0.0225082868903656, -0.1161125035352972, 0.9172065320530457, -0.0008799493198108, -0.0031347658223733, 400.402525981875, 0.1096183314326597, -1.2076592858304662, -0.0323084524420695, -1.4091251837327474, -0.0392043889833535, 0.4623294467430431, 0.000505338808303, 0.0027480386337063, 407.0291222415996, 0.0933604873609868, -1.2150088667594237, -0.0197588367270947, -1.0471140729039088, -0.0636779232805187, 0.3483344360597534, 0.0066206143277072, 0.0017250558309405, 405.9209971982815, 0.085656886171544, -1.2262909534855286, -0.0167990546443834, -0.8615673184407023, -0.0704513050061995, 0.289062574875481, 0.0038219830396203, 0.0021240858503318, 404.7330748944158]|28882.2265625000000000|      0.01000000|[1835, 559, 0, 43]                                                         |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 92 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 134 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 215 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       9|[-0.578503476238908, 0.6227256927303714, -1.8500354304301996, 0.0039195381378934, -0.0097969881576907, 0.0007494860649835, -0.03768834520875, -0.1127921620642826, 1.1145022144572554, -0.0009996690617503, -0.0087018127282029, 399.7482851455454, 0.0124352411749423, -0.0210650088022885, -0.0062353093459122, -0.0071058392754284, -0.1230751823850953, 0.7218502006245675, -0.0026867193780537, -0.0021880345903516, 402.0159539172635, 0.0054532597557484, -0.0244889887234147, 0.0062209429779731, -0.0227781372156098, -0.1165561921749207, 0.9174684613642522, -0.0015222617690227, -0.0033712435829897, 400.4014693872489, 0.1134448982450701, -1.2075305267354304, -0.0343371407943765, -1.4090140912037465, -0.0382494307170188, 0.4635962767568287, 0.0010780198694906, 0.001279086143923, 407.02874874068334, 0.0959695246729133, -1.2162345864275939, -0.0195046178022612, -1.048038267570424, -0.0617777002561838, 0.3484950865759555, 0.006390864673979, 0.0015521609874912, 405.92003162968956, 0.0887564159685654, -1.2252419700593804, -0.0174812572945724, -0.8626013158664688, -0.0664455969459978, 0.2894557430043587, 0.0068115932995803, 0.0027885628591783, 404.7332215053195]|26551.4726562500000000|      0.10000000|[1927, 585, 0, 45]                                                         |  | trying linear partial model with 52 points | iterate success | actual_k=13
      10|[-0.578503476238908, 0.6227256927303714, -1.8500354304301996, 0.0039195381378934, -0.0097969881576907, 0.0007494860649835, -0.03768834520875, -0.1127921620642826, 1.1145022144572554, -0.0009996690617503, -0.0087018127282029, 399.7482851455454, 0.0124352411749423, -0.0210650088022885, -0.0062353093459122, -0.0071058392754284, -0.1230751823850953, 0.7218502006245675, -0.0026867193780537, -0.0021880345903516, 402.0159539172635, 0.0054532597557484, -0.0244889887234147, 0.0062209429779731, -0.0227781372156098, -0.1165561921749207, 0.9174684613642522, -0.0015222617690227, -0.0033712435829897, 400.4014693872489, 0.1134448982450701, -1.2075305267354304, -0.0343371407943765, -1.4090140912037465, -0.0382494307170188, 0.4635962767568287, 0.0010780198694906, 0.001279086143923, 407.02874874068334, 0.0959695246729133, -1.2162345864275939, -0.0195046178022612, -1.048038267570424, -0.0617777002561838, 0.3484950865759555, 0.006390864673979, 0.0015521609874912, 405.92003162968956, 0.0887564159685654, -1.2252419700593804, -0.0174812572945724, -0.8626013158664688, -0.0664455969459978, 0.2894557430043587, 0.0068115932995803, 0.0027885628591783, 404.7332215053195]|26551.4726562500000000|      0.01000000|[2179, 663, 0, 51]                                                         |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 134 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 215 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
