k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.20000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.04000000|[43, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00800000|[65, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00160000|[85, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00032000|[107, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00006400|[128, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00001280|[148, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[97.00000081122379, 0.0090127565461428, 100.00000044654911, 65.00000005177903, 20.00000027189848, 70.00000022871872, 177.9999996780219, 16.499999857002226]|7370.0732421875000000|      0.00006400|[169, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[97.00000081122379, 0.0090127565461428, 100.00000044654911, 65.00000005177903, 20.00000027189848, 70.00000022871872, 177.9999996780219, 16.499999857002226]|7370.0732421875000000|      0.00001280|[191, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[97.00000043832719, 0.0090250461508965, 100.00000209232238, 65.00000290842844, 19.99999992689945, 69.99999990560994, 177.99999930538317, 16.49999865897702]|7369.3212890625000000|      0.00006400|[212, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[97.00000043832719, 0.0090250461508965, 100.00000209232238, 65.00000290842844, 19.99999992689945, 69.99999990560994, 177.99999930538317, 16.49999865897702]|7369.3212890625000000|      0.00001280|[232, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[97.00000085483387, 0.0090334112911601, 100.00000639829022, 65.00000285078703, 19.99999815119944, 69.9999920201861, 178.00000194726678, 16.499996975617186]|7369.2846679687500000|      0.00006400|[253, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[97.00000085483387, 0.0090334112911601, 100.00000639829022, 65.00000285078703, 19.99999815119944, 69.9999920201861, 178.00000194726678, 16.499996975617186]|7369.2846679687500000|      0.00001280|[275, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[97.00000085483387, 0.0090334112911601, 100.00000639829022, 65.00000285078703, 19.99999815119944, 69.9999920201861, 178.00000194726678, 16.499996975617186]|7369.2846679687500000|      0.00000256|[295, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[97.00000111704928, 0.009030998557069, 100.00000615749816, 65.00000346575743, 19.999998409573497, 69.99999188252826, 178.00000211654915, 16.49999731180838]|7369.2543945312500000|      0.00001280|[316, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[97.00000111704928, 0.009030998557069, 100.00000615749816, 65.00000346575743, 19.999998409573497, 69.99999188252826, 178.00000211654915, 16.49999731180838]|7369.2543945312500000|      0.00000256|[338, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[97.00000111704928, 0.009030998557069, 100.00000615749816, 65.00000346575743, 19.999998409573497, 69.99999188252826, 178.00000211654915, 16.49999731180838]|7369.2543945312500000|      0.00000051|[358, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[97.00000108972293, 0.0090305588925884, 100.0000061538594, 65.00000367803453, 19.999998538048736, 69.99999186659234, 178.00000218153997, 16.49999735690787]|7369.2519531250000000|      0.00000256|[380, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[97.00000121998059, 0.0090288353612542, 100.00000638439403, 65.0000052426302, 19.999999468361707, 69.99999197909263, 178.00000258426772, 16.499997513875087]|7369.2495117187500000|      0.00001280|[403, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[97.00000121998059, 0.0090288353612542, 100.00000638439403, 65.0000052426302, 19.999999468361707, 69.99999197909263, 178.00000258426772, 16.499997513875087]|7369.2495117187500000|      0.00000256|[426, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[97.00000093934975, 0.0090310771293251, 100.00000661099158, 65.00000606116954, 20.00000008972239, 69.99999210949714, 178.00000255829667, 16.4999980832609]|7369.2451171875000000|      0.00001280|[447, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[97.00000093934975, 0.0090310771293251, 100.00000661099158, 65.00000606116954, 20.00000008972239, 69.99999210949714, 178.00000255829667, 16.4999980832609]|7369.2451171875000000|      0.00000256|[469, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[97.00000122935373, 0.0090295239999534, 100.00000723401605, 65.00000729255521, 20.00000148978099, 69.99999213102167, 178.00000299198868, 16.499998019225522]|7369.2373046875000000|      0.00001280|[490, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      24|[97.00000122935373, 0.0090295239999534, 100.00000723401605, 65.00000729255521, 20.00000148978099, 69.99999213102167, 178.00000299198868, 16.499998019225522]|7369.2373046875000000|      0.00000256|[512, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[97.00000122935373, 0.0090295239999534, 100.00000723401605, 65.00000729255521, 20.00000148978099, 69.99999213102167, 178.00000299198868, 16.499998019225522]|7369.2373046875000000|      0.00000051|[533, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[97.00000125352618, 0.0090298679242386, 100.00000724070738, 65.00000762472186, 20.00000164146282, 69.99999213698436, 178.00000307070707, 16.499998079697068]|7369.2353515625000000|      0.00000256|[554, 208, 0, 52]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
