k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404945974|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.124306998867652, 39.08822447368111, 41.03523116145456, 38.903210864614685]  |851.9683837890625000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[22.582135005254308, 38.703807072589164, 40.28994491321055, 39.86158303242358]  |735.5394897460937500|      4.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[21.755187766530014, 35.425295767460895, 39.51691156729274, 37.869111870119966] |611.6683959960937500|      8.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[16.419729393897796, 31.55472210166804, 43.84826837717329, 39.20735386508239]   |236.6925354003906250|     16.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[16.419729393897796, 31.55472210166804, 43.84826837717329, 39.20735386508239]   |236.6925354003906250|      8.00000000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[11.383284945693005, 31.299773725583723, 50.02967027487105, 39.80693640720455]  | 91.1213073730468750|     16.00000000|[31, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[11.383284945693005, 31.299773725583723, 50.02967027487105, 39.80693640720455]  | 91.1213073730468750|      8.00000000|[36, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[11.383284945693005, 31.299773725583723, 50.02967027487105, 39.80693640720455]  | 91.1213073730468750|      4.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[8.937116167611315, 30.49457627307456, 50.21513888610937, 42.86201689155458]    | 49.4269485473632812|      8.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[8.937116167611315, 30.49457627307456, 50.21513888610937, 42.86201689155458]    | 49.4269485473632812|      4.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[8.937116167611315, 30.49457627307456, 50.21513888610937, 42.86201689155458]    | 49.4269485473632812|      2.00000000|[59, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[7.698789714611547, 29.901373558749643, 50.906299998386416, 41.58258168319328]  | 34.7567138671875000|      4.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[7.698789714611547, 29.901373558749643, 50.906299998386416, 41.58258168319328]  | 34.7567138671875000|      2.00000000|[70, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[6.1259706491115065, 28.73954269023952, 51.253439601439496, 41.818978206367255] | 19.4035835266113281|      4.00000000|[76, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[6.1259706491115065, 28.73954269023952, 51.253439601439496, 41.818978206367255] | 19.4035835266113281|      2.00000000|[81, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[4.350897096330892, 27.831338329646783, 51.09765069757553, 41.81605604072972]   |  8.5700054168701172|      4.00000000|[86, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[4.350897096330892, 27.831338329646783, 51.09765069757553, 41.81605604072972]   |  8.5700054168701172|      2.00000000|[92, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[4.350897096330892, 27.831338329646783, 51.09765069757553, 41.81605604072972]   |  8.5700054168701172|      1.00000000|[98, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[3.497197302351284, 27.370441008744486, 51.135139966213295, 41.57654638313474]  |  5.0298109054565430|      2.00000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[3.497197302351284, 27.370441008744486, 51.135139966213295, 41.57654638313474]  |  5.0298109054565430|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
