k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[107, 16, 0, 4]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       3|[0.9890912496224163, 1.0086736774917346, 0.9715531473798182, 0.9521080116301586, 0.9283757457794775, 0.9991235579541407, 0.9513534234884627, 0.9931938491986114, 0.9904871285646911, 0.9234475066394567, 1.0292574585192331, 0.8458398534520701, 1.0120313369609337, 1.0280486996972353, 1.017565542084984, 0.9841044223248087, 0.9966032570067257, 0.9308721867703568, 1.0676359427935085, 0.9015931086553985, 1.0202386253323243, 0.9883327311571815]|  1.4722801446914673|      0.50000000|[160, 24, 0, 6]                                                            |  | trying linear partial model with 29 points | iterate success | actual_k=4
       4|[0.9890912496224163, 1.0086736774917346, 0.9715531473798182, 0.9521080116301586, 0.9283757457794775, 0.9991235579541407, 0.9513534234884627, 0.9931938491986114, 0.9904871285646911, 0.9234475066394567, 1.0292574585192331, 0.8458398534520701, 1.0120313369609337, 1.0280486996972353, 1.017565542084984, 0.9841044223248087, 0.9966032570067257, 0.9308721867703568, 1.0676359427935085, 0.9015931086553985, 1.0202386253323243, 0.9883327311571815]|  1.4722801446914673|      0.25000000|[212, 32, 0, 8]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       5|[0.9340153732192932, 0.9490545293990125, 0.9393375807295526, 0.9625753028293798, 0.8328713181606485, 0.876751576392376, 0.9147006473922101, 0.9454755946569862, 0.9130036733066776, 0.9054241476436191, 1.0613575535656186, 0.7529567859092393, 1.0185692445720655, 1.0575423373829798, 0.9950938011791491, 1.0141114125529482, 1.00641683647849, 0.867540693215145, 1.0390995299970756, 0.8888284287340665, 1.0766942738878313, 0.9665972994257893]|  1.4134722948074341|      0.50000000|[265, 40, 0, 10]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       6|[0.9340153732192932, 0.9490545293990125, 0.9393375807295526, 0.9625753028293798, 0.8328713181606485, 0.876751576392376, 0.9147006473922101, 0.9454755946569862, 0.9130036733066776, 0.9054241476436191, 1.0613575535656186, 0.7529567859092393, 1.0185692445720655, 1.0575423373829798, 0.9950938011791491, 1.0141114125529482, 1.00641683647849, 0.867540693215145, 1.0390995299970756, 0.8888284287340665, 1.0766942738878313, 0.9665972994257893]|  1.4134722948074341|      0.25000000|[318, 48, 0, 12]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       7|[0.9022253004488135, 0.8787231709919066, 0.9031956052676752, 0.9470199062617136, 0.7174872991575707, 0.8317436074555579, 0.8706525227272461, 0.9125731744136997, 0.8336148156557704, 0.8693322367253904, 1.0730882344984602, 0.6253828707537513, 0.9448004175246731, 1.0146505311585077, 1.001970557603365, 1.0222923874810264, 1.0416303299108332, 0.8246959373265437, 1.0183393821185998, 0.863606646158108, 1.0454628169136289, 0.9766371815434965]|  1.3506833314895630|      0.50000000|[371, 56, 0, 14]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       8|[0.9022253004488135, 0.8787231709919066, 0.9031956052676752, 0.9470199062617136, 0.7174872991575707, 0.8317436074555579, 0.8706525227272461, 0.9125731744136997, 0.8336148156557704, 0.8693322367253904, 1.0730882344984602, 0.6253828707537513, 0.9448004175246731, 1.0146505311585077, 1.001970557603365, 1.0222923874810264, 1.0416303299108332, 0.8246959373265437, 1.0183393821185998, 0.863606646158108, 1.0454628169136289, 0.9766371815434965]|  1.3506833314895630|      0.25000000|[425, 64, 0, 16]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       9|[0.809863669479417, 0.8568503704698986, 0.8586263812890036, 0.915937283998117, 0.648006379502217, 0.8029170394165535, 0.7856515715352926, 0.8843705869723579, 0.7683070892785282, 0.8160302121336273, 1.0869906140223673, 0.4673773831939128, 0.9402597636093368, 0.9840585341556339, 0.9879651475941581, 1.0107837815289349, 1.0193811719527628, 0.8133251647841012, 1.033924600094263, 0.838932946698258, 1.004284336084224, 0.9649210415806098]|  1.2828462123870850|      0.50000000|[478, 72, 0, 18]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
      10|[0.809863669479417, 0.8568503704698986, 0.8586263812890036, 0.915937283998117, 0.648006379502217, 0.8029170394165535, 0.7856515715352926, 0.8843705869723579, 0.7683070892785282, 0.8160302121336273, 1.0869906140223673, 0.4673773831939128, 0.9402597636093368, 0.9840585341556339, 0.9879651475941581, 1.0107837815289349, 1.0193811719527628, 0.8133251647841012, 1.033924600094263, 0.838932946698258, 1.004284336084224, 0.9649210415806098]|  1.2828462123870850|      0.25000000|[531, 80, 0, 20]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      11|[0.7553654306432972, 0.8275710753319543, 0.8217370552787321, 0.8758723563988905, 0.5787686859488503, 0.7307823737865746, 0.7108961102379501, 0.8473490930003361, 0.7293574386834821, 0.7525797404089868, 1.1227647031766785, 0.2945236924716871, 0.9372594171652076, 0.9765112805054316, 0.9864238897894385, 1.0283775906420873, 1.0303480968451155, 0.7780309628335046, 1.0260857058968225, 0.8339976878302231, 1.0160527049731265, 0.9739238162482257]|  1.2151200771331787|      0.50000000|[584, 88, 0, 22]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
