k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252889543237032, 1.1791060200677377, 4.713044237064852, 5.929290819004325, 5.785057849416178, 7.941146265997844]|132.8536071777343750|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.23456790|[60, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 15 points | trying quadratic partial model with 19 points | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.11111111|[85, 34, 0, 17]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       6|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.00000000|[111, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      0.90000000|[138, 54, 0, 27]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
       8|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      1.00000000|[148, 58, 0, 29]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      0.90000000|[173, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      0.81000000|[198, 78, 0, 39]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      11|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      0.72900000|[224, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      12|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      0.65610000|[248, 98, 0, 49]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      13|[-0.7901767765275614, 0.8012170575151709, 3.6814886933508353, 6.158432311692183, 4.64630040827364, 8.101162324749017]| 42.8150215148925781|      0.59049000|[272, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      14|[-0.8580468831864765, 0.9793304661811406, 3.3644438895478137, 6.03252093333871, 4.21677365220166, 7.994001765883312]| 30.8055648803710938|      0.65610000|[288, 114, 0, 57]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | iterate success | actual_k=2
      15|[-0.8580468831864765, 0.9793304661811406, 3.3644438895478137, 6.03252093333871, 4.21677365220166, 7.994001765883312]| 30.8055648803710938|      0.59049000|[312, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      16|[-0.8580468831864765, 0.9793304661811406, 3.3644438895478137, 6.03252093333871, 4.21677365220166, 7.994001765883312]| 30.8055648803710938|      0.53144100|[339, 134, 0, 67]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 18 points | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.59049000|[354, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | iterate success | actual_k=2
      18|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.53144100|[379, 150, 0, 75]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      19|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.47829690|[405, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      20|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.43046721|[428, 170, 0, 85]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      21|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.38742049|[451, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 15 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      22|[-1.1282182175615705, 1.0636821933265268, 3.017296124481174, 6.08324966201928, 3.9372549640095436, 8.027259861704032]| 22.9343070983886719|      0.34867844|[475, 190, 0, 95]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      23|[-1.103169011263534, 1.336090957954094, 2.8626782826116814, 6.027861128132608, 3.7971919903391793, 8.01499391271455]| 18.5592555999755859|      0.38742049|[492, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | iterate success | actual_k=2
      24|[-1.103169011263534, 1.336090957954094, 2.8626782826116814, 6.027861128132608, 3.7971919903391793, 8.01499391271455]| 18.5592555999755859|      0.34867844|[517, 206, 0, 103]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      25|[-1.103169011263534, 1.336090957954094, 2.8626782826116814, 6.027861128132608, 3.7971919903391793, 8.01499391271455]| 18.5592555999755859|      0.31381060|[542, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      26|[-1.103169011263534, 1.336090957954094, 2.8626782826116814, 6.027861128132608, 3.7971919903391793, 8.01499391271455]| 18.5592555999755859|      0.28242954|[566, 226, 0, 113]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      27|[-1.0948955719070785, 1.4653539018371866, 2.709952195779182, 5.998355546646274, 3.600246991532437, 8.017426015459396]| 15.2787694931030273|      0.31381060|[586, 234, 0, 117]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | iterate success | actual_k=2
      28|[-1.0948955719070785, 1.4653539018371866, 2.709952195779182, 5.998355546646274, 3.600246991532437, 8.017426015459396]| 15.2787694931030273|      0.28242954|[611, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      29|[-1.0739846650750755, 1.574652434954771, 2.519142862207873, 5.967664899064291, 3.4277684813461753, 8.000572125472827]| 12.5062417984008789|      0.31381060|[628, 250, 0, 125]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | iterate success | actual_k=2
      30|[-1.0739846650750755, 1.574652434954771, 2.519142862207873, 5.967664899064291, 3.4277684813461753, 8.000572125472827]| 12.5062417984008789|      0.28242954|[654, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      31|[-1.0739846650750755, 1.574652434954771, 2.519142862207873, 5.967664899064291, 3.4277684813461753, 8.000572125472827]| 12.5062417984008789|      0.25418658|[679, 270, 0, 135]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 15 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      32|[-1.0739846650750755, 1.574652434954771, 2.519142862207873, 5.967664899064291, 3.4277684813461753, 8.000572125472827]| 12.5062417984008789|      0.22876792|[702, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
