k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.90000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.81000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.72900000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.2444279635262669, 0.0534754910202535, 0.1939832160824181, 0.3793379295794028, 0.0829851564998341, -0.046149726348036, 0.2002313596449989, -0.1673709657201681, 0.0194673743930687, -0.0198294918834551, -0.1190149360610163, 0.0736978700917741, -0.2598729614152714, 0.0776396665113594, -0.1970978678716615, 0.0150391123081836, -0.0535277454085204, -0.0956450177591129, -0.1234921508165952, 0.0415673333117318, 0.1725705778487719, -0.1356905817948164]| 14.0067853927612305|      0.81000000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.2444279635262669, 0.0534754910202535, 0.1939832160824181, 0.3793379295794028, 0.0829851564998341, -0.046149726348036, 0.2002313596449989, -0.1673709657201681, 0.0194673743930687, -0.0198294918834551, -0.1190149360610163, 0.0736978700917741, -0.2598729614152714, 0.0776396665113594, -0.1970978678716615, 0.0150391123081836, -0.0535277454085204, -0.0956450177591129, -0.1234921508165952, 0.0415673333117318, 0.1725705778487719, -0.1356905817948164]| 14.0067853927612305|      0.72900000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2444279635262669, 0.0534754910202535, 0.1939832160824181, 0.3793379295794028, 0.0829851564998341, -0.046149726348036, 0.2002313596449989, -0.1673709657201681, 0.0194673743930687, -0.0198294918834551, -0.1190149360610163, 0.0736978700917741, -0.2598729614152714, 0.0776396665113594, -0.1970978678716615, 0.0150391123081836, -0.0535277454085204, -0.0956450177591129, -0.1234921508165952, 0.0415673333117318, 0.1725705778487719, -0.1356905817948164]| 14.0067853927612305|      0.65610000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.2444279635262669, 0.0534754910202535, 0.1939832160824181, 0.3793379295794028, 0.0829851564998341, -0.046149726348036, 0.2002313596449989, -0.1673709657201681, 0.0194673743930687, -0.0198294918834551, -0.1190149360610163, 0.0736978700917741, -0.2598729614152714, 0.0776396665113594, -0.1970978678716615, 0.0150391123081836, -0.0535277454085204, -0.0956450177591129, -0.1234921508165952, 0.0415673333117318, 0.1725705778487719, -0.1356905817948164]| 14.0067853927612305|      0.59049000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2444279635262669, 0.0534754910202535, 0.1939832160824181, 0.3793379295794028, 0.0829851564998341, -0.046149726348036, 0.2002313596449989, -0.1673709657201681, 0.0194673743930687, -0.0198294918834551, -0.1190149360610163, 0.0736978700917741, -0.2598729614152714, 0.0776396665113594, -0.1970978678716615, 0.0150391123081836, -0.0535277454085204, -0.0956450177591129, -0.1234921508165952, 0.0415673333117318, 0.1725705778487719, -0.1356905817948164]| 14.0067853927612305|      0.53144100|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.3969516833670677, 0.2155089458221076, 0.2606546368291368, 0.6924212582346674, 0.0196582933093826, -0.0222281808524214, 0.2369701761063978, -0.1881722367918862, 0.1094190010631613, -0.0129126290294327, -0.1569662585411892, -0.072272480179753, -0.3274855916711589, 0.1720868414664297, -0.3122898368269225, 0.1059612403754412, -0.0341931042841649, -0.0873288797084016, -0.1392029109764967, -0.095590471313702, 0.1170499349815802, -0.3243194048674894]| 13.4018917083740234|      0.59049000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[0.3969516833670677, 0.2155089458221076, 0.2606546368291368, 0.6924212582346674, 0.0196582933093826, -0.0222281808524214, 0.2369701761063978, -0.1881722367918862, 0.1094190010631613, -0.0129126290294327, -0.1569662585411892, -0.072272480179753, -0.3274855916711589, 0.1720868414664297, -0.3122898368269225, 0.1059612403754412, -0.0341931042841649, -0.0873288797084016, -0.1392029109764967, -0.095590471313702, 0.1170499349815802, -0.3243194048674894]| 13.4018917083740234|      0.53144100|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.3969516833670677, 0.2155089458221076, 0.2606546368291368, 0.6924212582346674, 0.0196582933093826, -0.0222281808524214, 0.2369701761063978, -0.1881722367918862, 0.1094190010631613, -0.0129126290294327, -0.1569662585411892, -0.072272480179753, -0.3274855916711589, 0.1720868414664297, -0.3122898368269225, 0.1059612403754412, -0.0341931042841649, -0.0873288797084016, -0.1392029109764967, -0.095590471313702, 0.1170499349815802, -0.3243194048674894]| 13.4018917083740234|      0.47829690|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.6245730705074133, 0.1388796581899259, 0.3885580651867677, 0.9156900470837672, -0.0064536730140276, -0.0259999208446391, 0.409304826324112, -0.2272809891537247, 0.2300840732004443, -0.1119413730854774, -0.2299945020140047, -0.1122459415893038, -0.2146556337955781, 0.1454735184263633, -0.3034953411094827, 0.0051143996615523, 0.0360718577116502, 0.0155196338867294, -0.1497995516115208, -0.0619507564778264, 0.1462787612080155, -0.3055024115790935]| 12.9499549865722656|      0.53144100|[350, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
