k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|     10.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.00000000|[36, 14, 0, 7]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.0540585321738091, 1.1735067112867197, 4.603914072345935, 5.5945388805366205, 6.291075017694137, 7.6870837942962424]|132.3895568847656250|     10.00000000|[46, 18, 0, 9]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[0.0540585321738091, 1.1735067112867197, 4.603914072345935, 5.5945388805366205, 6.291075017694137, 7.6870837942962424]|132.3895568847656250|      1.00000000|[72, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.4156937482758872, 1.5336519179135661, 4.144271582137084, 5.593577504358828, 5.646663793899284, 7.535129009068244]| 83.2276535034179688|     10.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.4156937482758872, 1.5336519179135661, 4.144271582137084, 5.593577504358828, 5.646663793899284, 7.535129009068244]| 83.2276535034179688|      1.00000000|[108, 42, 0, 21]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|     10.00000000|[123, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | iterate success | actual_k=2
       8|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-1.0690692158349266, 1.4426812732073544, 3.631053185609816, 5.695810149934901, 5.119265489383483, 7.648404038232211]| 44.7880401611328125|      0.10000000|[170, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      10|[-1.0450231831092445, 1.490459142249322, 3.555013236070658, 5.660930045012914, 5.108641185045848, 7.643160751856398]| 43.5673675537109375|      1.00000000|[181, 70, 0, 35]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-1.0450231831092445, 1.490459142249322, 3.555013236070658, 5.660930045012914, 5.108641185045848, 7.643160751856398]| 43.5673675537109375|      0.10000000|[206, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.1038068320803769, 1.5105249503606155, 3.4916761569651453, 5.626629524604915, 5.080240119744833, 7.655289814407536]| 41.1002197265625000|      1.00000000|[217, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-1.1038068320803769, 1.5105249503606155, 3.4916761569651453, 5.626629524604915, 5.080240119744833, 7.655289814407536]| 41.1002197265625000|      0.10000000|[242, 94, 0, 47]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.1532220537966495, 1.5231712380063764, 3.4257467735909053, 5.621693542205489, 5.025415721832091, 7.6599207053221035]| 38.4513168334960938|      1.00000000|[252, 98, 0, 49]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[-1.1532220537966495, 1.5231712380063764, 3.4257467735909053, 5.621693542205489, 5.025415721832091, 7.6599207053221035]| 38.4513168334960938|      0.10000000|[276, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.2073047854029257, 1.5345321419875284, 3.3556803324609525, 5.66112090323526, 5.005602360890953, 7.6693862090362055]| 36.3349723815917969|      1.00000000|[287, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-1.2073047854029257, 1.5345321419875284, 3.3556803324609525, 5.66112090323526, 5.005602360890953, 7.6693862090362055]| 36.3349723815917969|      0.10000000|[313, 122, 0, 61]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.2524799356939735, 1.5445629914903576, 3.2782047449174914, 5.667023302320575, 4.99125731798938, 7.7095795246299454]| 34.4093399047851562|      1.00000000|[325, 126, 0, 63]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[-1.2524799356939735, 1.5445629914903576, 3.2782047449174914, 5.667023302320575, 4.99125731798938, 7.7095795246299454]| 34.4093399047851562|      0.10000000|[350, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      20|[-1.3083426729146252, 1.4974569014394563, 3.2251261687619555, 5.693773696060418, 4.964006711656767, 7.729197284769729]| 32.9691581726074219|      1.00000000|[360, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[-1.3083426729146252, 1.4974569014394563, 3.2251261687619555, 5.693773696060418, 4.964006711656767, 7.729197284769729]| 32.9691581726074219|      0.10000000|[385, 150, 0, 75]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | trying quadratic partial model with 16 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      22|[-1.3562597338649311, 1.4768868402210855, 3.2101282752753737, 5.617020601804637, 4.944828123303815, 7.700965470919509]| 32.2416000366210938|      1.00000000|[396, 154, 0, 77]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[-1.3562597338649311, 1.4768868402210855, 3.2101282752753737, 5.617020601804637, 4.944828123303815, 7.700965470919509]| 32.2416000366210938|      0.10000000|[420, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      24|[-1.3854529957737909, 1.4599548941173326, 3.1386579160962502, 5.61565760069461, 4.886872258410125, 7.720772297305019]| 30.4879360198974609|      1.00000000|[430, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-1.3854529957737909, 1.4599548941173326, 3.1386579160962502, 5.61565760069461, 4.886872258410125, 7.720772297305019]| 30.4879360198974609|      0.10000000|[454, 178, 0, 89]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      26|[-1.4123000567919646, 1.4382544066933656, 3.062709771627248, 5.59999215694346, 4.835388908554015, 7.708761382617235]| 28.9545402526855469|      1.00000000|[465, 182, 0, 91]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[-1.4123000567919646, 1.4382544066933656, 3.062709771627248, 5.59999215694346, 4.835388908554015, 7.708761382617235]| 28.9545402526855469|      0.10000000|[488, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 16 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      28|[-1.432117582974895, 1.5026821685230956, 3.008666796547273, 5.599767363090724, 4.788255738316973, 7.691038523445095]| 27.2938671112060547|      1.00000000|[500, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[-1.432117582974895, 1.5026821685230956, 3.008666796547273, 5.599767363090724, 4.788255738316973, 7.691038523445095]| 27.2938671112060547|      0.10000000|[525, 206, 0, 103]                                                         |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 21 points | exploitation failed, decreasing delta | actual_k=2
      30|[-1.4558259934970357, 1.5725554428079287, 2.9625491258734153, 5.60252757543414, 4.741702384705452, 7.706974763848264]| 25.7372894287109375|      1.00000000|[535, 210, 0, 105]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
