k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.8308190566339005, 4.8933331897835295]                                        | 57.0753898620605469|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.8308190566339005, 4.8933331897835295]                                        | 57.0753898620605469|      0.20000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.6481682823365602, 4.811855004674986]                                         | 10.0975818634033203|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[0.6481682823365602, 4.811855004674986]                                         | 10.0975818634033203|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4482444935190801, 4.8063342560967905]                                        |  1.3510713577270508|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[0.4482444935190801, 4.8063342560967905]                                        |  1.3510713577270508|      0.20000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.4482444935190801, 4.8063342560967905]                                        |  1.3510713577270508|      0.04000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.4878820854257438, 4.811706528226978]                                         |  0.3760510385036469|      0.20000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[0.4878820854257438, 4.811706528226978]                                         |  0.3760510385036469|      0.04000000|[65, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.4878820854257438, 4.811706528226978]                                         |  0.3760510385036469|      0.00800000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.4958818896892925, 4.81165056623176]                                          |  0.3481009304523468|      0.04000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[0.4958818896892925, 4.81165056623176]                                          |  0.3481009304523468|      0.00800000|[86, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.4975108401523463, 4.803818164276491]                                         |  0.3426931500434875|      0.04000000|[93, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      15|[0.4975108401523463, 4.803818164276491]                                         |  0.3426931500434875|      0.00800000|[100, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.5000860404745965, 4.796243974993125]                                         |  0.3375101387500763|      0.04000000|[107, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      17|[0.5000860404745965, 4.796243974993125]                                         |  0.3375101387500763|      0.00800000|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.5000860404745965, 4.796243974993125]                                         |  0.3375101387500763|      0.00160000|[122, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.4994329905875958, 4.794783315606037]                                         |  0.3365236222743988|      0.00800000|[129, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      20|[0.4994329905875958, 4.794783315606037]                                         |  0.3365236222743988|      0.00160000|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.4994329905875958, 4.794783315606037]                                         |  0.3365236222743988|      0.00032000|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.4996058014630216, 4.794513989778582]                                         |  0.3362964391708374|      0.00160000|[146, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.500502480589249, 4.793188860900099]                                          |  0.3353318274021149|      0.00800000|[151, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.500502480589249, 4.793188860900099]                                          |  0.3353318274021149|      0.00160000|[158, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.500502480589249, 4.793188860900099]                                          |  0.3353318274021149|      0.00032000|[164, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.5004540052561884, 4.792872553862422]                                         |  0.3351028561592102|      0.00160000|[169, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.5004540052561884, 4.792872553862422]                                         |  0.3351028561592102|      0.00032000|[175, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.5004441073828296, 4.792552706973891]                                         |  0.3348824977874756|      0.00160000|[181, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.5012996874771589, 4.791200677868366]                                         |  0.3340655565261841|      0.00800000|[188, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      30|[0.5012996874771589, 4.791200677868366]                                         |  0.3340655565261841|      0.00160000|[195, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.5007292797732029, 4.789705808291691]                                         |  0.3330013453960419|      0.00800000|[200, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.5007292797732029, 4.789705808291691]                                         |  0.3330013453960419|      0.00160000|[208, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.5015640873242198, 4.788340855416034]                                         |  0.3320067226886749|      0.00800000|[215, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      34|[0.5014915451118773, 4.780341184321081]                                         |  0.3279341161251068|      0.04000000|[222, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      35|[0.5014915451118773, 4.780341184321081]                                         |  0.3279341161251068|      0.00800000|[230, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.5014915451118773, 4.780341184321081]                                         |  0.3279341161251068|      0.00160000|[236, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.5029152568748478, 4.779611085138792]                                         |  0.3262051641941071|      0.00800000|[241, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.5029152568748478, 4.779611085138792]                                         |  0.3262051641941071|      0.00160000|[248, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.5030500411320667, 4.778016772370228]                                         |  0.3252629637718201|      0.00800000|[253, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.5030500411320667, 4.778016772370228]                                         |  0.3252629637718201|      0.00160000|[259, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.5030500411320667, 4.778016772370228]                                         |  0.3252629637718201|      0.00032000|[265, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.5032908827659068, 4.777806070430491]                                         |  0.3250077664852142|      0.00160000|[271, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.50383378352523, 4.776300992769529]                                           |  0.3239093124866486|      0.00800000|[277, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.5070755001702038, 4.768987219926891]                                         |  0.3193929493427277|      0.04000000|[284, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[0.5070755001702038, 4.768987219926891]                                         |  0.3193929493427277|      0.00800000|[292, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.5076303625824601, 4.761006485142207]                                         |  0.3136150538921356|      0.04000000|[298, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.5076303625824601, 4.761006485142207]                                         |  0.3136150538921356|      0.00800000|[305, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.5076303625824601, 4.761006485142207]                                         |  0.3136150538921356|      0.00160000|[311, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.5078849039275127, 4.759426862179707]                                         |  0.3125949501991272|      0.00800000|[316, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.5078849039275127, 4.759426862179707]                                         |  0.3125949501991272|      0.00160000|[322, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.5087420082830729, 4.758075798848963]                                         |  0.3116598427295685|      0.00800000|[329, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.5087420082830729, 4.758075798848963]                                         |  0.3116598427295685|      0.00160000|[335, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.5092552008459937, 4.756560334103955]                                         |  0.3106881082057953|      0.00800000|[341, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.5092552008459937, 4.756560334103955]                                         |  0.3106881082057953|      0.00160000|[348, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.508967989971005, 4.754986323331028]                                          |  0.3096466064453125|      0.00800000|[353, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.508967989971005, 4.754986323331028]                                          |  0.3096466064453125|      0.00160000|[359, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.508967989971005, 4.754986323331028]                                          |  0.3096466064453125|      0.00032000|[365, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.5091031444179832, 4.754696265965216]                                         |  0.3094393908977509|      0.00160000|[371, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.5095323255153053, 4.7531549017688945]                                        |  0.3084107637405396|      0.00800000|[379, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      60|[0.5095323255153053, 4.7531549017688945]                                        |  0.3084107637405396|      0.00160000|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.5097425187810952, 4.751568768486028]                                         |  0.3074030578136444|      0.00800000|[390, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.5097425187810952, 4.751568768486028]                                         |  0.3074030578136444|      0.00160000|[396, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.5100036416142216, 4.7499902201446655]                                        |  0.3064028322696686|      0.00800000|[401, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.5100036416142216, 4.7499902201446655]                                        |  0.3064028322696686|      0.00160000|[408, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.5100128373940539, 4.748390246570623]                                         |  0.3055472671985626|      0.00800000|[415, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.5113660203798284, 4.740505521096201]                                         |  0.3008510470390320|      0.04000000|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[0.5113660203798284, 4.740505521096201]                                         |  0.3008510470390320|      0.00800000|[428, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
