k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12500000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06250000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03125000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01562500|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00781250|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00390625|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00195312|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[0.2480584727785985, 0.3900151131496713, 0.4151269646513783, 0.3898302328530329]|  0.0050618126988411|      0.00390625|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[0.2480584727785985, 0.3900151131496713, 0.4151269646513783, 0.3898302328530329]|  0.0050618126988411|      0.00195312|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[0.2461153013033669, 0.3900296772894828, 0.4152427565541182, 0.3896716074938918]|  0.0048312172293663|      0.00390625|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[0.2461153013033669, 0.3900296772894828, 0.4152427565541182, 0.3896716074938918]|  0.0048312172293663|      0.00195312|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[0.2441841970440454, 0.3901217512864408, 0.4153735438956247, 0.3894267592640813]|  0.0046213218010962|      0.00390625|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[0.2441841970440454, 0.3901217512864408, 0.4153735438956247, 0.3894267592640813]|  0.0046213218010962|      0.00195312|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[0.2422525634086079, 0.3902111906174176, 0.4154866459782681, 0.3891763649968792]|  0.0044319774024189|      0.00390625|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[0.2422525634086079, 0.3902111906174176, 0.4154866459782681, 0.3891763649968792]|  0.0044319774024189|      0.00195312|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[0.2403284474697771, 0.3903502118704693, 0.4156161324355853, 0.3888999930226609]|  0.0042629162780941|      0.00390625|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[0.2403284474697771, 0.3903502118704693, 0.4156161324355853, 0.3888999930226609]|  0.0042629162780941|      0.00195312|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[0.2384280712984563, 0.3905639627666231, 0.4156739728682077, 0.3885072682948312]|  0.0041132541373372|      0.00390625|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[0.2384280712984563, 0.3905639627666231, 0.4156739728682077, 0.3885072682948312]|  0.0041132541373372|      0.00195312|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[0.2384280712984563, 0.3905639627666231, 0.4156739728682077, 0.3885072682948312]|  0.0041132541373372|      0.00097656|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[0.2377268492513586, 0.3908432490143826, 0.415065865176079, 0.3883882465167544] |  0.0040628584101796|      0.00195312|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      24|[0.2377268492513586, 0.3908432490143826, 0.415065865176079, 0.3883882465167544] |  0.0040628584101796|      0.00097656|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[0.2367964160682569, 0.3909766160251835, 0.4151183206303639, 0.3881285735032637]|  0.0039981100708246|      0.00195312|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[0.2367964160682569, 0.3909766160251835, 0.4151183206303639, 0.3881285735032637]|  0.0039981100708246|      0.00097656|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[0.235873502235108, 0.3911330551037166, 0.4151554943498937, 0.3878528031236492] |  0.0039378004148602|      0.00195312|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      28|[0.235873502235108, 0.3911330551037166, 0.4151554943498937, 0.3878528031236492] |  0.0039378004148602|      0.00097656|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[0.2349526563480322, 0.3912919796503178, 0.4151865713507865, 0.3875708556512986]|  0.0038818770553917|      0.00195312|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[0.2349526563480322, 0.3912919796503178, 0.4151865713507865, 0.3875708556512986]|  0.0038818770553917|      0.00097656|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[0.2341351135264754, 0.3916982878391343, 0.4149349294797898, 0.3873323434382168]|  0.0038330992683768|      0.00195312|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      32|[0.2341351135264754, 0.3916982878391343, 0.4149349294797898, 0.3873323434382168]|  0.0038330992683768|      0.00097656|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[0.2332565534522924, 0.3919211052271311, 0.4149593019964452, 0.3869696246704422]|  0.0037845792248845|      0.00195312|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[0.2332565534522924, 0.3919211052271311, 0.4149593019964452, 0.3869696246704422]|  0.0037845792248845|      0.00097656|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      35|[0.2323942211693193, 0.3921557226627152, 0.4149719487577884, 0.3865761121947872]|  0.0037397479172796|      0.00195312|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      36|[0.2323942211693193, 0.3921557226627152, 0.4149719487577884, 0.3865761121947872]|  0.0037397479172796|      0.00097656|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[0.2323942211693193, 0.3921557226627152, 0.4149719487577884, 0.3865761121947872]|  0.0037397479172796|      0.00048828|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[0.2319793415868979, 0.3922997411211349, 0.4149766084365646, 0.3863627334652486]|  0.0037185871042311|      0.00097656|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[0.2311742395987451, 0.3926090548714717, 0.4149775399320852, 0.3859046840779032]|  0.0036785656120628|      0.00195312|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      40|[0.2311742395987451, 0.3926090548714717, 0.4149775399320852, 0.3859046840779032]|  0.0036785656120628|      0.00097656|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[0.2304293113197668, 0.3929720621863498, 0.4149499061521726, 0.3853887206691838]|  0.0036412314511836|      0.00195312|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      42|[0.2304293113197668, 0.3929720621863498, 0.4149499061521726, 0.3853887206691838]|  0.0036412314511836|      0.00097656|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      43|[0.2304293113197668, 0.3929720621863498, 0.4149499061521726, 0.3853887206691838]|  0.0036412314511836|      0.00048828|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[0.2300711000238431, 0.3931603512948988, 0.4149288903361371, 0.3851163077589678]|  0.0036234506405890|      0.00097656|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[0.2300711000238431, 0.3931603512948988, 0.4149288903361371, 0.3851163077589678]|  0.0036234506405890|      0.00048828|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[0.2297291829050994, 0.3933591861379456, 0.4149114104519668, 0.3848305273855137]|  0.0036061895079911|      0.00097656|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[0.2297291829050994, 0.3933591861379456, 0.4149114104519668, 0.3848305273855137]|  0.0036061895079911|      0.00048828|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[0.229396594126499, 0.393554491057341, 0.4148978063911883, 0.3845314050001245]  |  0.0035894121974707|      0.00097656|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      49|[0.229396594126499, 0.393554491057341, 0.4148978063911883, 0.3845314050001245]  |  0.0035894121974707|      0.00048828|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      50|[0.2290799750879884, 0.3937665322460482, 0.4148705712378977, 0.3842273199063249]|  0.0035730556119233|      0.00097656|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[0.2290799750879884, 0.3937665322460482, 0.4148705712378977, 0.3842273199063249]|  0.0035730556119233|      0.00048828|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[0.228775315511007, 0.3939904935860005, 0.4148397104617991, 0.3839199275642596] |  0.0035570813342929|      0.00097656|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[0.228775315511007, 0.3939904935860005, 0.4148397104617991, 0.3839199275642596] |  0.0035570813342929|      0.00048828|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[0.2284824527591444, 0.3942135540882736, 0.4148125796017597, 0.3836003060436571]|  0.0035414472222328|      0.00097656|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[0.2284824527591444, 0.3942135540882736, 0.4148125796017597, 0.3836003060436571]|  0.0035414472222328|      0.00048828|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[0.22819920513788, 0.3944402742597962, 0.4147897525454912, 0.3832743209926555]  |  0.0035261246375740|      0.00097656|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[0.22819920513788, 0.3944402742597962, 0.4147897525454912, 0.3832743209926555]  |  0.0035261246375740|      0.00048828|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[0.2280788955353597, 0.3946341613238066, 0.4147577283739528, 0.382843825420681] |  0.0035119389649481|      0.00097656|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[0.2280788955353597, 0.3946341613238066, 0.4147577283739528, 0.382843825420681] |  0.0035119389649481|      0.00048828|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[0.2278206917714933, 0.3948740884455907, 0.4147228536179177, 0.3825077181118485]|  0.0034969472326338|      0.00097656|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[0.2278206917714933, 0.3948740884455907, 0.4147228536179177, 0.3825077181118485]|  0.0034969472326338|      0.00048828|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[0.2275771256151884, 0.3951205417648684, 0.4146884946434983, 0.3821654107515737]|  0.0034821690060198|      0.00097656|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[0.2275771256151884, 0.3951205417648684, 0.4146884946434983, 0.3821654107515737]|  0.0034821690060198|      0.00048828|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[0.2273523988909414, 0.3953734178292125, 0.4146553292260551, 0.3818148822510514]|  0.0034675707574934|      0.00097656|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[0.2273523988909414, 0.3953734178292125, 0.4146553292260551, 0.3818148822510514]|  0.0034675707574934|      0.00048828|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[0.2271313889709957, 0.3956316114780121, 0.4146179976762434, 0.3814662913884411]|  0.0034531347919255|      0.00097656|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[0.2271313889709957, 0.3956316114780121, 0.4146179976762434, 0.3814662913884411]|  0.0034531347919255|      0.00048828|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[0.2269257987062422, 0.3958833252761257, 0.414576678364347, 0.3811042360053244] |  0.0034388359636068|      0.00097656|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
