k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.81000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.72900000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.65610000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.59049000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.53144100|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.47829690|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.43046721|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.38742049|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.34867844|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.31381060|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.28242954|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.25418658|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.22876792|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.20589113|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.18530202|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.16677182|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[2.855088257129027, 0.0174565222293953]                                         | 68.3470077514648438|      0.18530202|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[2.855088257129027, 0.0174565222293953]                                         | 68.3470077514648438|      0.16677182|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[2.855088257129027, 0.0174565222293953]                                         | 68.3470077514648438|      0.15009464|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[2.7216447136697273, -0.0512546140875455]                                       | 54.0234870910644531|      0.16677182|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[2.7216447136697273, -0.0512546140875455]                                       | 54.0234870910644531|      0.15009464|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[2.7216447136697273, -0.0512546140875455]                                       | 54.0234870910644531|      0.13508517|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[2.7216447136697273, -0.0512546140875455]                                       | 54.0234870910644531|      0.12157665|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[2.6135226040257447, -0.1068468109102038]                                       | 44.3111495971679688|      0.13508517|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[2.492418186537262, -0.1666943145855953]                                        | 35.2622985839843750|      0.15009464|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[2.492418186537262, -0.1666943145855953]                                        | 35.2622985839843750|      0.13508517|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[2.492418186537262, -0.1666943145855953]                                        | 35.2622985839843750|      0.12157665|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[2.3812755022444474, -0.2159709486997717]                                       | 28.4984474182128906|      0.13508517|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[2.3812755022444474, -0.2159709486997717]                                       | 28.4984474182128906|      0.12157665|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[2.271170266023791, -0.2675240271551664]                                        | 22.8793849945068359|      0.13508517|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[2.271170266023791, -0.2675240271551664]                                        | 22.8793849945068359|      0.12157665|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[2.271170266023791, -0.2675240271551664]                                        | 22.8793849945068359|      0.10941899|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[2.1714508348797588, -0.3125634569347784]                                       | 18.6774444580078125|      0.12157665|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[2.058973326336989, -0.3587120540255431]                                        | 14.8298044204711914|      0.13508517|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[2.058973326336989, -0.3587120540255431]                                        | 14.8298044204711914|      0.12157665|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[2.058973326336989, -0.3587120540255431]                                        | 14.8298044204711914|      0.10941899|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[1.9557800057331953, -0.3950941068170595]                                       | 12.0050230026245117|      0.12157665|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[1.9557800057331953, -0.3950941068170595]                                       | 12.0050230026245117|      0.10941899|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[1.854319464334069, -0.4360608460277683]                                        |  9.6960496902465820|      0.12157665|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.854319464334069, -0.4360608460277683]                                        |  9.6960496902465820|      0.10941899|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[1.854319464334069, -0.4360608460277683]                                        |  9.6960496902465820|      0.09847709|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[1.854319464334069, -0.4360608460277683]                                        |  9.6960496902465820|      0.08862938|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[1.854319464334069, -0.4360608460277683]                                        |  9.6960496902465820|      0.07976644|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[1.7787391393774652, -0.4615618248440826]                                       |  8.2919473648071289|      0.08862938|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[1.7787391393774652, -0.4615618248440826]                                       |  8.2919473648071289|      0.07976644|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[1.7787391393774652, -0.4615618248440826]                                       |  8.2919473648071289|      0.07178980|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[1.7102215248613997, -0.4829887170206902]                                       |  7.2037672996520996|      0.07976644|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.6349981816337396, -0.5095242417901304]                                       |  6.1669759750366211|      0.08862938|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.5505640224102093, -0.5364693706169613]                                       |  5.1987743377685547|      0.09847709|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.5505640224102093, -0.5364693706169613]                                       |  5.1987743377685547|      0.08862938|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[1.4658243760208483, -0.5624378041678134]                                       |  4.3960447311401367|      0.09847709|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.371311249391193, -0.5900965494857411]                                        |  3.6660912036895752|      0.10941899|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[1.371311249391193, -0.5900965494857411]                                        |  3.6660912036895752|      0.09847709|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.2742942187822874, -0.6069913140507162]                                       |  3.0746994018554688|      0.10941899|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[1.1671460108217149, -0.62916735322366]                                         |  2.5474929809570312|      0.12157665|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.1671460108217149, -0.62916735322366]                                         |  2.5474929809570312|      0.10941899|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[1.1671460108217149, -0.62916735322366]                                         |  2.5474929809570312|      0.09847709|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.0711306453319707, -0.6510485526365372]                                       |  2.1667449474334717|      0.10941899|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.0711306453319707, -0.6510485526365372]                                       |  2.1667449474334717|      0.09847709|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.9744088131594268, -0.6695586709252332]                                       |  1.8549048900604248|      0.10941899|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.8671677757191998, -0.6912813565627381]                                       |  1.5723628997802734|      0.12157665|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.8671677757191998, -0.6912813565627381]                                       |  1.5723628997802734|      0.10941899|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.8671677757191998, -0.6912813565627381]                                       |  1.5723628997802734|      0.09847709|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.8671677757191998, -0.6912813565627381]                                       |  1.5723628997802734|      0.08862938|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.7788672088031545, -0.6989087475704132]                                       |  1.3828539848327637|      0.09847709|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.6806973680634678, -0.7066817564485638]                                       |  1.2065004110336304|      0.10941899|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.5721128871468506, -0.7201697394938831]                                       |  1.0464712381362915|      0.12157665|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.5721128871468506, -0.7201697394938831]                                       |  1.0464712381362915|      0.10941899|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.5721128871468506, -0.7201697394938831]                                       |  1.0464712381362915|      0.09847709|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.4741313918057992, -0.730037052634083]                                        |  0.9331324100494385|      0.10941899|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.4741313918057992, -0.730037052634083]                                        |  0.9331324100494385|      0.09847709|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.4741313918057992, -0.730037052634083]                                        |  0.9331324100494385|      0.08862938|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.4741313918057992, -0.730037052634083]                                        |  0.9331324100494385|      0.07976644|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.3944136622115186, -0.7328243505135926]                                       |  0.8629969358444214|      0.08862938|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.3944136622115186, -0.7328243505135926]                                       |  0.8629969358444214|      0.07976644|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.3944136622115186, -0.7328243505135926]                                       |  0.8629969358444214|      0.07178980|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.3944136622115186, -0.7328243505135926]                                       |  0.8629969358444214|      0.06461082|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.3314265728707197, -0.7472182552758009]                                       |  0.8208690285682678|      0.07178980|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.3314265728707197, -0.7472182552758009]                                       |  0.8208690285682678|      0.06461082|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
