k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|     10.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.10000000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.01000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00100000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00010000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.0003128969908205, 0.0748798121254453]                                        |  0.0000943159902818|      0.00100000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[0.0003128969908205, 0.0748798121254453]                                        |  0.0000943159902818|      0.00010000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.0003127868742365, 0.0747798121860736]                                        |  0.0000938131779549|      0.00100000|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      10|[0.0003127868742365, 0.0747798121860736]                                        |  0.0000938131779549|      0.00010000|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.0003126792855483, 0.0746798122439502]                                        |  0.0000933123737923|      0.00100000|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      12|[0.0003126792855483, 0.0746798122439502]                                        |  0.0000933123737923|      0.00010000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.0003125101779541, 0.0745798123869372]                                        |  0.0000928135777940|      0.00100000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      14|[0.0003125101779541, 0.0745798123869372]                                        |  0.0000928135777940|      0.00010000|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.000312390897435, 0.0744798124580765]                                         |  0.0000923167899600|      0.00100000|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      16|[0.000312390897435, 0.0744798124580765]                                         |  0.0000923167899600|      0.00010000|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      17|[0.0003122283003598, 0.0743798125902656]                                        |  0.0000918219957384|      0.00100000|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
