k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      4.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      2.00000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      1.00000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.840089969771025, 0.0530604072591909]                                         |  2.0289313793182373|      0.50000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      1.00000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.50000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.25000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.3777325435372119, 0.2433906739180794]                                        |  0.2791330814361572|      0.12500000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.5024977819057437, 0.251048042581234]                                         |  0.2125177085399628|      0.25000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.5024977819057437, 0.251048042581234]                                         |  0.2125177085399628|      0.12500000|[63, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.5024977819057437, 0.251048042581234]                                         |  0.2125177085399628|      0.06250000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4458605019768338, 0.277476597635461]                                         |  0.2017826139926910|      0.12500000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.4458605019768338, 0.277476597635461]                                         |  0.2017826139926910|      0.06250000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.4458605019768338, 0.277476597635461]                                         |  0.2017826139926910|      0.03125000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.4756309419823748, 0.2679748398045917]                                        |  0.2003304362297058|      0.06250000|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[1.4756309419823748, 0.2679748398045917]                                        |  0.2003304362297058|      0.03125000|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.06250000|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.03125000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.01562500|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.01562500|[113, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.01562500|[116, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.4666568762944134, 0.238041102232612]                                         |  0.1967107653617859|      0.00781250|[121, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
