k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00800000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.2420366899539555, 0.3898945023432416, 0.4155692775727327, 0.3894995138361861]|  0.0044194189831614|      0.04000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[0.2420366899539555, 0.3898945023432416, 0.4155692775727327, 0.3894995138361861]|  0.0044194189831614|      0.00800000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2341349616134024, 0.3900506790991786, 0.4160833024968652, 0.3883707638947128]|  0.0038726227357984|      0.04000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[0.2341349616134024, 0.3900506790991786, 0.4160833024968652, 0.3883707638947128]|  0.0038726227357984|      0.00800000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2341349616134024, 0.3900506790991786, 0.4160833024968652, 0.3883707638947128]|  0.0038726227357984|      0.00160000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.2327162747918493, 0.3904530465622628, 0.4160957163396135, 0.3877500594372527]|  0.0037977574393153|      0.00800000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[0.2327162747918493, 0.3904530465622628, 0.4160957163396135, 0.3877500594372527]|  0.0037977574393153|      0.00160000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.2313705515977064, 0.3909658425409165, 0.4160951331211108, 0.3870528729278605]|  0.0037317806854844|      0.00800000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[0.2313705515977064, 0.3909658425409165, 0.4160951331211108, 0.3870528729278605]|  0.0037317806854844|      0.00160000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
