k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.12500000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.06250000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3305645669997752, 10.033430472682694, 1.244587376274037]                     |  0.2353149056434631|      0.12500000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.3305645669997752, 10.033430472682694, 1.244587376274037]                     |  0.2353149056434631|      0.06250000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.407682279070325, 10.031520783154138, 1.2970108030319367]                     |  0.1242601275444031|      0.12500000|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.407682279070325, 10.031520783154138, 1.2970108030319367]                     |  0.1242601275444031|      0.06250000|[45, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.407682279070325, 10.031520783154138, 1.2970108030319367]                     |  0.1242601275444031|      0.03125000|[50, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4298086099063452, 10.03058414815588, 1.3028550525041314]                     |  0.1084316372871399|      0.06250000|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4298086099063452, 10.03058414815588, 1.3028550525041314]                     |  0.1084316372871399|      0.03125000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4298086099063452, 10.03058414815588, 1.3028550525041314]                     |  0.1084316372871399|      0.01562500|[67, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4298086099063452, 10.03058414815588, 1.3028550525041314]                     |  0.1084316372871399|      0.00781250|[73, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.4337100066130019, 10.030302673911521, 1.3042011224353651]                    |  0.1059729605913162|      0.01562500|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.4433355554401638, 10.030325381416409, 1.3061594452529044]                    |  0.1005081161856651|      0.03125000|[83, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4626284331363469, 10.027441004965661, 1.3136699724962735]                    |  0.0915362015366554|      0.06250000|[89, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.4626284331363469, 10.027441004965661, 1.3136699724962735]                    |  0.0915362015366554|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.4626284331363469, 10.027441004965661, 1.3136699724962735]                    |  0.0915362015366554|      0.01562500|[101, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.4663261216919649, 10.023926141426147, 1.313499112270124]                     |  0.0901045054197311|      0.03125000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.4663261216919649, 10.023926141426147, 1.313499112270124]                     |  0.0901045054197311|      0.01562500|[112, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.47171137950765, 10.024680908963143, 1.3115441712141949]                      |  0.0878585502505302|      0.03125000|[118, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.47171137950765, 10.024680908963143, 1.3115441712141949]                      |  0.0878585502505302|      0.01562500|[123, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
