k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.01000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0531373335126484, 9.999854122728463, 1.0402347407352723]                     |  1.4693970680236816|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.0531373335126484, 9.999854122728463, 1.0402347407352723]                     |  1.4693970680236816|      0.01000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.098578009667498, 10.00036309218796, 1.0752342504786983]                      |  1.1621779203414917|      0.10000000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.098578009667498, 10.00036309218796, 1.0752342504786983]                      |  1.1621779203414917|      0.01000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1374219240757844, 10.000059147670187, 1.1056994273864629]                    |  0.9327718019485474|      0.10000000|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.1374219240757844, 10.000059147670187, 1.1056994273864629]                    |  0.9327718019485474|      0.01000000|[45, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1714701179712589, 9.999719852235003, 1.1328097658659821]                     |  0.7561594843864441|      0.10000000|[50, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.4650132422557525, 9.975528076487006, 1.3323477122813594]                     |  0.0939607173204422|      1.00000000|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4650132422557525, 9.975528076487006, 1.3323477122813594]                     |  0.0939607173204422|      0.10000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4650132422557525, 9.975528076487006, 1.3323477122813594]                     |  0.0939607173204422|      0.01000000|[67, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4650132422557525, 9.975528076487006, 1.3323477122813594]                     |  0.0939607173204422|      0.00100000|[73, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.4653220627887387, 9.97554216872129, 1.3321636585466945]                      |  0.0938267335295677|      0.01000000|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.4687819483091721, 9.975657567296658, 1.3303287555640968]                     |  0.0923794507980347|      0.10000000|[83, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4687819483091721, 9.975657567296658, 1.3303287555640968]                     |  0.0923794507980347|      0.01000000|[89, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4724658106156669, 9.976397724177916, 1.3292690663607956]                     |  0.0910218358039856|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.4724658106156669, 9.976397724177916, 1.3292690663607956]                     |  0.0910218358039856|      0.01000000|[101, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.474402994110156, 9.97505848794381, 1.3275755027283214]                       |  0.0901287347078323|      0.10000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.474402994110156, 9.97505848794381, 1.3275755027283214]                       |  0.0901287347078323|      0.01000000|[112, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.4771098133476616, 9.97545815103541, 1.325271415229469]                       |  0.0888571143150330|      0.10000000|[118, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.4771098133476616, 9.97545815103541, 1.325271415229469]                       |  0.0888571143150330|      0.01000000|[123, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.4796013504828364, 9.97656332269007, 1.3230549024401608]                      |  0.0876645222306252|      0.10000000|[128, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.4796013504828364, 9.97656332269007, 1.3230549024401608]                      |  0.0876645222306252|      0.01000000|[133, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.4823528345655562, 9.97666412730419, 1.3217354261088254]                      |  0.0865961909294128|      0.10000000|[138, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.4823528345655562, 9.97666412730419, 1.3217354261088254]                      |  0.0865961909294128|      0.01000000|[143, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.485174442624643, 9.976899820383633, 1.3196922039659769]                      |  0.0853771269321442|      0.10000000|[149, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.485174442624643, 9.976899820383633, 1.3196922039659769]                      |  0.0853771269321442|      0.01000000|[154, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.4877064873977625, 9.976766345971718, 1.3171457422142965]                     |  0.0841657370328903|      0.10000000|[159, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.4877064873977625, 9.976766345971718, 1.3171457422142965]                     |  0.0841657370328903|      0.01000000|[165, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.4899036351525887, 9.976310990239964, 1.3157632953893237]                     |  0.0832842662930489|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.4899036351525887, 9.976310990239964, 1.3157632953893237]                     |  0.0832842662930489|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.4930087286827299, 9.976553821781982, 1.3141113130047148]                     |  0.0820891261100769|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.4930087286827299, 9.976553821781982, 1.3141113130047148]                     |  0.0820891261100769|      0.01000000|[185, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.4955819396732363, 9.977057371990366, 1.3126928958152713]                     |  0.0810941383242607|      0.10000000|[190, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.4955819396732363, 9.977057371990366, 1.3126928958152713]                     |  0.0810941383242607|      0.01000000|[195, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.4979317978177469, 9.977195594994708, 1.3108007613623869]                     |  0.0800869837403297|      0.10000000|[200, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.4979317978177469, 9.977195594994708, 1.3108007613623869]                     |  0.0800869837403297|      0.01000000|[205, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4979317978177469, 9.977195594994708, 1.3108007613623869]                     |  0.0800869837403297|      0.00100000|[210, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4982093619697279, 9.977213180816301, 1.3106171505988342]                     |  0.0799760222434998|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
