k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0325119852782127, 9.907575131506864, 1.0200153565368129]                     |  1.6372137069702148|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.0325119852782127, 9.907575131506864, 1.0200153565368129]                     |  1.6372137069702148|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0747378042674332, 9.81798042827802, 1.0062396763712134]                      |  1.4869034290313721|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.0747378042674332, 9.81798042827802, 1.0062396763712134]                      |  1.4869034290313721|      0.10000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.1725949470863497, 9.79738984217681, 1.006153866541172]                       |  1.0927677154541016|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.1725949470863497, 9.79738984217681, 1.006153866541172]                       |  1.0927677154541016|      0.10000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2381620963475525, 9.803122158270817, 1.0814405817700725]                     |  0.6841728091239929|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2381620963475525, 9.803122158270817, 1.0814405817700725]                     |  0.6841728091239929|      0.10000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2652749889748842, 9.741296755067403, 1.15521395482644]                       |  0.4682878255844116|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.2652749889748842, 9.741296755067403, 1.15521395482644]                       |  0.4682878255844116|      0.10000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.3330943556496272, 9.786160094407883, 1.2134188883549448]                     |  0.2640372812747955|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.3330943556496272, 9.786160094407883, 1.2134188883549448]                     |  0.2640372812747955|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.4150850425805471, 9.744440226694232, 1.2526232235049182]                     |  0.1387162804603577|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.4150850425805471, 9.744440226694232, 1.2526232235049182]                     |  0.1387162804603577|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
