k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252889543237032, 1.1791060200677377, 4.713044237064852, 5.929290819004325, 5.785057849416178, 7.941146265997844]|132.8536071777343750|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.9088186924118896, 0.8980018598290039, 3.3475584973418813, 6.3136662243581085, 4.294292763282871, 7.948524414406622]| 31.7844429016113281|      1.52415790|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[-1.5466504457287318, 1.0989901136983204, 2.407914009265221, 6.143961763946625, 3.5884602519981126, 8.631093668743683]| 21.7854938507080078|      1.69350878|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-1.5466504457287318, 1.0989901136983204, 2.407914009265221, 6.143961763946625, 3.5884602519981126, 8.631093668743683]| 21.7854938507080078|      1.52415790|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.5533467864189875, 2.1734258822741763, 2.527178174738402, 5.75924284408974, 3.579034533364881, 8.771348791698038]| 14.1635513305664062|      1.69350878|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[-0.5533467864189875, 2.1734258822741763, 2.527178174738402, 5.75924284408974, 3.579034533364881, 8.771348791698038]| 14.1635513305664062|      1.52415790|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.69350878|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.52415790|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.37174211|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.23456790|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.11111111|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      1.00000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      0.90000000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      0.81000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      0.72900000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.2975053217708097, 2.6181695901348534, 1.6057358574805427, 6.288682812749865, 2.921753417519878, 8.670813566883929]|  7.5586895942687988|      0.65610000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.72900000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.65610000|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.59049000|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.53144100|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.47829690|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.43046721|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.38742049|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.34867844|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.31381060|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-0.8634378858474515, 2.89489158395047, 1.727988521124284, 6.078448976053502, 3.020892089449578, 8.360160781482634]|  5.0548105239868164|      0.28242954|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[-0.8032073528826057, 3.036735631896312, 1.661739377074651, 6.074452281246132, 2.7937321340182284, 8.356636007771316]|  4.2489738464355469|      0.31381060|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[-0.8032073528826057, 3.036735631896312, 1.661739377074651, 6.074452281246132, 2.7937321340182284, 8.356636007771316]|  4.2489738464355469|      0.28242954|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[-0.8032073528826057, 3.036735631896312, 1.661739377074651, 6.074452281246132, 2.7937321340182284, 8.356636007771316]|  4.2489738464355469|      0.25418658|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-0.8032073528826057, 3.036735631896312, 1.661739377074651, 6.074452281246132, 2.7937321340182284, 8.356636007771316]|  4.2489738464355469|      0.22876792|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[-0.6624483538524351, 3.1311586287892466, 1.5462279254734634, 6.05150562974881, 2.716643626144438, 8.29504150444223]|  3.7043669223785400|      0.25418658|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[-0.6926568246252418, 3.1891702037578282, 1.4161665076541448, 5.953907701968433, 2.532768365040344, 8.30406839744071]|  3.3999700546264648|      0.28242954|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-0.6926568246252418, 3.1891702037578282, 1.4161665076541448, 5.953907701968433, 2.532768365040344, 8.30406839744071]|  3.3999700546264648|      0.25418658|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-0.5107185632595349, 3.2791659215703883, 1.4835280273101195, 5.8402700140295725, 2.5519543379981897, 8.229296352463317]|  3.0141239166259766|      0.28242954|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[-0.5107185632595349, 3.2791659215703883, 1.4835280273101195, 5.8402700140295725, 2.5519543379981897, 8.229296352463317]|  3.0141239166259766|      0.25418658|[400, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[-0.5107185632595349, 3.2791659215703883, 1.4835280273101195, 5.8402700140295725, 2.5519543379981897, 8.229296352463317]|  3.0141239166259766|      0.22876792|[410, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      39|[-0.5107185632595349, 3.2791659215703883, 1.4835280273101195, 5.8402700140295725, 2.5519543379981897, 8.229296352463317]|  3.0141239166259766|      0.20589113|[421, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[-0.4796775342669255, 3.2916207151120087, 1.3573826121076857, 5.820474243973285, 2.4121976969731365, 8.155566888116894]|  2.6779098510742188|      0.22876792|[432, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[-0.4796775342669255, 3.2916207151120087, 1.3573826121076857, 5.820474243973285, 2.4121976969731365, 8.155566888116894]|  2.6779098510742188|      0.20589113|[442, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[-0.4796775342669255, 3.2916207151120087, 1.3573826121076857, 5.820474243973285, 2.4121976969731365, 8.155566888116894]|  2.6779098510742188|      0.18530202|[452, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      43|[-0.4796775342669255, 3.2916207151120087, 1.3573826121076857, 5.820474243973285, 2.4121976969731365, 8.155566888116894]|  2.6779098510742188|      0.16677182|[463, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[-0.4281643976404251, 3.352201587045957, 1.4155169608283924, 5.714931423716255, 2.3404892982643606, 8.112809318019586]|  2.4645693302154541|      0.18530202|[473, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[-0.4281643976404251, 3.352201587045957, 1.4155169608283924, 5.714931423716255, 2.3404892982643606, 8.112809318019586]|  2.4645693302154541|      0.16677182|[483, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[-0.4281643976404251, 3.352201587045957, 1.4155169608283924, 5.714931423716255, 2.3404892982643606, 8.112809318019586]|  2.4645693302154541|      0.15009464|[494, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[-0.3583049089263505, 3.3718058776162256, 1.3482382043257375, 5.678382141829427, 2.2693151134297014, 8.033212348837843]|  2.2405941486358643|      0.16677182|[504, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      48|[-0.3583049089263505, 3.3718058776162256, 1.3482382043257375, 5.678382141829427, 2.2693151134297014, 8.033212348837843]|  2.2405941486358643|      0.15009464|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[-0.246799103343653, 3.3990609391413487, 1.3304353669277864, 5.629423206520449, 2.193981035387732, 8.002182124747216]|  2.0237603187561035|      0.16677182|[526, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[-0.246799103343653, 3.3990609391413487, 1.3304353669277864, 5.629423206520449, 2.193981035387732, 8.002182124747216]|  2.0237603187561035|      0.15009464|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[-0.246799103343653, 3.3990609391413487, 1.3304353669277864, 5.629423206520449, 2.193981035387732, 8.002182124747216]|  2.0237603187561035|      0.13508517|[547, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[-0.246799103343653, 3.3990609391413487, 1.3304353669277864, 5.629423206520449, 2.193981035387732, 8.002182124747216]|  2.0237603187561035|      0.12157665|[558, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[-0.2169943761814758, 3.4354570734434033, 1.3285496880618246, 5.595228328040281, 2.098478326962251, 7.95449282015564]|  1.8683264255523682|      0.13508517|[570, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[-0.2169943761814758, 3.4354570734434033, 1.3285496880618246, 5.595228328040281, 2.098478326962251, 7.95449282015564]|  1.8683264255523682|      0.12157665|[581, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      55|[-0.2169943761814758, 3.4354570734434033, 1.3285496880618246, 5.595228328040281, 2.098478326962251, 7.95449282015564]|  1.8683264255523682|      0.10941899|[592, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      56|[-0.2169943761814758, 3.4354570734434033, 1.3285496880618246, 5.595228328040281, 2.098478326962251, 7.95449282015564]|  1.8683264255523682|      0.09847709|[603, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      57|[-0.2169943761814758, 3.4354570734434033, 1.3285496880618246, 5.595228328040281, 2.098478326962251, 7.95449282015564]|  1.8683264255523682|      0.08862938|[613, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
