k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|      0.50000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.4386507457716587, 10.348336454198034, 1.6284133667921723]                    |  0.3772294819355011|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.4386507457716587, 10.348336454198034, 1.6284133667921723]                    |  0.3772294819355011|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.4386507457716587, 10.348336454198034, 1.6284133667921723]                    |  0.3772294819355011|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.3642006687595817, 10.415062717442853, 1.3992741256607613]                    |  0.1370917260646820|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.3642006687595817, 10.415062717442853, 1.3992741256607613]                    |  0.1370917260646820|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.5658018138911839, 10.371677400846524, 1.257942272968373]                     |  0.0491573289036751|      0.50000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.5658018138911839, 10.371677400846524, 1.257942272968373]                     |  0.0491573289036751|      0.25000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.5658018138911839, 10.371677400846524, 1.257942272968373]                     |  0.0491573289036751|      0.12500000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.5658018138911839, 10.371677400846524, 1.257942272968373]                     |  0.0491573289036751|      0.06250000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.6257330498041579, 10.372877906034534, 1.2402488914589773]                    |  0.0363255925476551|      0.12500000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.7391994915730693, 10.367554798277302, 1.1880758034144008]                    |  0.0198926068842411|      0.25000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.7391994915730693, 10.367554798277302, 1.1880758034144008]                    |  0.0198926068842411|      0.12500000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
