k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1751161532738156, 10.107726266977174, 1.9786364924044801]                    |  0.9598846435546875|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      0.25000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      0.12500000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      0.06250000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.5397055513528501, 9.247507704746774, 0.7962999075672521]                     |  0.0240247398614883|      0.03125000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.5368755826447176, 9.261313920400735, 0.7684082925830443]                     |  0.0205319300293922|      0.06250000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.5368755826447176, 9.261313920400735, 0.7684082925830443]                     |  0.0205319300293922|      0.03125000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.5076958041663693, 9.253325933619049, 0.7762374109963874]                     |  0.0186008717864752|      0.06250000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.4477993034421925, 9.251712935826397, 0.794015415359071]                      |  0.0149524612352252|      0.12500000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.4477993034421925, 9.251712935826397, 0.794015415359071]                      |  0.0149524612352252|      0.06250000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.4477993034421925, 9.251712935826397, 0.794015415359071]                      |  0.0149524612352252|      0.03125000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
