k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.1070587350644514, 0.831066796495184]                                         |  4.7008528709411621|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[1.1070587350644514, 0.831066796495184]                                         |  4.7008528709411621|      0.20000000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.2077400178589714, 0.65825684511839]                                          |  3.6494648456573486|      1.00000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[1.2077400178589714, 0.65825684511839]                                          |  3.6494648456573486|      0.20000000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.3024406661872647, 0.482098430030717]                                         |  2.7962973117828369|      1.00000000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[1.3024406661872647, 0.482098430030717]                                         |  2.7962973117828369|      0.20000000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.3897710878261849, 0.3021723411598464]                                        |  2.1020333766937256|      1.00000000|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       9|[1.3897710878261849, 0.3021723411598464]                                        |  2.1020333766937256|      0.20000000|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.4741961433498174, 0.1208648399365612]                                        |  1.5368463993072510|      1.00000000|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      11|[1.4741961433498174, 0.1208648399365612]                                        |  1.5368463993072510|      0.20000000|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[1.558752518725875, -0.060381454875947]                                         |  1.0782922506332397|      1.00000000|[97, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      13|[1.558752518725875, -0.060381454875947]                                         |  1.0782922506332397|      0.20000000|[105, 0, 0, 26]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[1.6453296460718976, -0.2406712244706486]                                       |  0.7096573710441589|      1.00000000|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      15|[1.6453296460718976, -0.2406712244706486]                                       |  0.7096573710441589|      0.20000000|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[1.6453296460718976, -0.2406712244706486]                                       |  0.7096573710441589|      0.04000000|[129, 0, 0, 32]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[1.6636256207666071, -0.2762416800478626]                                       |  0.6456080675125122|      0.20000000|[137, 0, 0, 34]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      18|[1.6636256207666071, -0.2762416800478626]                                       |  0.6456080675125122|      0.04000000|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[1.6821716827875421, -0.3116823852258868]                                       |  0.5846091508865356|      0.20000000|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      20|[1.6821716827875421, -0.3116823852258868]                                       |  0.5846091508865356|      0.04000000|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[1.7009231347675169, -0.3470148497400231]                                       |  0.5266076922416687|      0.20000000|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      22|[1.7009231347675169, -0.3470148497400231]                                       |  0.5266076922416687|      0.04000000|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[1.7200163047241264, -0.3821638306784234]                                       |  0.4715613126754761|      0.20000000|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[1.7200163047241264, -0.3821638306784234]                                       |  0.4715613126754761|      0.04000000|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[1.7391375928525517, -0.4172975230592378]                                       |  0.4194412827491760|      0.20000000|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[1.7391375928525517, -0.4172975230592378]                                       |  0.4194412827491760|      0.04000000|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      27|[1.7584877372585106, -0.4523056922697026]                                       |  0.3702300190925598|      0.20000000|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[1.7584877372585106, -0.4523056922697026]                                       |  0.3702300190925598|      0.04000000|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[1.7780892186829473, -0.487173756826937]                                        |  0.3239227235317230|      0.20000000|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      30|[1.7780892186829473, -0.487173756826937]                                        |  0.3239227235317230|      0.04000000|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[1.7976041082961272, -0.5220903586573759]                                       |  0.2805276513099670|      0.20000000|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[1.7976041082961272, -0.5220903586573759]                                       |  0.2805276513099670|      0.04000000|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      33|[1.8173875715614174, -0.5568554932210579]                                       |  0.2400649487972260|      0.20000000|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
